item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0000,1.2968,1.5857,-0.5962,0.5292,-0.3257,-0.7386,0.3447,-1.9184
I0001,1.6469,-1.3685,1.8994,1.5034,0.9966,-1.4825,-1.8909,-0.8908
I0002,-1.2794,-0.8678,-0.8122,1.2156,-0.259,-0.6723,1.7773,-0.0818
I0003,-0.8398,-1.3758,0.1595,0.2731,0.5345,-0.3619,-2.3246,-0.919
I0004,-0.929,0.8069,1.1875,-0.185,0.7723,1.483,-0.0393,-1.7818
I0005,0.5002,1.0168,0.3137,0.3126,0.8296,1.7625,0.9841,0.0322
I0006,1.3675,0.3655,-1.4068,-0.7242,0.5341,-1.0446,-1.1249,1.0344
I0007,-0.7532,0.1122,0.2982,-0.3866,0.6732,-0.6958,0.4936,0.6904
I0008,-1.7901,0.9303,-0.492,-0.5126,-0.4702,-2.2903,0.3308,0.5795
I0009,-0.8398,-1.3758,0.1595,0.2731,0.5345,-0.3619,-2.3246,-0.919
I0010,0.3807,-1.5347,-0.085,-0.0588,-1.1713,0.4277,-0.8115,-0.6923
I0011,-1.0497,-0.3223,-0.738,0.7654,1.3842,0.3526,0.887,0.0758
I0012,-0.6278,-1.1486,-1.2434,0.0199,0.7593,0.0403,-0.0108,0.6454
I0013,0.9498,-0.9744,-0.0307,-0.7136,-1.5219,-1.703,0.4372,0.3149
I0014,0.6617,0.7236,-0.5024,-0.112,0.5133,-0.6163,-0.6596,-1.1936
I0015,0.2163,-0.8037,0.3576,-0.524,-0.9237,-1.444,-1.4188,-0.2556
I0016,0.3987,-1.9459,1.363,0.1507,0.1199,-0.4135,-1.2038,1.2649
I0017,0.5002,1.0168,0.3137,0.3126,0.8296,1.7625,0.9841,0.0322
I0018,2.0591,-0.8775,-2.9833,-1.1682,-1.1303,1.162,0.8002,-0.9317
I0019,0.352,-0.3095,0.3182,0.7816,1.1629,-0.3997,1.2666,1.0988
I0020,1.4073,0.7086,0.5197,-1.3488,-1.6933,0.5856,-1.5153,-0.1249
I0021,-1.3885,-0.3004,-0.054,-1.395,1.766,0.5969,0.5846,1.427
I0022,-1.414,0.8534,-1.1442,0.5149,-0.5508,-2.0517,0.3276,0.0534
I0023,-0.1052,0.0958,-1.5825,0.7097,-1.3635,0.0063,0.4255,0.1012
I0024,-0.8242,0.3075,-0.1038,0.9242,2.1037,-0.7526,2.5635,-0.7585
I0025,-0.2397,0.2614,-1.6262,0.566,0.034,0.3544,0.7583,-0.8732
I0026,0.5622,0.4371,1.1224,-1.6639,1.0424,-0.2291,1.9063,-0.425
I0027,-0.0981,1.2722,1.6333,-1.0915,1.4091,0.8902,-0.3435,-1.0375
I0028,0.4843,-0.6951,0.1924,0.7305,1.3722,0.3215,0.7142,-1.6388
I0029,-0.9237,0.412,1.1726,0.0918,-1.5718,0.811,0.5862,-0.8598
I0030,-0.3314,0.0506,0.5898,-1.1521,0.9744,0.8575,-0.9886,0.3283
I0031,-1.9698,0.0166,1.2846,1.6259,-1.2746,0.477,-0.0876,-0.4895
I0032,0.2301,-0.258,-1.317,1.361,-0.3182,0.5964,-2.2023,-0.4793
I0033,0.5622,0.4371,1.1224,-1.6639,1.0424,-0.2291,1.9063,-0.425
