user_id,e1,e2,e3,e4,e5,e6,e7,e8
U0000,1.8276,-1.044,0.6986,-1.1075,0.9365,0.5884,0.4247,-1.2097
U0001,-0.5227,-1.6594,1.1079,2.0172,-1.303,-0.1194,-1.3381,-3.1758
U0002,-0.3059,-0.6913,0.334,-1.6009,-0.8499,0.4213,0.6326,-1.5152
U0003,0.1812,1.5751,0.9459,-1.5325,1.3521,-0.5676,-1.9121,-0.3907
U0004,-0.8031,0.0297,0.7514,0.402,0.582,-1.0399,0.2252,-0.5975
U0005,-1.944,0.7288,-0.0638,0.2521,-0.814,0.1717,0.831,-0.2033
U0006,-1.4655,-0.8551,0.5495,0.5662,-0.1931,0.8319,-0.7952,-0.0384
U0007,-1.5107,1.0589,0.2869,0.3342,0.967,-1.2664,-0.6029,-0.2749
U0008,-1.5011,1.0481,2.5531,-1.0433,0.3027,0.7508,1.7576,0.0682
U0009,0.6516,0.8262,1.9512,-2.1548,1.2694,-0.1701,-0.4003,-0.0742
U0010,-0.7242,1.4007,-0.3273,0.8034,-0.4912,-1.5655,0.9165,-0.7174
U0011,-2.3162,0.9961,-1.2589,0.3445,0.6382,0.2251,-1.2869,0.4221
U0012,-0.9496,-1.0889,-0.6811,-0.1724,0.8049,-0.578,-1.2312,-0.1985
U0013,1.3518,-0.1706,0.0291,-0.0304,0.1658,1.0966,-0.687,0.6412
U0014,0.5423,-1.2593,-0.0157,1.6501,0.5039,-0.4308,0.4772,0.7901
U0015,-1.9551,-0.6661,-2.4116,0.0639,-0.1421,0.4905,1.1504,-0.4123
U0016,0.9637,1.468,1.1179,-1.0846,-0.0128,-0.4183,0.1832,2.2301
U0017,-1.2159,-0.1365,-0.4276,1.3785,0.1585,-1.1955,0.6001,-0.6628
U0018,-0.1454,-1.5426,2.1538,0.769,0.8125,-0.0846,-0.0851,0.871
U0019,-0.3733,0.9623,0.5329,0.843,0.1183,0.5451,1.0005,0.4474
U0020,0.4067,-0.1464,-1.1232,-0.5438,0.9054,-0.2842,-0.2359,0.5363
U0021,0.9945,0.5757,0.1328,-0.9016,0.8907,0.3918,3.3083,1.3427
U0022,0.0499,-0.2276,0.2682,-2.3529,1.5618,0.7558,0.4713,1.1918
U0023,-0.5888,-0.4809,-0.4131,-3.1052,-0.281,-0.1348,-0.8789,0.614
U0024,-0.3246,1.0955,-0.5638,0.162,1.5795,-0.0335,1.9959,-1.4074
U0025,-1.4884,0.3957,-1.1809,0.2464,-0.6471,0.1457,-2.0472,1.355
U0026,-0.2563,0.6351,0.1605,2.9648,-0.4962,0.6592,-1.4628,-0.8147
U0027,-0.5261,0.813,0.3509,1.2069,-1.592,1.4202,0.6483,0.3455
U0028,0.3388,0.7321,-0.7224,-0.5865,-1.9532,-0.7359,0.3065,0.6128
U0029,0.3345,-0.0593,1.8722,-0.5449,-0.4145,-1.3848,1.9323,-1.3692
U0030,0.7429,1.1131,1.4148,-1.8467,-2.1134,0.961,-0.7475,-0.3096
U0031,-0.3417,0.3049,0.3302,0.8493,-0.4673,1.0501,1.0585,1.1296
U0032,0.2638,-1.6891,-0.4437,-1.0485,0.7575,0.6996,0.6277,-1.1157
U0033,-0.1733,-1.21,-2.1559,0.597,-0.8148,0.0515,0.0723,1.1421
U0034,-0.5354,-1.543,-0.143,-0.1366,-0.3492,0.7504,1.4938,1.3235
U0035,1.7389,0.1588,-1.1358,0.9934,-2.1105,-0.8379,0.5889,-0.0757
U0036,1.387,-2.8647,0.5185,1.4613,0.2508,-0.685,-0.0539,-1.2663
U0037,1.7223,0.7618,-0.0024,1.4405,0.2188,-0.6221,-0.4343,-0.5041
U0038,-0.0999,0.3359,-0.7621,-1.8396,-1.3954,-0.0947,0.4181,0.994
U0039,0.3296,-0.1637,0.6668,0.1836,0.6825,-0.2568,-2.1222,-1.8722
