account_id,f1,f2,f3,f4
A0000,-1.2195,1.7747,-0.9795,1.7531
A0001,-1.2987,0.4169,3.6956,0.8259
A0002,-1.3323,0.5166,-1.0629,-1.0987
A0003,-3.7323,0.8878,2.6508,4.683
A0004,0.6312,1.1961,-0.6073,2.2676
A0005,1.3625,1.6899,-1.2425,4.1507
A0006,-2.45,0.4872,-1.268,3.7443
A0007,0.1375,-0.3748,3.8368,2.6652
A0008,4.1692,1.9024,2.1578,4.4835
A0009,-2.9817,0.7331,-1.6374,2.522
A0010,-0.8522,0.8732,-0.9159,-2.0506
A0011,0.1566,0.9249,2.4585,3.6983
A0012,2.9305,1.009,6.3296,1.1722
A0013,-0.3604,1.7077,-2.832,-5.2331
A0014,-1.8305,4.0282,-0.5207,3.679
A0015,0.0493,-1.6131,1.7496,3.831
A0016,-0.2935,0.8493,5.1336,1.8034
A0017,-0.5194,1.6104,0.5663,1.8607
A0018,-0.4951,1.2828,0.5374,-1.4099
A0019,1.9095,2.2674,1.7138,1.4166
A0020,-0.511,1.6138,0.0746,3.5916
A0021,-0.6653,1.7096,-0.7278,3.9177
A0022,0.1404,0.6066,8.4432,-0.8505
A0023,1.5795,3.0121,-4.7105,6.3588
A0024,1.927,2.1117,3.1901,0.9574
A0025,-1.6626,1.0622,1.3953,-0.0604
A0026,-1.2003,0.6714,-0.0333,3.2053
A0027,-1.9487,2.4069,2.4365,4.1799
A0028,0.4363,1.1394,1.1772,-1.2193
A0029,-3.8397,2.219,-2.2841,3.1974
A0030,-1.3083,1.2112,-0.9029,0.7308
A0031,-1.944,1.9064,5.2435,3.3241
A0032,1.7626,0.5687,-2.3516,4.985
A0033,-0.2371,1.509,-1.5893,3.5994
A0034,1.7972,0.6948,3.5774,-3.1028
A0035,0.146,1.742,4.5651,0.9234
A0036,0.6469,1.5099,6.9599,3.9113
A0037,-0.241,1.7792,2.2988,-0.5003
A0038,-2.1512,1.6913,-0.1714,-0.5716
A0039,1.1911,1.6659,2.0747,1.3077
A0040,2.027,1.5369,3.3523,7.2637
A0041,1.9354,1.926,0.5003,8.4158
A0042,0.6906,1.0916,3.6236,0.8651
A0043,-0.0121,0.9325,3.4521,6.2493
A0044,-2.4424,2.093,3.078,0.9473
A0045,-1.8911,1.0259,3.4125,1.3323
A0046,-3.7217,2.1358,1.413,7.5298
A0047,2.0009,2.8194,-1.5325,0.5925
A0048,0.9315,1.4889,0.987,1.1443
A0049,0.8826,2.2226,-0.723,0.6303
A0050,-0.3132,2.3351,0.9028,-0.2597
A0051,2.9167,0.1439,4.5562,2.8454
A0052,-1.9387,0.8942,1.9499,3.4626
A0053,-3.275,0.997,2.0325,3.3883
A0054,-0.7267,2.8575,-1.4601,-1.8478
A0055,-0.6229,1.9386,2.3708,6.2571
A0056,2.5419,1.2405,0.5107,2.6678
A0057,0.7501,1.4774,4.3396,0.2605
A0058,-2.2262,0.4605,5.6789,6.5429
A0059,-1.9793,1.9551,-1.2197,5.0664
A0060,-1.4154,0.2773,3.5723,1.4774
A0061,-2.2829,0.5044,3.8347,0.7643
A0062,-1.2986,2.6239,0.005,3.2669
A0063,1.8151,1.5301,-3.9217,4.4269
A0064,0.763,0.5661,-4.9701,1.9676
A0065,0.758,-1.2887,2.1601,5.7497
A0066,1.8808,2.0933,2.2136,4.9421
A0067,1.2423,1.7459,-2.6004,0.9742
A0068,-2.1225,1.1439,-1.4256,-1.6767
A0069,-0.1975,1.8011,-0.9336,4.7962
A0070,-1.5647,0.7621,0.4689,3.7886
A0071,0.1241,1.3061,2.6163,5.1726
A0072,-1.2435,2.3857,0.1866,2.3016
A0073,0.4063,3.6767,0.9841,1.0543
A0074,-2.0702,0.7186,0.5691,1.1358
A0075,0.9916,0.5361,0.3063,-2.6414
A0076,-0.5084,2.964,-0.3789,0.7647
A0077,-1.1455,2.1885,4.7769,1.7906
A0078,0.2091,2.246,2.3911,-4.2596
A0079,-2.3212,2.0707,1.2225,5.2493
A0080,-1.1783,1.1886,-3.2319,4.2682
A0081,1.7648,0.2033,-0.8145,6.8927
A0082,-0.449,0.162,0.836,-0.5266
A0083,0.3784,2.3819,-1.4875,5.6685
A0084,0.5454,1.942,-0.5189,-2.6203
A0085,-0.4971,3.6123,4.6861,4.6123
A0086,0.7974,1.8005,4.7741,8.868
A0087,0.0277,1.0074,3.8962,2.9424
A0088,-0.6801,1.8262,1.5616,1.6418
A0089,-0.1366,1.7025,-0.0833,2.002
A0090,2.6077,1.3463,0.643,2.4969
A0091,1.6573,0.2198,-2.3304,-1.8987
A0092,2.2099,0.518,2.4065,5.6513
A0093,0.8169,0.6329,-1.2972,1.6584
A0094,0.0526,-0.6974,-0.3043,4.7407
A0095,3.4434,1.6604,-1.7178,-4.4787
A0096,-2.2303,2.2374,1.6813,2.3374
A0097,1.3767,1.9524,-6.3128,1.7846
A0098,0.4822,3.3862,3.0228,-4.4274
A0099,1.7356,1.7389,-1.2263,3.1908
A0100,-1.0884,0.2178,3.0048,2.6395
A0101,2.3637,0.1523,-3.418,4.6127
A0102,-3.7391,1.8269,1.4119,5.4661
A0103,2.2275,0.9796,-0.2601,5.4561
A0104,1.191,3.6007,-1.6604,2.0717
A0105,0.8904,1.5598,2.0479,4.1952
A0106,-0.4424,1.6121,1.2225,3.9696
A0107,0.9321,1.323,-0.213,7.4137
A0108,0.3544,1.0222,1.0776,3.0442
A0109,-2.6317,0.8702,-2.171,2.7182
A0110,-0.719,0.8503,-2.3815,3.7416
A0111,0.1703,1.9234,2.8757,-0.3661
A0112,-1.4545,1.5128,-0.3114,3.29
A0113,-1.6716,1.5049,0.9768,4.8262
A0114,-2.0112,0.7637,-2.9132,0.1378
A0115,-0.8409,0.8302,0.6863,-1.4029
A0116,-0.0828,1.6361,6.7014,5.3547
A0117,-1.1129,2.4265,-0.6509,3.7666
A0118,1.9533,1.0341,-0.5831,2.8816
A0119,-1.1985,0.9097,2.8685,1.2898
