account_id,event_time,health_score
A0000,1767377740000,39.79
A0000,1773757303000,89.28
A0001,1767297569000,47.49
A0001,1773506857000,5.56
A0002,1767252647000,50.04
A0002,1774190715000,89.1
A0003,1767244631000,56.59
A0003,1772908706000,94.83
A0004,1767272360000,55.93
A0004,1774163238000,93.78
A0005,1767265847000,55.34
A0005,1772562210000,94.15
A0006,1767245569000,52.37
A0006,1774479030000,9.18
A0007,1767261812000,50.58
A0007,1773649092000,87.57
A0008,1767330503000,47.7
A0008,1773269240000,9.51
A0009,1767236157000,55.46
A0009,1773393540000,10.84
A0010,1767379290000,50.88
A0010,1773221886000,94.81
A0011,1767273072000,51.68
A0011,1773444204000,13.79
A0012,1767291127000,44.12
A0012,1773816569000,85.67
A0013,1767233077000,51.4
A0013,1773929415000,90.36
A0014,1767236256000,45.02
A0014,1773765547000,14.04
A0015,1767282943000,39.31
A0015,1773494188000,86.99
A0016,1767330922000,47.5
A0016,1773278685000,86.62
A0017,1767339978000,50.2
A0017,1773757057000,10.88
A0018,1767255934000,47.38
A0018,1773698050000,94.51
A0019,1767371141000,55.53
A0019,1773298756000,91.78
A0020,1767391770000,49.63
A0020,1774023197000,10.7
A0021,1767307925000,45.27
A0021,1773031070000,94.9
A0022,1767259521000,49.92
A0022,1773059061000,90.1
A0023,1767352607000,55.94
A0023,1773977769000,10.87
A0024,1767245416000,41.19
A0024,1773127043000,85.97
A0025,1767300253000,39.34
A0025,1773626144000,5.55
A0026,1767284947000,56.6
A0026,1773832190000,89.96
A0027,1767307714000,54.89
A0027,1773107676000,88.61
A0028,1767277218000,46.21
A0028,1772403832000,7.63
A0029,1767315496000,49.67
A0029,1772279345000,85.76
A0030,1767252295000,50.39
A0030,1773493888000,5.53
A0031,1767238987000,54.29
A0031,1773893318000,12.68
A0032,1767311756000,40.32
A0032,1773869624000,6.76
A0033,1767260130000,53.49
A0033,1772972975000,13.58
A0034,1767250218000,63.06
A0034,1772904462000,14.69
A0035,1767265169000,52.45
