row_id,a_val
R00001,8.2929
R00002,14.833
R00005,11.3593
R00006,6.3064
R00007,12.8012
R00008,13.2314
R00009,8.9389
R00010,14.9153
R00011,12.2132
R00012,15.9204
R00014,10.8993
R00016,14.4763
R00017,16.5736
R00018,7.1143
R00019,10.8426
R00020,6.1661
R00021,6.7463
R00022,7.888
R00025,11.8816
R00026,17.5281
R00027,10.086
R00028,16.1525
R00029,13.4182
R00031,17.8724
R00032,9.1444
R00033,8.9745
R00034,10.9134
R00035,4.4683
R00037,16.509
R00038,10.1196
R00039,7.6564
R00040,11.2366
R00042,6.1664
R00043,7.7859
R00044,8.4356
R00045,5.7385
R00046,0.43
R00047,9.9183
R00048,13.138
R00049,13.6783
R00050,3.4677
R00053,7.1675
R00054,11.8523
R00055,13.5889
R00056,12.017
R00057,10.8783
R00058,3.6496
R00060,17.5594
R00061,8.7646
R00064,8.6565
R00065,15.5171
R00066,15.0274
R00067,10.7715
R00068,15.5598
R00069,6.5724
R00071,13.3697
R00072,7.9826
R00073,10.0097
R00074,14.1163
R00075,7.1
R00076,5.5023
R00077,12.6383
R00078,12.3733
R00079,8.3401
R00080,13.9976
R00081,14.6067
R00082,13.2321
R00083,6.0409
R00085,7.2678
R00086,13.5285
R00087,11.7458
R00088,11.1881
R00091,11.9716
R00093,9.6044
R00098,3.4957
R00099,8.1642
R00100,7.4226
R00101,13.0613
R00103,14.2095
R00106,11.5066
R00107,11.1301
R00109,6.5173
R00110,5.2061
R00111,6.5218
R00113,7.0582
R00114,-0.4422
R00115,19.1686
R00116,3.3338
R00117,8.8864
R00118,11.1997
R00119,7.5163
R00120,9.5189
R00121,5.1554
R00123,11.8874
R00124,8.3513
R00125,15.3
R00126,7.4679
R00128,5.2358
R00130,8.304
R00131,7.8632
R00132,8.2179
R00133,15.0214
R00135,7.6361
R00136,8.82
R00137,13.0342
R00138,6.4547
R00140,18.792
R00141,8.8711
R00142,13.6366
R00143,14.2859
R00144,9.8084
R00145,14.0252
R00146,0.989
R00147,7.3614
R00148,17.1259
R00150,4.5518
R00151,10.5918
R00152,14.5736
R00153,4.5531
R00154,10.479
R00155,16.4076
R00156,2.8784
R00157,3.8153
R00158,12.6669
R00161,7.6985
R00162,10.4422
R00164,5.3021
R00165,9.9
R00166,19.4369
R00168,6.676
R00169,14.545
R00170,6.234
R00171,10.7399
R00172,6.182
R00173,16.6754
R00174,10.7239
R00175,9.0201
R00176,7.8131
R00177,7.48
R00179,10.3873
R00180,12.642
R00181,6.7411
R00182,8.2928
R00183,8.985
R00184,12.8565
R00185,13.2107
R00186,4.5077
R00188,13.7608
R00189,3.5658
R00190,8.0928
R00191,10.1122
R00192,14.702
R00193,16.3301
R00194,9.9527
R00195,4.3656
R00196,12.8323
R00197,13.8023
R00199,-0.487
R00200,2.2126
R00201,9.7222
R00202,9.1771
R00203,12.3264
R00205,11.5489
R00206,10.841
R00207,5.0696
R00208,12.5286
R00209,10.0967
R00210,16.487
R00212,9.1998
R00213,5.5116
R00214,10.0951
R00215,9.6249
R00216,10.7118
R00217,14.4609
R00219,8.2951
R00221,4.4442
R00223,1.0659
R00224,8.5501
R00225,15.7432
R00226,11.8219
R00227,17.2716
R00228,8.7206
R00229,8.5132
R00231,11.071
R00232,4.7948
R00234,4.4523
R00236,5.7594
R00237,10.6951
R00238,4.8943
R00240,9.3357
R00243,11.9377
R00244,11.3959
R00245,10.5308
R00246,6.9886
R00247,9.5231
R00248,10.2601
R00250,14.3784
R00251,7.6562
R00252,5.147
R00253,10.1794
R00255,15.6427
R00256,17.6397
R00257,8.4299
R00258,13.2021
R00260,6.5627
R00261,8.3931
R00263,5.022
R00264,17.0279
R00265,13.0382
R00266,5.7911
R00267,3.4102
R00268,3.4193
R00269,3.236
R00270,11.1384
R00271,13.6089
R00272,7.8712
R00273,12.991
R00274,1.0909
R00276,6.8254
R00277,0.219
R00278,11.9781
R00279,10.7661
R00280,6.3083
R00282,2.3782
R00283,7.5026
R00284,19.8279
R00285,9.4595
R00287,11.3543
R00289,14.4106
R00291,10.4186
R00292,14.2634
R00293,10.0388
R00295,6.7039
R00296,20.5855
R00297,8.7743
R00298,10.944
R00299,14.8701
R00301,1.1096
R00303,15.312
R00305,16.9779
R00306,10.0853
R00307,12.3438
R00309,17.1564
R00310,14.7477
R00311,6.8159
R00312,7.2144
R00313,4.8168
R00317,10.9506
R00318,5.9302
R00319,9.907
