row_id,account_id,event_time,amount,category
R00528,A0117,1771758900000,9.07,grocery
R00388,A0034,1770506040000,24.44,rent
R00459,A0005,1771090740000,16.92,salary
R00574,A0062,1772265900000,9.17,other
R00445,A0063,1770981780000,7.03,travel
R00469,A0017,1771185420000,46.57,travel
R00450,A0057,1771012080000,33.76,other
R00580,A0010,1772307240000,19.74,travel
R00547,A0085,1771976220000,31.37,salary
R00407,A0116,1770648240000,5.7,grocery
R00590,A0114,1772357400000,2.92,salary
R00559,A0031,1772134200000,9.16,travel
R00458,A0074,1771090260000,24.65,travel
R00471,A0022,1771204980000,7.53,other
R00512,A0024,1771660020000,8.21,other
R00589,A0039,1772355300000,8.78,other
R00461,A0019,1771112040000,21.91,travel
R00505,A0007,1771604520000,85.42,other
R00436,A0053,1770929580000,6.02,travel
R00518,A0084,1771706640000,6.67,other
R00560,A0079,1772142540000,1.68,grocery
R00541,A0108,1771904040000,383.49,rent
R00492,A0077,1771485720000,42.07,grocery
R00421,A0025,1770806160000,14.09,salary
R00520,A0021,1771712040000,38.0,grocery
R00417,A0011,1770750420000,7.9,salary
R00362,A0014,1770271320000,27.67,salary
R00467,A0025,1771169160000,8.64,rent
R00577,A0056,1772282520000,87.87,other
R00567,A0012,1772194740000,28.4,other
R00494,A0038,1771495260000,65.35,grocery
R00411,A0108,1770707460000,2.75,salary
R00504,A0040,1771593780000,25.02,salary
R00575,A0047,1772272080000,73.08,salary
R00561,A0026,1772145600000,44.07,travel
R00550,A0064,1772015160000,86.95,salary
R00456,A0091,1771056660000,40.5,travel
R00482,A0072,1771363200000,7.83,rent
R00361,A0107,1770267480000,5.36,salary
R00377,A0106,1770400680000,19.53,rent
R00554,A0066,1772047200000,12.67,travel
R00401,A0088,1770589080000,33.46,travel
R00475,A0061,1771319520000,8.65,rent
R00414,A0097,1770726960000,12.83,travel
R00558,A0098,1772110740000,12.55,salary
R00396,A0052,1770547560000,19.9,other
R00387,A0006,1770505320000,16.83,grocery
R00424,A0093,1770831240000,116.97,travel
R00394,A0081,1770540900000,14.55,other
R00555,A0035,1772072040000,5.93,travel
R00418,A0010,1770770940000,10.24,salary
R00513,A0040,1771672140000,21.4,travel
R00551,A0088,1772026380000,19.05,travel
R00419,A0004,1770799620000,20.84,salary
R00510,A0010,1771640040000,4.76,rent
R00483,A0058,1771364820000,264.8,rent
R00506,A0078,1771607220000,32.66,travel
R00439,A0096,1770948480000,12.59,rent
R00542,A0003,1771919820000,43.89,other
R00443,A0060,1770972060000,31.48,rent
R00588,A0114,1772354040000,10.1,travel
R00435,A0106,1770920880000,32.01,rent
R00583,A0009,1772323620000,24.2,rent
R00592,A0117,1772361780000,37.0,salary
R00402,A0000,1770605640000,14.46,travel
R00582,A0008,1772323020000,222.48,grocery
R00366,A0056,1770326520000,111.9,other
R00399,A0000,1770577980000,19.51,rent
R00425,A0069,1770846300000,86.6,rent
R00595,A0062,1772375880000,38.1,salary
R00446,A0009,1770988740000,41.6,salary
R00449,A0115,1771010400000,16.53,salary
R00352,A0068,1770168720000,6.82,travel
R00453,A0027,1771028220000,16.38,salary
R00432,A0023,1770892860000,5.27,salary
R00367,A0105,1770332160000,17.76,grocery
R00487,A0090,1771408740000,37.6,salary
R00386,A0097,1770488940000,3.59,grocery
R00364,A0094,1770296580000,104.36,salary
R00515,A0024,1771678440000,1.39,other
R00488,A0081,1771417740000,28.05,grocery
R00404,A0102,1770628800000,22.67,grocery
R00382,A0015,1770469440000,23.48,salary
R00476,A0011,1771324440000,7.82,salary
R00523,A0040,1771730400000,34.14,salary
R00440,A0083,1770953700000,6.31,rent
R00427,A0024,1770872040000,42.12,grocery
R00531,A0043,1771816620000,18.06,travel
R00503,A0066,1771591560000,86.94,rent
R00497,A0081,1771530540000,270.74,travel
R00373,A0065,1770380280000,11.78,other
R00538,A0086,1771893360000,27.54,salary
R00380,A0110,1770461160000,196.92,grocery
R00521,A0106,1771726080000,12.05,other
R00485,A0094,1771386840000,18.32,rent
R00444,A0101,1770973320000,7.36,salary
R00572,A0065,1772239980000,24.57,grocery
R00557,A0003,1772098080000,46.25,travel
R00428,A0099,1770878280000,81.78,rent
R00591,A0084,1772361000000,52.15,grocery
R00413,A0045,1770721260000,42.85,grocery
R00465,A0018,1771138260000,10.32,grocery
R00544,A0115,1771946760000,2.89,salary
R00454,A0070,1771035840000,6.9,rent
R00573,A0076,1772245560000,27.06,grocery
R00496,A0062,1771524240000,48.67,rent
R00568,A0046,1772200260000,49.74,salary
R00400,A0038,1770580260000,19.08,travel
R00379,A0022,1770449820000,8.87,grocery
R00594,A0012,1772375160000,51.85,rent
R00562,A0089,1772153520000,28.17,rent
R00365,A0104,1770308040000,9.57,grocery
R00578,A0065,1772291040000,7.53,rent
R00403,A0093,1770614280000,14.19,rent
R00534,A0045,1771851960000,9.95,rent
R00370,A0018,1770347100000,34.83,salary
R00356,A0051,1770252720000,62.29,grocery
R00484,A0019,1771371780000,29.7,other
R00405,A0112,1770640200000,11.08,rent
R00539,A0062,1771899660000,40.08,travel
R00533,A0008,1771829880000,171.67,other
R00378,A0057,1770434220000,61.09,grocery
R00525,A0081,1771742400000,13.59,grocery
R00355,A0064,1770221880000,27.37,salary
R00586,A0119,1772328120000,27.04,travel
R00423,A0089,1770828180000,98.4,rent
R00477,A0102,1771344300000,8.81,salary
R00481,A0052,1771360020000,1.88,rent
R00349,A0099,1770158940000,12.95,travel
R00374,A0016,1770389100000,70.77,rent
R00371,A0100,1770373140000,32.12,rent
R00569,A0046,1772229180000,26.89,other
R00397,A0028,1770555120000,23.69,rent
R00412,A0050,1770713700000,7.08,grocery
R00599,A0060,1772402760000,10.18,travel
R00501,A0052,1771587540000,7.84,other
R00565,A0015,1772178780000,5.59,rent
R00385,A0088,1770485220000,33.38,rent
R00519,A0042,1771708320000,19.57,grocery
R00514,A0104,1771675620000,25.74,rent
R00532,A0101,1771829820000,38.58,other
R00576,A0086,1772277480000,23.58,other
R00350,A0044,1770159840000,74.05,salary
R00430,A0055,1770886440000,12.05,rent
R00463,A0107,1771133160000,13.81,salary
R00500,A0100,1771568640000,18.41,other
R00526,A0114,1771742460000,97.83,rent
R00598,A0105,1772402400000,20.68,travel
R00587,A0089,1772348400000,16.56,salary
R00360,A0073,1770255120000,29.57,rent
R00358,A0111,1770254220000,12.29,salary
R00507,A0086,1771612980000,19.66,rent
R00571,A0026,1772235660000,24.88,grocery
R00441,A0031,1770965040000,16.26,other
R00468,A0004,1771176360000,13.82,salary
R00391,A0066,1770527220000,2.35,travel
R00474,A0114,1771302060000,6.11,salary
R00392,A0017,1770535380000,38.92,rent
R00369,A0025,1770333660000,23.8,salary
R00516,A0041,1771679640000,19.02,grocery
R00470,A0075,1771202100000,43.7,rent
R00448,A0053,1770990300000,104.77,other
R00517,A0018,1771696740000,44.46,grocery
R00353,A0023,1770183060000,8.19,rent
R00410,A0037,1770687780000,36.95,rent
R00489,A0104,1771419060000,14.22,grocery
R00548,A0114,1771983960000,4.79,travel
R00431,A0070,1770891480000,3.31,grocery
R00455,A0093,1771043340000,10.2,grocery
R00498,A0004,1771548480000,30.26,rent
R00585,A0012,1772324580000,19.93,rent
R00546,A0083,1771957020000,27.78,other
R00368,A0007,1770333180000,163.31,salary
R00437,A0063,1770940320000,136.62,other
R00464,A0005,1771133400000,23.49,salary
R00409,A0108,1770663600000,30.2,other
R00529,A0003,1771772400000,15.95,grocery
R00536,A0015,1771878720000,87.3,other
R00451,A0041,1771018560000,4.75,travel
R00593,A0025,1772372580000,8.11,other
R00398,A0013,1770559380000,51.4,grocery
R00442,A0006,1770965100000,10.19,other
R00491,A0076,1771469880000,215.6,travel
R00384,A0051,1770480180000,4.69,grocery
R00552,A0031,1772027100000,39.65,salary
R00351,A0047,1770168240000,29.54,travel
R00347,A0114,1770157080000,27.28,grocery
R00383,A0016,1770470700000,8.49,salary
R00376,A0061,1770395280000,28.37,travel
R00381,A0048,1770464700000,37.75,grocery
R00502,A0108,1771589220000,148.54,salary
R00581,A0076,1772314860000,25.81,rent
R00408,A0021,1770662580000,11.65,grocery
R00543,A0083,1771928580000,16.83,travel
R00457,A0001,1771081380000,60.49,grocery
R00395,A0001,1770547560000,15.14,grocery
R00511,A0021,1771647840000,9.96,rent
R00473,A0003,1771248900000,92.74,rent
R00522,A0022,1771728900000,29.78,grocery
R00527,A0031,1771745100000,18.0,salary
R00375,A0060,1770391440000,146.85,rent
R00438,A0039,1770946620000,42.01,grocery
R00509,A0061,1771629060000,3.83,travel
R00499,A0081,1771553220000,12.99,other
R00447,A0044,1770989220000,131.55,salary
R00479,A0093,1771350420000,108.72,rent
R00348,A0059,1770157260000,5.44,salary
R00549,A0088,1772010480000,21.87,rent
R00462,A0051,1771122840000,18.99,salary
R00466,A0021,1771153800000,17.83,grocery
R00429,A0001,1770881220000,44.59,travel
R00434,A0035,1770908160000,35.51,other
R00422,A0021,1770821340000,23.01,other
R00545,A0093,1771948440000,5.25,grocery
R00433,A0017,1770907920000,11.32,rent
R00563,A0102,1772159880000,6.62,salary
R00452,A0069,1771021620000,13.53,salary
R00537,A0108,1771879380000,8.63,grocery
R00390,A0074,1770510660000,29.99,salary
R00530,A0082,1771797240000,19.02,other
R00490,A0119,1771441260000,6.08,rent
R00553,A0039,1772038920000,37.3,rent
R00389,A0081,1770508140000,96.53,grocery
R00420,A0098,1770799740000,13.4,salary
R00579,A0088,1772294040000,4.32,salary
R00596,A0002,1772386980000,14.14,grocery
R00460,A0012,1771097640000,32.58,travel
R00363,A0069,1770272460000,14.32,other
R00486,A0080,1771387440000,5.37,travel
R00524,A0095,1771736400000,25.89,salary
R00393,A0013,1770540600000,53.83,travel
R00354,A0064,1770212820000,14.6,travel
R00570,A0000,1772233080000,17.96,salary
R00415,A0066,1770737880000,17.86,grocery
R00416,A0084,1770744420000,34.53,travel
R00406,A0037,1770645240000,5.78,grocery
R00357,A0036,1770254040000,24.65,rent
R00564,A0065,1772174220000,38.86,travel
R00480,A0015,1771356540000,1.83,travel
R00556,A0076,1772087520000,17.74,rent
R00478,A0103,1771348860000,8.0,grocery
R00359,A0065,1770254460000,66.96,grocery
R00493,A0003,1771489200000,16.1,travel
R00472,A0082,1771215780000,6.47,grocery
R00535,A0090,1771871940000,46.11,rent
R00508,A0048,1771629000000,12.61,travel
R00372,A0008,1770375780000,30.54,salary
R00495,A0066,1771501380000,30.69,grocery
R00584,A0055,1772323860000,11.79,grocery
R00566,A0052,1772193960000,52.86,other
R00426,A0075,1770855000000,648.38,travel
R00597,A0108,1772389800000,38.74,grocery
R00540,A0038,1771902360000,16.21,salary
