user_id,e1,e2,e3,e4,e5,e6,e7,e8
U0000,0.2396,-1.4938,-0.0381,0.7641,-0.6725,0.0151,0.4618,-0.0759
U0001,0.8806,0.5476,-1.1816,0.4943,-0.9006,-1.011,0.4546,-2.3319
U0002,-1.7108,-1.3626,0.6045,-0.1183,-0.1008,0.242,-0.5335,-0.4752
U0003,0.0957,0.9852,-1.2088,0.6073,-0.0976,0.0916,1.1506,-1.9521
U0004,-0.3894,1.9077,0.4856,0.8965,0.5587,-0.1419,-0.8723,1.6128
U0005,-1.6984,-1.354,0.4033,2.0378,0.5347,0.2283,-0.424,-1.4101
U0006,-0.8179,0.8301,0.3741,-0.3099,-0.9184,-0.3486,-1.9758,-0.0221
U0007,-0.5595,0.4433,1.4634,-0.4658,0.2985,0.278,-0.503,0.1351
U0008,-0.0791,-1.1681,-0.0593,0.537,-1.3083,0.4375,0.1798,-1.0114
U0009,-0.86,-0.2287,1.1836,-0.0193,-1.5608,-0.6064,0.0352,0.2849
U0010,0.7908,-0.269,0.4102,-1.8497,-0.827,-1.5058,0.4798,1.5473
U0011,-0.3647,-0.5921,-1.6823,-0.2781,0.7705,0.7164,0.9194,-0.1874
U0012,-0.1256,1.3192,-0.1229,0.7954,-0.8565,-0.4555,1.2054,-0.2364
U0013,1.1032,0.4085,1.7145,1.1659,-0.0635,1.0516,-0.3293,-1.0765
U0014,-0.1691,-0.2723,-1.4059,-0.7644,-1.1372,-0.8686,-1.4116,-0.0162
U0015,-0.7079,1.4219,0.9744,-0.5147,-1.3258,1.1325,-1.1351,1.1955
U0016,0.107,0.1655,-0.2804,-0.9713,-1.7637,-0.9418,1.3492,-1.0126
U0017,0.2875,0.8327,-0.6749,-2.4682,-1.372,0.146,1.7578,-0.9151
U0018,-1.6125,-1.6146,0.2699,-1.0617,0.6253,-0.9324,0.9796,-0.1009
U0019,0.4251,0.8009,-0.5081,-0.4741,0.4114,-0.8753,1.1314,-0.5708
U0020,-1.8749,-2.5095,-0.4111,-0.0209,0.2066,-1.2113,-1.0656,-0.8914
U0021,-0.5164,0.6681,-0.3562,-2.2731,-0.2589,1.4482,0.5948,-2.7227
U0022,2.4681,-0.1682,0.6324,0.3107,0.196,0.3007,-0.3614,0.768
U0023,1.6399,-1.8693,0.9789,0.5709,1.0853,0.0095,1.4667,2.2164
U0024,1.183,-0.1485,0.1777,-0.6249,-1.4782,0.2707,-1.5052,-1.6577
U0025,2.1272,0.7293,-0.7632,-0.2866,0.2443,-2.3298,0.0431,1.0497
U0026,1.7707,-0.7342,-0.5105,0.4069,1.1417,-0.2007,1.8808,-0.3765
U0027,0.1776,-1.2813,1.905,-0.3183,0.9453,-0.255,-0.8079,-0.6576
U0028,-0.0637,0.0431,0.2722,-0.8067,-0.4278,0.1599,0.9086,-1.0003
U0029,0.2962,0.1092,-1.0218,-0.6135,0.1459,-0.606,0.6725,1.1313
U0030,0.1506,0.5793,0.8156,-0.7873,-0.0902,0.8857,-1.9604,-0.3257
U0031,-0.6228,-0.1541,-1.5974,-1.0472,0.1276,-0.7473,-0.9544,0.6036
U0032,-2.3208,1.7664,0.7138,-0.1087,0.7247,-1.3572,-0.5549,-1.1915
U0033,0.0554,-1.1932,-0.7814,-1.5124,0.6853,-0.1829,-1.1501,-0.8803
U0034,1.0876,1.0495,-1.0354,0.3814,0.8923,-0.3962,-0.3787,-1.5401
U0035,-0.1632,1.2442,-0.0929,-1.7947,0.3245,0.6967,-0.1734,0.1292
U0036,0.1979,1.469,-0.3228,-1.4572,1.1214,0.976,0.3615,-0.2818
U0037,-0.0314,1.3888,-0.0396,-0.211,0.1464,-0.109,2.1214,0.177
U0038,-2.4017,-0.3179,-0.0335,0.3747,-0.5835,0.4991,1.5342,-0.3263
U0039,1.0024,0.4245,-0.02,1.2341,1.5597,0.7013,-0.8327,0.6827
