item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0000,0.2371,0.2494,-0.3107,-0.9186,-1.1933,-0.1281,-0.5563,1.5124
I0001,-1.4745,-0.01,-0.4675,0.8368,0.2506,-0.4718,-1.8241,1.4226
I0002,0.7674,-1.3655,-0.5272,-0.3187,0.9299,0.8941,0.1763,-0.6006
I0003,-1.4931,-0.9433,-0.906,-0.7221,-1.387,0.1351,-0.9294,0.2567
I0004,-0.3062,-0.7548,0.349,0.964,-2.0371,-0.7661,1.0213,1.2231
I0005,0.956,0.5347,0.59,-0.5798,0.7862,0.2588,0.5765,0.8185
I0006,-0.169,-0.4708,-0.1663,-0.7077,0.2393,-0.0612,1.2578,-0.9046
I0007,1.5893,-0.587,0.2081,0.666,0.9708,0.6889,-0.0205,-0.4748
I0008,-2.5588,0.7185,1.2517,0.5476,0.925,-0.3285,0.3578,-0.7311
I0009,-0.3138,0.0593,-0.7642,-0.9382,-0.6568,0.6097,1.1587,1.6083
I0010,-0.9823,0.3918,-0.855,0.074,-0.0768,1.8048,0.8563,-1.0713
I0011,-0.3062,-0.7548,0.349,0.964,-2.0371,-0.7661,1.0213,1.2231
I0012,-0.3417,2.5364,-0.33,1.5971,2.0156,1.4802,-0.3567,-2.2659
I0013,-0.9949,1.205,0.1424,0.2563,-0.0227,1.4251,0.8669,1.5024
I0014,0.3397,0.9383,0.1853,0.479,-0.6138,-1.2553,-0.3786,-0.6715
I0015,-0.5659,0.5966,0.1605,0.4372,-2.24,-0.0212,0.1654,1.2715
I0016,-2.5588,0.7185,1.2517,0.5476,0.925,-0.3285,0.3578,-0.7311
I0017,-0.4713,-0.4141,-0.8578,0.4499,-1.8741,-0.3074,-2.0045,2.0463
I0018,0.6927,-0.703,0.8429,0.0966,1.2803,-1.1472,-1.2562,-1.1323
I0019,-0.0738,-1.3262,-1.2172,0.1185,-1.2535,-0.483,0.0499,1.7212
I0020,-1.0391,0.3304,0.8126,-0.01,-1.5104,-1.0364,-1.9352,0.2714
I0021,-0.169,-0.4708,-0.1663,-0.7077,0.2393,-0.0612,1.2578,-0.9046
I0022,-1.0086,0.412,0.017,-2.614,0.4161,-0.8391,0.8708,-0.6454
I0023,-0.1013,-1.8301,-0.4564,-1.6781,0.6606,2.4757,0.4746,-0.3822
I0024,-0.3294,-1.5337,-0.7766,-1.5594,0.917,1.9529,1.3311,0.7526
I0025,-1.9138,-0.8407,-1.0478,-0.7747,-0.9891,-0.3526,0.2313,-2.0816
I0026,0.6477,0.499,0.015,1.342,-1.3375,1.1566,-1.7964,-0.4613
I0027,0.0685,2.1466,-0.4775,-1.0798,-1.0466,-0.7784,1.7513,-1.8984
I0028,0.508,-2.814,1.4334,1.8302,0.8044,-1.2467,-0.4627,-0.0038
I0029,-0.7715,-0.0037,0.6225,-0.1318,0.655,0.5978,-0.5079,0.0344
I0030,-0.9314,-0.1902,0.4497,-0.8586,-0.0391,0.8712,0.3864,-1.2001
I0031,-2.8168,-2.0769,1.7579,0.2104,-0.9644,1.308,-0.1997,1.577
I0032,-1.802,-0.7247,-0.44,0.7668,1.0514,-0.2689,0.1413,-1.0067
I0033,-1.634,-0.0492,-0.1778,1.7647,0.215,-1.0703,-1.2675,1.7978
I0034,-0.5213,0.5335,1.123,1.2271,-1.2452,0.553,0.6568,-1.0709
I0035,0.6681,-0.705,-0.2712,-0.087,-0.9993,1.1307,0.5403,0.6951
I0036,1.5893,-0.587,0.2081,0.666,0.9708,0.6889,-0.0205,-0.4748
I0037,0.1088,-0.9501,-0.8391,0.675,-2.9327,0.0969,0.9382,0.3367
I0038,0.9302,1.455,0.2224,-0.7705,0.9201,-0.806,0.2516,-0.0703
I0039,-0.6108,0.9634,-1.265,-1.8646,-0.7944,0.8616,1.4366,1.2451
I0040,0.0793,-0.9096,0.117,-0.1485,0.1907,-0.7419,1.7852,0.7722
I0041,1.621,1.0509,1.3381,-0.849,0.7236,0.6275,0.6448,-0.1545
I0042,-0.7911,0.8276,-1.9396,0.9368,-0.0308,-0.8688,1.2377,-0.9436
I0043,0.0436,-2.4006,-0.8007,-0.7915,1.2054,1.1325,-0.5985,1.8747
I0044,-0.8834,1.4047,1.7568,1.0042,-0.4346,0.0899,0.643,-1.1317
I0045,0.2371,0.2494,-0.3107,-0.9186,-1.1933,-0.1281,-0.5563,1.5124
I0046,1.6328,0.095,-0.3531,0.7952,1.7219,0.6418,-2.6719,-1.041
I0047,0.3589,-1.2298,-1.9455,-0.5471,2.0104,0.7375,-0.7169,-0.5594
I0048,-0.2904,-0.5726,-1.0648,-1.9402,-1.1438,0.6648,0.8841,-2.006
I0049,1.9301,0.6105,0.3545,0.1001,-0.7958,-0.4175,0.7435,-1.2099
I0050,-0.967,1.013,1.3863,0.2171,-0.095,1.0187,0.328,-0.2701
I0051,-0.0523,-0.1026,0.2578,-0.4702,-0.2671,-1.6119,-0.3069,-1.4207
I0052,0.7077,0.5291,0.3932,-0.5353,-3.1409,-1.3181,-0.6876,0.6325
I0053,-1.3154,1.2312,0.5116,0.4989,-0.2236,1.4294,-0.1638,-2.5377
I0054,1.9301,0.6105,0.3545,0.1001,-0.7958,-0.4175,0.7435,-1.2099
I0055,0.0094,0.9072,1.9591,1.3555,0.5092,-1.1537,-0.4968,0.2186
I0056,0.6681,-0.705,-0.2712,-0.087,-0.9993,1.1307,0.5403,0.6951
I0057,0.702,0.6289,-1.3564,0.0458,-1.4923,-0.408,1.0149,-0.3116
I0058,-0.967,1.013,1.3863,0.2171,-0.095,1.0187,0.328,-0.2701
I0059,0.6066,0.6388,2.2422,0.7272,0.5392,-0.0849,0.3971,-1.1912
