account_id,f1,f2,f3,f4
A0000,-0.4736,3.9426,-3.7559,-2.497
A0001,2.2538,4.6588,-3.6884,-8.3415
A0002,3.0544,6.1163,-6.9891,-6.9428
A0003,0.0021,3.7606,-2.3633,-7.8886
A0004,0.7443,3.2613,-4.8236,-9.6503
A0005,2.6434,-0.2774,-0.1736,0.6712
A0006,-0.4714,5.7829,-1.8891,-5.8541
A0007,-0.2082,5.2801,-5.0356,-7.7441
A0008,2.3986,6.1452,-4.4869,-3.0613
A0009,-0.9223,7.4594,-1.3772,-8.5209
A0010,1.3499,3.0897,-2.7443,-2.8382
A0011,2.0385,3.6255,-6.4728,-5.5993
A0012,-1.9747,4.5324,-5.8708,-6.1888
A0013,1.29,4.6348,-2.624,1.0444
A0014,-0.7994,4.1599,0.6576,-2.7332
A0015,0.6901,4.5902,-6.7234,0.5756
A0016,1.0281,2.5964,-1.452,-5.3494
A0017,2.9333,2.34,-2.3958,-6.437
A0018,-0.3638,-0.3756,-4.9866,-6.955
A0019,0.9295,7.0778,-6.094,-6.9564
A0020,2.2892,5.9079,-5.6324,0.7465
A0021,0.9288,4.5942,-4.7134,-1.3102
A0022,1.225,4.0315,-5.5629,-1.5776
A0023,-0.9806,1.8275,-6.7559,-0.9956
A0024,1.6694,3.9662,-3.0743,-2.5164
A0025,1.3142,3.7019,-2.6867,-5.4462
A0026,-0.3111,6.6289,-7.9963,-1.1153
A0027,0.087,4.4047,-3.1362,0.0808
A0028,1.5167,5.2978,-3.0459,-5.0392
A0029,2.1905,2.9345,-1.6379,-1.6096
A0030,-0.1243,3.4833,-1.5734,-4.6225
A0031,2.6324,8.4832,-7.8726,-2.4588
A0032,-0.0302,3.8469,-3.9965,-4.2284
A0033,1.4683,7.9499,-2.1422,-7.0015
A0034,-0.7531,3.6549,-6.3246,-4.2598
A0035,-3.4658,2.4077,-5.982,-2.1348
A0036,0.4408,7.1336,-5.4417,-1.3076
A0037,1.2274,4.0989,1.4373,-0.8969
A0038,-1.4857,3.0864,-4.1806,-9.3783
A0039,-1.0101,6.5719,-6.0723,-7.0466
