user_id,e1,e2,e3,e4,e5,e6,e7,e8
U0000,0.5088,0.5639,-0.586,-0.8842,-0.2448,0.6042,0.2216,0.1251
U0001,-0.7953,0.0375,-2.2691,0.4956,0.393,-0.125,0.0283,-0.8391
U0002,-0.0773,1.1304,-0.9207,1.3153,1.0698,-0.3482,-0.878,-0.8718
U0003,2.3313,1.3286,2.541,1.7892,0.056,-0.1886,0.6383,2.6957
U0004,0.4952,-2.0322,1.0712,1.5662,0.0259,-0.941,0.1641,0.2192
U0005,1.3458,-1.7664,-1.6531,1.0427,-0.7456,0.51,0.6389,-0.2706
U0006,0.5511,-0.4975,-0.5382,1.0828,0.3884,-1.3088,1.143,-0.4271
U0007,0.3822,1.4177,1.3371,0.6244,-1.1425,0.925,-0.731,0.105
U0008,0.461,-1.0803,0.2004,-0.9779,-1.9921,0.0847,1.2013,1.8368
U0009,1.2452,0.5455,0.4511,-1.3659,-0.5019,-1.1598,-0.5335,0.0949
U0010,0.2042,-0.412,0.8016,-0.1749,1.2574,-0.2448,-0.4304,-0.4577
U0011,-0.4305,0.5738,-0.8094,-0.1693,-0.2768,1.5854,0.467,-0.6688
U0012,-0.9462,0.1457,-1.2023,0.1501,-0.2318,1.5478,0.7453,-0.9676
U0013,-0.3094,-0.3964,-0.6785,2.3772,0.312,-0.2967,0.5434,-1.4512
U0014,1.1029,1.1611,-0.3737,-0.9032,-0.6017,-1.2731,1.0266,-0.1136
U0015,-1.6234,1.0472,-0.5011,0.5595,1.4254,1.0503,2.6047,-1.2824
U0016,0.1909,0.1872,0.267,0.5139,-0.2569,1.5455,0.1234,0.1063
U0017,1.7228,-0.0814,-1.9,-1.1715,-0.1025,-0.2752,0.2677,0.6939
U0018,-0.5315,1.1192,-0.442,0.211,0.4276,1.2674,-0.9736,3.1824
U0019,0.9558,-1.0685,0.5088,-0.7432,0.7996,0.113,0.0284,-0.3439
U0020,-0.4273,-0.2957,-1.8892,0.2326,-1.7035,-0.7297,-0.9085,1.3763
U0021,-0.9844,-0.5953,-0.618,0.9151,-0.4415,-0.3142,0.2298,1.5657
U0022,1.304,-0.3395,-0.9299,-0.2844,0.8595,-0.879,0.6543,-1.5868
U0023,-0.2635,0.5178,0.1276,1.7062,-0.2096,-1.5702,-0.3404,0.5663
U0024,1.0116,0.1486,-1.2359,1.1136,-0.7298,2.1454,0.6493,0.6205
U0025,0.3031,0.6563,0.2023,-0.0129,0.586,2.5399,0.2565,0.2962
U0026,2.0704,-0.2321,1.0501,1.2911,-0.9292,-0.5588,1.4369,-0.2218
U0027,-1.0564,-0.1587,-1.1173,0.2778,-0.0229,-1.2779,0.6383,-0.0448
U0028,1.2376,-0.914,1.0881,1.0136,-0.797,-1.4068,-0.3355,-0.035
U0029,0.7899,-0.3483,-0.6443,1.195,0.4353,-0.3763,-1.1078,0.4558
U0030,0.1302,0.8443,-0.6582,2.0133,0.6036,0.4103,0.3049,-2.5688
U0031,1.9001,1.1607,0.0763,0.3162,0.8234,1.0434,-0.8723,1.611
U0032,0.9705,0.6515,-0.4633,-1.2878,0.6124,-0.3159,0.7888,0.4636
U0033,-1.2588,0.2689,-0.2634,-0.2086,-2.5426,0.0346,-0.7775,0.792
U0034,-0.2239,0.0626,0.4579,-0.654,-0.2828,1.2679,0.6917,-0.9133
U0035,-0.2943,-0.2122,-0.2393,0.1545,1.7431,1.7323,0.4907,-0.1709
U0036,-0.3323,-0.0216,0.4524,-0.1724,0.4985,-0.2575,-2.0531,-0.8572
U0037,-2.0031,0.8222,0.3286,-1.0487,-0.3685,0.8963,-0.6749,-0.7011
U0038,-1.0758,-1.9921,0.0097,0.4521,-0.2265,0.1544,0.2756,-0.4687
U0039,0.0168,0.8353,-1.0274,-1.901,0.9531,0.2898,0.3423,0.9299
