account_id,f1,f2,f3,f4
A0000,-2.4743,5.8834,3.1524,3.5031
A0001,0.3286,2.3069,4.8179,2.6988
A0002,-5.4563,0.8889,3.6417,2.1718
A0003,-1.4948,1.2265,3.7104,3.1539
A0004,-3.3146,1.8578,3.7544,3.413
A0005,-2.6364,2.1904,1.6263,2.5976
A0006,-4.9295,3.2953,5.3519,2.7648
A0007,-2.2222,4.1322,6.0189,3.0155
A0008,-1.6976,4.6043,1.804,2.5258
A0009,-1.2375,3.4722,4.1157,2.8268
A0010,-0.7426,4.6136,4.1396,3.9373
A0011,-3.486,4.5185,4.7869,2.7313
A0012,-0.3761,8.3927,3.7654,4.1001
A0013,-2.202,3.1341,4.1873,4.3207
A0014,0.1066,4.2905,1.8438,2.5968
A0015,-2.7202,5.1253,3.8676,2.5946
A0016,-0.7858,5.0038,2.6948,3.4687
A0017,-2.1919,0.688,2.3177,3.0156
A0018,-4.5791,3.5145,3.7099,3.0228
A0019,-2.3073,3.3146,1.8582,3.2906
A0020,-1.085,2.4283,3.2113,3.8357
A0021,-2.8865,2.5873,2.2653,3.7555
A0022,-3.6268,3.2206,3.8255,2.8928
A0023,-1.2047,2.1446,3.1602,4.0433
A0024,0.3735,1.4803,3.9031,4.1955
A0025,-1.0436,4.8354,3.7022,2.9701
A0026,-2.509,0.9138,2.6894,3.0739
A0027,-0.2001,1.4939,4.3802,3.9118
A0028,-1.2672,2.3964,2.6517,4.778
A0029,-0.3741,-0.3803,4.5073,3.9679
A0030,-3.2057,4.2378,5.0115,3.8388
A0031,-0.3415,2.6351,4.6292,3.4305
A0032,-3.0418,4.0381,2.7465,3.0681
A0033,-1.2997,3.343,4.1832,2.7025
A0034,-3.156,5.0038,5.3098,2.6537
A0035,-0.2886,1.5337,3.862,3.5296
A0036,-1.6036,1.4614,2.1952,3.2858
A0037,-2.0828,6.5029,4.6715,3.2073
A0038,-3.0288,2.5569,2.8763,2.544
A0039,-3.0387,5.8408,2.8414,3.9277
A0040,-2.4556,4.4568,5.5254,2.8679
A0041,2.4929,5.6567,4.3638,2.3423
A0042,-0.4128,4.4767,3.162,2.5029
A0043,-3.1812,4.6749,3.8127,3.8626
A0044,-0.213,3.4654,2.7991,4.0998
A0045,0.0536,3.9107,3.792,4.4228
A0046,-0.8268,2.5242,4.7564,3.1949
A0047,0.8651,3.1046,3.3406,3.3883
A0048,-2.1016,8.0118,6.0395,3.8797
A0049,-4.332,3.6548,4.8425,3.1044
A0050,-1.3664,2.5955,6.0864,3.1273
A0051,-1.2259,3.8444,3.9698,3.1371
A0052,-0.1826,7.2603,3.6281,2.5579
A0053,-2.7263,1.5835,3.0376,3.0106
A0054,1.7505,3.7781,2.5274,3.3143
A0055,-3.3092,4.7961,4.7952,3.5282
A0056,-0.6512,2.8628,4.082,2.5977
A0057,-2.7773,1.9914,3.8391,3.226
A0058,-2.1302,1.6546,2.5719,2.8884
A0059,-1.1971,4.1459,5.0948,2.6416
A0060,-0.5788,3.1387,4.7251,2.5601
A0061,-3.0176,5.6726,2.5839,3.4509
A0062,-2.1414,0.4165,4.8523,3.0855
A0063,-3.0767,1.6469,2.2076,3.195
A0064,-3.0749,5.02,2.3135,3.8993
A0065,-1.5158,6.0059,4.7778,2.7581
A0066,0.8227,6.5843,4.498,3.596
A0067,-0.3209,7.2333,1.7154,3.5347
A0068,-2.0085,4.4089,1.4552,3.4752
A0069,-0.8723,3.1212,3.716,3.6045
A0070,2.3282,3.2932,1.2047,2.6049
A0071,-1.9608,4.9939,3.9559,2.6401
A0072,-4.1995,1.0177,4.3295,3.8082
A0073,-4.3062,9.0816,6.2226,2.8015
A0074,-3.4432,1.2474,4.3961,2.7235
A0075,-3.0759,4.6673,4.6282,2.4534
A0076,0.5303,1.3289,1.7474,4.1695
A0077,-3.0302,4.3169,2.9814,2.959
A0078,-4.1875,2.9491,3.9185,2.9488
A0079,0.0222,8.2102,4.5366,3.5813
A0080,-2.5985,0.4553,3.0029,3.075
A0081,-4.9072,1.1929,0.3984,2.9054
A0082,-1.767,3.1938,4.9049,2.5106
A0083,-2.9728,3.1769,2.094,3.6373
A0084,-3.3986,1.0362,4.3732,2.962
A0085,0.5793,6.0322,2.7676,2.9571
A0086,-1.449,5.2242,5.2123,3.9883
A0087,-3.601,4.6008,5.9523,3.5522
A0088,-2.929,6.1971,2.5226,3.1498
A0089,-0.0324,2.9013,2.8828,3.7203
A0090,-1.683,2.8203,4.1249,3.0433
A0091,-2.5273,5.0044,1.9865,2.5243
A0092,-1.6671,4.5718,4.1751,3.3845
A0093,-2.2577,4.4255,5.5936,2.8266
A0094,-0.0704,5.691,1.6882,3.534
A0095,0.5279,3.5218,4.1365,3.9463
A0096,-3.0845,3.7684,4.4446,2.8254
A0097,-1.9564,0.6803,1.6758,3.5801
A0098,3.2118,4.6693,5.475,3.4419
A0099,-3.5622,2.1273,4.0647,2.9091
A0100,-3.2227,4.0844,3.949,2.8183
A0101,-0.7362,3.3869,5.2568,4.0335
A0102,-2.559,7.2292,4.2835,2.1314
A0103,0.1106,5.379,4.7881,2.7464
A0104,-1.2718,3.163,2.3548,3.4733
A0105,-2.5863,4.5951,2.1942,3.1577
A0106,-1.0966,1.4885,4.1891,2.9836
A0107,-3.0948,2.5118,3.5951,2.833
A0108,0.9811,2.7014,5.2293,3.2285
A0109,-4.6117,3.9286,5.7051,3.0507
A0110,-2.4489,3.1487,4.5112,3.5841
A0111,-3.4228,3.7887,2.7932,3.5475
A0112,-4.072,7.2745,2.2457,3.674
A0113,-5.1272,2.4969,1.9712,2.5397
A0114,-3.9501,5.0204,3.7742,2.873
A0115,0.0036,5.1164,3.4112,3.0194
A0116,-2.9339,9.3223,4.2625,3.2283
A0117,-0.6306,4.0234,4.6943,2.6017
A0118,-0.5113,4.2301,4.5256,3.3862
A0119,-4.2072,3.72,2.0613,2.8283
