item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0000,-0.9766,0.0803,0.6008,0.7344,-0.4516,-0.6309,-1.0557,-0.4824
I0001,-0.4322,1.0174,1.8013,-0.0212,0.1611,-1.5253,1.3532,0.9176
I0002,-0.8136,-0.0858,2.1877,-1.1444,0.1544,0.7507,1.2401,0.03
I0003,0.9144,-0.3433,-2.0776,-1.364,-0.3116,-0.6828,-0.2698,0.1349
I0004,2.6051,0.0546,-0.7381,1.0017,-0.2784,-0.4275,0.8962,0.5968
I0005,-0.5388,0.2345,-1.826,-0.1367,-0.8293,-1.2933,0.3157,-2.1245
I0006,0.0343,-1.7532,-1.6742,0.9392,2.4558,0.2467,0.1268,-1.2029
I0007,-1.6159,-2.2375,0.8947,0.456,0.0203,-0.2523,-0.8448,0.263
I0008,-1.4898,0.0392,-1.5444,0.6672,-0.0346,-0.1709,-1.0957,0.7757
I0009,-0.5424,-1.8976,1.367,-1.3205,1.2819,-0.5627,-0.6039,1.9578
I0010,-0.5424,-1.8976,1.367,-1.3205,1.2819,-0.5627,-0.6039,1.9578
I0011,0.6411,1.4637,-0.6187,0.3701,-0.0503,0.9192,0.2927,-0.4317
I0012,0.5708,0.2479,-0.0703,-0.5284,-0.4797,-0.8306,-0.2861,-0.4813
I0013,0.0248,-1.4156,1.1334,0.8866,-0.1644,0.2345,1.6797,0.4023
I0014,-0.7385,0.8661,-0.7989,0.7275,-0.7216,0.7853,-1.1885,-0.3169
I0015,1.0882,-1.2359,-0.8726,-0.6318,0.5334,0.378,-0.7787,1.0428
I0016,0.4289,0.4469,1.0383,-1.8194,-0.3796,0.2275,0.842,1.2605
I0017,-1.3646,0.0429,-1.5211,0.1982,0.3575,1.3349,0.5557,1.1798
I0018,-1.4057,0.1281,0.0124,-1.0298,-0.6848,-1.7069,-0.4407,-1.5187
I0019,-0.0379,0.9052,-0.8863,-0.6051,1.2607,0.3047,-0.9327,0.9424
I0020,0.6909,0.0048,0.9365,-1.3542,0.7771,0.4577,-1.158,-1.1062
I0021,-0.7721,0.2716,0.6284,-0.7635,-1.1614,-0.8373,0.3115,-0.8726
I0022,0.0737,1.0854,-0.8559,-0.2884,0.8782,-1.0609,0.3089,-0.0886
I0023,0.2565,-0.7455,0.1689,2.0308,-0.5686,1.857,1.3763,-0.426
I0024,0.5708,0.2479,-0.0703,-0.5284,-0.4797,-0.8306,-0.2861,-0.4813
I0025,0.2565,-0.7455,0.1689,2.0308,-0.5686,1.857,1.3763,-0.426
I0026,-0.9766,0.0803,0.6008,0.7344,-0.4516,-0.6309,-1.0557,-0.4824
I0027,-0.5351,1.0858,-0.7844,-1.9644,0.9944,-0.5623,1.4903,-0.0552
I0028,-2.7923,-0.1034,0.0127,-1.8844,0.1462,0.6526,0.9191,-0.5097
I0029,2.6051,0.0546,-0.7381,1.0017,-0.2784,-0.4275,0.8962,0.5968
I0030,-1.5426,-0.5324,1.9352,-0.3469,0.768,-0.4988,-1.2907,0.6756
I0031,-1.9248,1.0409,-1.1881,1.0528,-1.5135,0.4965,1.983,-1.3709
I0032,2.2093,0.3489,-1.6315,-0.4357,-2.1801,0.8042,0.2061,2.0731
I0033,-1.9248,1.0409,-1.1881,1.0528,-1.5135,0.4965,1.983,-1.3709
I0034,0.3911,-1.5694,2.5558,0.8543,-1.1216,0.3184,-1.0813,0.5608
I0035,0.2435,1.0427,-0.4831,1.2947,-0.283,-0.9744,-0.4356,-0.7023
I0036,-1.0269,-0.56,-1.4551,0.8229,-0.2005,0.3401,0.8976,1.0012
I0037,-1.2048,-1.2279,-1.0292,-0.5262,-1.3205,-0.547,1.1819,0.8786
I0038,-0.3332,-0.9831,0.3901,-0.5854,-0.9882,-0.7204,1.4844,1.245
I0039,-2.1992,-0.7974,1.337,-0.5694,0.778,-0.0483,0.8615,1.8284
I0040,-1.2719,-0.1683,-0.0082,-0.5286,-0.8909,-0.1708,0.6777,-1.1738
I0041,-0.995,-2.0395,1.6582,3.3294,-0.9148,-0.572,-0.5911,0.2693
I0042,0.4297,-0.4712,-0.4635,0.5225,-1.0999,-0.3634,-0.7124,-0.3394
I0043,-1.8169,1.5504,0.2193,0.8828,-0.8999,-1.6356,0.5024,0.5724
I0044,-1.8212,0.047,0.1051,1.4912,-0.2553,-1.0555,0.5745,0.9474
I0045,1.1352,-1.0214,-2.0404,0.0799,0.7221,-0.8677,-0.877,2.4323
I0046,0.8292,1.3666,1.115,1.1909,0.3132,-0.0979,1.0141,0.9507
I0047,-0.1424,-1.0952,-0.3664,-0.2133,-0.3491,-0.7716,-1.4264,1.1778
I0048,-0.1424,-1.0952,-0.3664,-0.2133,-0.3491,-0.7716,-1.4264,1.1778
