user_id,e1,e2,e3,e4,e5,e6,e7,e8
U0000,-1.4123,0.098,1.3406,-0.9039,0.3559,-0.3181,-0.6032,-0.2767
U0001,0.5693,1.7163,1.1488,-0.786,0.6994,-0.6157,-0.9463,-0.7154
U0002,0.1823,-0.228,0.0189,2.0871,-1.0082,-2.4529,1.1772,-0.2599
U0003,0.8594,-0.5351,0.6358,-0.3059,-1.1766,1.5087,-1.0572,1.6166
U0004,0.3411,0.4112,-0.4053,1.5662,0.6102,1.2954,0.1522,-0.3973
U0005,0.065,1.487,-1.5831,1.9155,-1.59,0.6393,0.7624,1.6832
U0006,0.4106,-0.2952,-0.2473,0.4947,-0.2919,0.0373,-0.1021,1.7936
U0007,0.4479,0.2449,-0.3929,-2.3312,-0.8412,-1.0275,0.9002,1.4244
U0008,0.7743,-0.6134,-1.2099,-1.1173,0.2262,-1.1261,0.6914,0.6275
U0009,0.0287,-0.6095,-0.4781,0.6045,-1.6334,-0.8625,0.1473,0.7962
U0010,-1.7783,0.3675,-1.0596,0.6691,-0.8278,-1.2411,0.8347,0.3542
U0011,-0.9277,-0.025,-0.2636,-0.1226,-1.5029,1.3389,-0.7997,-0.4824
U0012,1.0162,-0.7473,0.9466,-3.1659,0.7537,-0.7044,0.9943,0.3542
U0013,-0.2798,-0.0035,1.1198,-0.8014,1.3922,-0.7083,-0.9867,-0.9954
U0014,1.5069,-1.47,-0.0548,-0.7599,-0.2766,1.4688,-1.685,-1.0231
U0015,1.1341,0.5088,1.5895,-1.7615,0.274,0.2832,1.0566,-0.0652
U0016,0.0193,-0.438,-1.8504,2.0444,0.6567,0.9282,-1.099,-0.6042
U0017,-0.612,-0.1364,0.271,0.3669,-0.3899,-1.0779,1.1336,-0.3527
U0018,-1.1446,1.1894,1.9985,1.8701,2.6123,-0.2019,-2.7859,0.7275
U0019,-1.7414,0.7762,0.6585,1.4081,-0.171,0.3084,-0.339,-0.7029
U0020,0.2057,-0.3794,0.5412,0.6133,1.5423,1.0305,-0.7467,-0.1801
U0021,-0.2338,-0.621,-0.9668,-0.4342,0.4614,1.2502,-1.4443,1.4468
U0022,0.7488,-0.549,0.5206,0.5127,0.1716,-0.5034,0.6301,-0.2962
U0023,-1.2767,2.3529,1.7564,-1.2217,-0.413,-1.3949,1.3205,0.5749
U0024,-2.6245,0.0328,0.3794,0.7043,-0.4569,-2.0235,-0.1388,0.3331
U0025,-0.8005,1.4526,-1.1006,1.5766,-1.122,0.2841,-0.2977,1.2185
U0026,0.0041,0.9156,0.9306,0.4077,0.2124,-0.9233,0.7055,0.0537
U0027,-0.8042,0.4835,-1.6214,-1.4425,0.5058,-1.3923,1.1953,-0.5147
U0028,-1.8474,-0.7534,0.079,1.1508,-0.3375,0.7984,1.2651,-1.9674
U0029,1.0085,0.8196,1.1063,0.7949,0.0757,-0.4608,-1.0476,-0.7171
U0030,0.3098,0.7306,-1.0625,-0.6598,-0.6543,0.9812,0.7597,-0.1415
U0031,1.2641,1.7153,-2.6212,1.3367,-0.4584,0.0454,0.396,-0.0334
U0032,-0.8162,1.5099,-1.6632,1.1242,-0.2475,1.1869,0.2127,1.4462
U0033,1.3432,-0.4753,0.9767,0.494,0.1541,0.6114,0.0787,-0.2071
U0034,1.6884,-0.04,0.0305,-0.007,1.0025,-0.3265,-0.079,-0.5568
U0035,-0.2495,-0.6887,0.4947,-0.8985,0.04,-0.2288,-0.4891,0.9606
U0036,0.9826,-0.4932,1.2238,0.6363,1.3101,-0.2801,1.7049,-0.3651
U0037,1.0839,-1.0972,-0.3559,-1.6268,1.1281,0.3331,0.6693,0.2124
U0038,1.0233,-0.5963,0.1193,0.5195,0.4853,-1.4816,0.1149,-0.1655
U0039,-1.4274,-0.2455,0.2294,1.7771,-0.2365,-1.012,-0.6979,-0.7695
