row_id,f1,f2,f3,f4,f5
S00000,-1.142166,0.647848,-1.287471,-0.971502,-0.126262
S00001,0.403221,-1.169675,-0.880285,1.195683,-1.267686
S00002,-0.398328,-1.559671,0.925491,-1.399858,0.640513
S00003,-0.579809,-0.029251,-0.605863,1.537325,0.125303
S00004,0.129042,-0.145515,0.686268,-0.810202,0.364125
S00005,-0.691482,-0.312645,-0.771572,-0.416552,1.087193
S00006,-0.862841,-1.12871,1.189222,0.130765,0.174933
S00007,-0.844466,-1.355518,0.090928,1.3142,-1.1035
S00008,2.243272,0.484046,-0.829225,-0.022894,0.05217
S00009,-0.432575,-1.260492,0.135019,1.06186,0.147293
S00010,-0.804577,0.666227,0.07628,0.396068,0.215375
S00011,-0.560172,-1.221104,-0.584079,-0.116398,1.177635
S00012,-1.186585,1.196647,-1.61227,-0.723584,0.295452
S00013,-0.659916,-1.625633,1.575806,-1.641292,-0.072715
S00014,0.91149,-2.041277,0.682489,1.057353,-0.383733
S00015,1.262093,0.442071,-0.864764,-0.785086,-1.032221
S00016,0.893979,-1.318868,-0.169217,0.461122,-0.02037
S00017,0.857676,0.866906,0.937744,0.151589,-1.738751
S00018,-0.834624,1.15353,-0.888709,0.276041,0.837066
S00019,0.734185,-0.881693,0.248511,-0.153621,1.683106
S00020,-0.835965,0.122351,-0.330457,-1.173865,1.301319
S00021,2.512781,0.147669,0.421238,0.548397,-0.451533
S00022,0.702057,1.844821,1.289402,-2.270124,-0.500585
S00023,-0.096824,1.636304,0.425988,-0.419262,-0.690434
S00024,-1.07827,0.696696,-0.897174,0.650324,1.994724
S00025,-0.648782,0.39869,-1.846941,1.407427,-2.09088
S00026,-0.185655,-0.952974,1.169748,1.08862,-0.095529
S00027,0.6353,-0.059382,-0.214973,0.403966,0.145906
S00028,0.834246,0.685002,0.588801,-0.636713,-1.377124
S00029,-0.68767,0.239966,0.343286,0.243774,1.426701
S00030,1.586203,-1.080113,-1.132929,-0.201299,-1.103323
S00031,-0.206872,-0.326957,0.699536,1.918293,1.057267
S00032,-2.037603,2.842437,0.693179,1.156439,0.923642
S00033,-1.25815,-0.929224,-0.717595,-0.242629,-0.300669
S00034,0.203827,0.319178,2.834293,0.389708,0.750789
S00035,-0.975133,1.694914,0.06975,1.086134,-0.219154
S00036,-0.833699,-0.743842,0.226757,-1.472936,1.043599
S00037,-0.907458,-0.063625,-0.510909,1.26653,-0.737978
S00038,-0.741825,0.383733,-1.314712,1.053112,1.783716
S00039,-0.358631,-0.167922,0.802586,-0.759536,0.009638
S00040,-1.056647,0.065975,0.122928,0.747406,-0.019313
S00041,1.162753,-0.562998,0.402315,-0.726569,-0.895136
S00042,-2.466383,0.811139,-0.445601,0.019235,-0.709043
S00043,-0.332381,0.595984,0.394588,-1.042637,-0.599156
S00044,0.901902,0.834706,1.022679,-0.920899,-0.53148
S00045,-0.264843,-0.140795,1.730473,0.062319,0.586792
S00046,-0.031542,0.92745,-0.354004,2.329977,2.054697
S00047,-1.226421,0.801649,0.0581,0.17829,-0.831508
S00048,0.588676,0.064196,-0.08534,0.934286,0.810723
S00049,-1.190884,-0.947932,1.07356,1.786995,0.490537
S00050,-0.4201,-2.311555,-0.079799,-1.052789,1.087048
S00051,-1.383837,0.118648,-0.354278,-2.076606,0.49805
S00052,1.930718,-0.543298,0.566696,0.165436,0.099424
S00053,-0.173464,-2.496608,0.22224,-0.072584,-2.010468
S00054,1.583604,0.476613,-0.753572,0.316415,-0.487751
S00055,-2.439708,-0.613997,-0.076387,0.793456,0.17678
S00056,0.240961,1.103497,-1.664934,-1.624777,-2.29552
S00057,-1.381217,0.904283,0.930523,-0.262693,-0.358002
S00058,1.14447,0.124995,0.49444,0.23008,0.005287
S00059,1.023199,1.518748,-0.886718,1.593932,2.710736
S00060,0.843652,-1.041994,-0.653023,0.294793,-0.210949
S00061,0.194516,-0.242598,-0.15875,-0.325869,0.186413
S00062,-0.112712,-0.789558,2.004022,0.934739,-0.723872
S00063,0.600262,-0.533307,0.707956,-0.957852,0.184116
S00064,-2.149577,-1.118006,1.795614,-0.011398,0.362756
S00065,0.1876,-0.267405,-0.576709,0.239786,0.557316
S00066,0.738226,0.342547,1.518269,-0.023361,2.012402
S00067,-0.02633,-0.091929,-0.407752,-0.220262,1.191233
S00068,1.335821,0.697397,-2.927376,1.367445,-0.806199
S00069,-0.81603,0.788157,-0.803061,-0.44334,1.300704
S00070,-0.352308,-0.792312,-0.88105,-0.402603,0.252095
S00071,1.852812,-0.056379,-0.625434,-1.16567,-1.522599
S00072,-0.110436,0.085512,0.41665,-0.453295,0.851411
S00073,1.17611,-0.356825,-0.630173,1.941573,0.568659
