user_id,e1,e2,e3,e4,e5,e6,e7,e8
U0000,0.57,0.1067,-0.4365,-0.6538,1.1875,-0.4814,0.8933,1.101
U0001,-2.139,-0.2326,1.5077,0.7689,-0.5214,0.0706,-0.2658,-0.0816
U0002,1.4734,-1.7604,-1.7109,-0.9607,1.7636,1.0252,-0.4765,0.8941
U0003,0.3932,2.7027,-0.1426,1.4874,0.9056,-1.1998,-0.1998,0.186
U0004,0.091,-0.9881,0.2716,-0.5061,-0.8799,-0.3867,-0.6899,-0.4334
U0005,0.6441,-0.4886,-1.9813,-2.7543,-0.3037,0.5077,0.6497,-0.0375
U0006,0.6459,0.4498,0.667,-0.8806,-0.7918,-0.4149,-1.1899,-0.0378
U0007,0.801,0.5881,-0.3439,0.5453,0.1182,0.1952,-0.2893,-0.7116
U0008,1.6048,-0.8892,-0.7453,0.5416,-0.3925,-1.9104,-0.3315,1.4233
U0009,-0.7752,-0.1915,-0.1272,0.9461,-0.0673,0.7066,-1.1643,0.907
U0010,-1.7176,-1.1878,0.5667,-0.8479,0.626,-1.6021,-0.3077,0.8652
U0011,-0.164,-0.0363,-0.186,0.4763,-0.6199,-0.6175,-0.4309,0.7021
U0012,-0.1028,0.0185,-0.4965,0.7147,-0.0006,0.3192,-0.8697,1.1849
U0013,-0.031,-2.5572,-0.8201,2.178,1.1618,0.641,0.0959,-0.6356
U0014,-0.2382,-0.5771,0.3244,0.5083,-0.3198,-0.3809,0.5892,-0.842
U0015,0.1516,0.3272,-0.3736,1.5001,0.7071,1.6506,-0.3415,-0.1495
U0016,1.4954,-1.1576,-0.9352,0.2765,-1.1749,0.4979,-1.4575,0.1991
U0017,-0.6501,-1.0344,-0.5908,0.9179,-2.6662,-0.9819,0.6257,-0.383
U0018,1.028,1.4458,-0.2411,-1.7212,-0.5176,0.9189,-0.05,1.7084
U0019,0.6857,0.4072,-3.0828,0.1792,0.4516,-0.783,-0.2038,-1.744
U0020,1.4432,-1.0635,1.903,0.556,-1.0056,-0.0972,0.5667,0.782
U0021,0.3716,-0.7262,-0.6038,-1.6813,1.4311,0.4046,2.1922,0.9961
U0022,0.8019,-0.2834,-0.274,-1.8127,-2.0383,-0.3848,-0.7512,-0.2535
U0023,0.213,1.0939,-1.1257,0.9029,1.6088,2.086,1.8222,0.5284
U0024,-2.1696,-1.2305,-1.4037,-1.4371,-2.3411,-1.1126,0.7748,1.2956
U0025,-1.4858,-1.2253,0.5114,2.8234,1.0974,-0.7607,-0.5412,-1.4404
U0026,1.3334,-0.2404,1.1908,-1.2475,1.0781,-0.9543,0.6752,0.8409
U0027,1.509,1.5254,-0.166,-0.8457,0.9384,-0.6384,-1.2024,-1.5895
U0028,-0.6293,-0.6517,-0.4603,-0.9759,-1.2425,-0.1786,-1.3918,0.3363
U0029,1.1745,1.598,-0.9953,2.1898,0.3016,2.4781,0.8831,0.1964
U0030,1.2511,-0.2576,0.2165,-0.4517,-0.4891,0.2804,-0.9393,0.7138
U0031,1.2397,-0.2993,0.092,1.222,0.4549,0.4033,-0.4322,-1.6367
U0032,0.0217,-1.2486,-1.0862,0.9859,1.6197,1.5286,-0.5182,0.2807
U0033,-1.9025,-1.2879,-1.0129,0.4522,-0.1075,-0.0456,-0.0798,-0.8819
U0034,0.8561,-0.8823,0.9503,-1.0292,-2.2333,0.0309,0.4502,-0.9951
U0035,0.4333,-0.1749,-2.0624,-1.0357,-0.315,-2.0848,0.2151,-1.4897
U0036,0.75,-1.5211,-1.0152,-0.8609,-1.9653,1.0959,0.4045,0.7341
U0037,2.6314,-0.8876,1.4009,0.2583,-0.2136,1.0659,0.1376,0.9302
U0038,1.196,0.0898,0.6761,-1.4549,0.4633,0.5738,-0.9755,0.7087
U0039,1.8722,-0.5105,-1.06,0.8218,-2.9315,0.7682,0.1697,0.1973
