account_id,label_time,churned,event_time,amount,balance,credit_score,tier,sessions_7d,health_score,source
A0000,1772304939000,\N,\N,\N,\N,\N,\N,labels
A0001,1773482046000,\N,\N,\N,\N,\N,\N,labels
A0002,1773533318000,\N,\N,\N,\N,\N,\N,labels
A0003,1772002067000,\N,\N,\N,\N,\N,\N,labels
A0004,1772086537000,\N,\N,\N,\N,\N,\N,labels
A0005,1773584013000,\N,\N,\N,\N,\N,\N,labels
A0006,1772921288000,\N,\N,\N,\N,\N,\N,labels
A0007,1772402687000,\N,\N,\N,\N,\N,\N,labels
A0008,1772533491000,\N,\N,\N,\N,\N,\N,labels
A0009,1772362866000,\N,\N,\N,\N,\N,\N,labels
A0010,1772742518000,\N,\N,\N,\N,\N,\N,labels
A0011,1772882905000,\N,\N,\N,\N,\N,\N,labels
A0012,1773351720000,\N,\N,\N,\N,\N,\N,labels
A0013,1771992198000,\N,\N,\N,\N,\N,\N,labels
A0014,1772951255000,\N,\N,\N,\N,\N,\N,labels
A0015,1772346000000,\N,\N,\N,\N,\N,\N,labels
A0016,1773530553000,\N,\N,\N,\N,\N,\N,labels
A0017,1772437869000,\N,\N,\N,\N,\N,\N,labels
A0018,1772833808000,\N,\N,\N,\N,\N,\N,labels
A0019,1773057698000,\N,\N,\N,\N,\N,\N,labels
A0020,1773239267000,\N,\N,\N,\N,\N,\N,labels
A0021,1773421617000,\N,\N,\N,\N,\N,\N,labels
A0022,1772737441000,\N,\N,\N,\N,\N,\N,labels
A0023,1773639389000,\N,\N,\N,\N,\N,\N,labels
A0024,1773051955000,\N,\N,\N,\N,\N,\N,labels
A0025,1772133384000,\N,\N,\N,\N,\N,\N,labels
A0026,1772631959000,\N,\N,\N,\N,\N,\N,labels
A0027,1772767070000,\N,\N,\N,\N,\N,\N,labels
A0028,1773418467000,\N,\N,\N,\N,\N,\N,labels
A0029,1772375918000,\N,\N,\N,\N,\N,\N,labels
A0030,1772303825000,\N,\N,\N,\N,\N,\N,labels
A0031,1772438414000,\N,\N,\N,\N,\N,\N,labels
A0032,1772725237000,\N,\N,\N,\N,\N,\N,labels
A0033,1772108079000,\N,\N,\N,\N,\N,\N,labels
A0034,1772107506000,\N,\N,\N,\N,\N,\N,labels
A0035,1771998570000,\N,\N,\N,\N,\N,\N,labels
A0036,1773600028000,\N,\N,\N,\N,\N,\N,labels
A0037,1772145288000,\N,\N,\N,\N,\N,\N,labels
A0038,1772100788000,\N,\N,\N,\N,\N,\N,labels
A0039,1773212738000,\N,\N,\N,\N,\N,\N,labels
A0040,1772229558000,\N,\N,\N,\N,\N,\N,labels
A0041,1772562988000,\N,\N,\N,\N,\N,\N,labels
A0042,1773257148000,\N,\N,\N,\N,\N,\N,labels
A0043,1772487954000,\N,\N,\N,\N,\N,\N,labels
A0044,1773699927000,\N,\N,\N,\N,\N,\N,labels
A0045,1772645690000,\N,\N,\N,\N,\N,\N,labels
A0046,1773101366000,\N,\N,\N,\N,\N,\N,labels
A0047,1773198803000,\N,\N,\N,\N,\N,\N,labels
A0048,1772721561000,\N,\N,\N,\N,\N,\N,labels
A0049,1773280471000,\N,\N,\N,\N,\N,\N,labels
A0050,1773171825000,\N,\N,\N,\N,\N,\N,labels
A0051,1772372388000,\N,\N,\N,\N,\N,\N,labels
A0052,1772908341000,\N,\N,\N,\N,\N,\N,labels
A0053,1772467823000,\N,\N,\N,\N,\N,\N,labels
A0054,1773162549000,\N,\N,\N,\N,\N,\N,labels
A0055,1772169998000,\N,\N,\N,\N,\N,\N,labels
A0056,1772077551000,\N,\N,\N,\N,\N,\N,labels
A0057,1772528858000,\N,\N,\N,\N,\N,\N,labels
A0058,1772062059000,\N,\N,\N,\N,\N,\N,labels
A0059,1772844421000,\N,\N,\N,\N,\N,\N,labels
A0060,1773429192000,\N,\N,\N,\N,\N,\N,labels
A0061,1772941057000,\N,\N,\N,\N,\N,\N,labels
A0062,1772815600000,\N,\N,\N,\N,\N,\N,labels
A0063,1772909258000,\N,\N,\N,\N,\N,\N,labels
A0064,1773352088000,\N,\N,\N,\N,\N,\N,labels
A0065,1773139790000,\N,\N,\N,\N,\N,\N,labels
A0066,1773329133000,\N,\N,\N,\N,\N,\N,labels
A0067,1773218371000,\N,\N,\N,\N,\N,\N,labels
A0068,1772404011000,\N,\N,\N,\N,\N,\N,labels
A0069,1773261848000,\N,\N,\N,\N,\N,\N,labels
A0070,1773605593000,\N,\N,\N,\N,\N,\N,labels
A0071,1772130290000,\N,\N,\N,\N,\N,\N,labels
A0072,1772520709000,\N,\N,\N,\N,\N,\N,labels
A0073,1772776784000,\N,\N,\N,\N,\N,\N,labels
A0074,1772311248000,\N,\N,\N,\N,\N,\N,labels
A0075,1773324061000,\N,\N,\N,\N,\N,\N,labels
A0076,1773623548000,\N,\N,\N,\N,\N,\N,labels
A0077,1772870626000,\N,\N,\N,\N,\N,\N,labels
A0078,1773025240000,\N,\N,\N,\N,\N,\N,labels
A0079,1773582000000,\N,\N,\N,\N,\N,\N,labels
A0080,1772100088000,\N,\N,\N,\N,\N,\N,labels
A0081,1773357508000,\N,\N,\N,\N,\N,\N,labels
A0082,1773230547000,\N,\N,\N,\N,\N,\N,labels
A0083,1773047399000,\N,\N,\N,\N,\N,\N,labels
A0084,1773392158000,\N,\N,\N,\N,\N,\N,labels
A0085,1772157868000,\N,\N,\N,\N,\N,\N,labels
A0086,1772430414000,\N,\N,\N,\N,\N,\N,labels
A0087,1773025914000,\N,\N,\N,\N,\N,\N,labels
A0088,1772237126000,\N,\N,\N,\N,\N,\N,labels
A0089,1772729547000,\N,\N,\N,\N,\N,\N,labels
A0090,1772150045000,\N,\N,\N,\N,\N,\N,labels
A0091,1772984489000,\N,\N,\N,\N,\N,\N,labels
A0092,1773625211000,\N,\N,\N,\N,\N,\N,labels
A0093,1772777344000,\N,\N,\N,\N,\N,\N,labels
A0094,1773201675000,\N,\N,\N,\N,\N,\N,labels
A0095,1772605386000,\N,\N,\N,\N,\N,\N,labels
A0096,1772228370000,\N,\N,\N,\N,\N,\N,labels
A0097,1772401000000,\N,\N,\N,\N,\N,\N,labels
A0098,1772183464000,\N,\N,\N,\N,\N,\N,labels
A0099,1772231801000,\N,\N,\N,\N,\N,\N,labels
