account_id,event_time,health_score,amount,balance,credit_score,tier,sessions_7d,churned,source
A0000,1767362155000,50.62,\N,\N,\N,\N,\N,account_health
A0000,1773099891000,89.41,\N,\N,\N,\N,\N,account_health
A0001,1767348722000,48.71,\N,\N,\N,\N,\N,account_health
A0001,1773982145000,86.01,\N,\N,\N,\N,\N,account_health
A0002,1767379326000,49.18,\N,\N,\N,\N,\N,account_health
A0002,1773960443000,10.24,\N,\N,\N,\N,\N,account_health
A0003,1767233732000,52.13,\N,\N,\N,\N,\N,account_health
A0003,1772989410000,10.23,\N,\N,\N,\N,\N,account_health
A0004,1767303349000,46.73,\N,\N,\N,\N,\N,account_health
A0004,1772602443000,93.17,\N,\N,\N,\N,\N,account_health
A0005,1767265984000,41.47,\N,\N,\N,\N,\N,account_health
A0005,1773859042000,89.93,\N,\N,\N,\N,\N,account_health
A0006,1767245862000,49.23,\N,\N,\N,\N,\N,account_health
A0006,1773536350000,89.46,\N,\N,\N,\N,\N,account_health
A0007,1767237719000,51.23,\N,\N,\N,\N,\N,account_health
A0007,1773071405000,6.41,\N,\N,\N,\N,\N,account_health
A0008,1767384832000,49.8,\N,\N,\N,\N,\N,account_health
A0008,1773178203000,94.62,\N,\N,\N,\N,\N,account_health
A0009,1767398124000,51.66,\N,\N,\N,\N,\N,account_health
A0009,1772744439000,85.07,\N,\N,\N,\N,\N,account_health
A0010,1767370343000,48.21,\N,\N,\N,\N,\N,account_health
A0010,1773738000000,93.95,\N,\N,\N,\N,\N,account_health
A0011,1767272193000,59.03,\N,\N,\N,\N,\N,account_health
A0011,1773209549000,89.94,\N,\N,\N,\N,\N,account_health
A0012,1767365968000,44.41,\N,\N,\N,\N,\N,account_health
A0012,1773687419000,10.35,\N,\N,\N,\N,\N,account_health
A0013,1767239493000,53.45,\N,\N,\N,\N,\N,account_health
A0013,1772781041000,86.14,\N,\N,\N,\N,\N,account_health
A0014,1767245488000,46.81,\N,\N,\N,\N,\N,account_health
A0014,1773748861000,8.9,\N,\N,\N,\N,\N,account_health
A0015,1767384123000,47.9,\N,\N,\N,\N,\N,account_health
A0015,1773197823000,87.88,\N,\N,\N,\N,\N,account_health
A0016,1767383748000,46.66,\N,\N,\N,\N,\N,account_health
A0016,1773893166000,9.47,\N,\N,\N,\N,\N,account_health
A0017,1767326222000,45.72,\N,\N,\N,\N,\N,account_health
A0017,1773133324000,6.88,\N,\N,\N,\N,\N,account_health
A0018,1767381695000,64.31,\N,\N,\N,\N,\N,account_health
A0018,1773714151000,91.05,\N,\N,\N,\N,\N,account_health
A0019,1767369183000,51.31,\N,\N,\N,\N,\N,account_health
A0019,1773714549000,94.64,\N,\N,\N,\N,\N,account_health
A0020,1767330881000,44.44,\N,\N,\N,\N,\N,account_health
A0020,1774240899000,90.3,\N,\N,\N,\N,\N,account_health
A0021,1767340433000,49.01,\N,\N,\N,\N,\N,account_health
A0021,1773703949000,90.69,\N,\N,\N,\N,\N,account_health
A0022,1767393379000,50.32,\N,\N,\N,\N,\N,account_health
A0022,1773695183000,14.33,\N,\N,\N,\N,\N,account_health
A0023,1767266815000,57.62,\N,\N,\N,\N,\N,account_health
A0023,1774349512000,93.83,\N,\N,\N,\N,\N,account_health
A0024,1767392935000,46.12,\N,\N,\N,\N,\N,account_health
A0024,1773944251000,14.54,\N,\N,\N,\N,\N,account_health
A0025,1767235522000,49.22,\N,\N,\N,\N,\N,account_health
A0025,1772873313000,92.01,\N,\N,\N,\N,\N,account_health
A0026,1767302133000,48.31,\N,\N,\N,\N,\N,account_health
A0026,1773336801000,9.25,\N,\N,\N,\N,\N,account_health
A0027,1767244988000,39.93,\N,\N,\N,\N,\N,account_health
A0027,1773342159000,85.87,\N,\N,\N,\N,\N,account_health
A0028,1767263658000,54.22,\N,\N,\N,\N,\N,account_health
A0028,1774454803000,92.62,\N,\N,\N,\N,\N,account_health
A0029,1767226065000,57.34,\N,\N,\N,\N,\N,account_health
A0029,1772890812000,90.86,\N,\N,\N,\N,\N,account_health
A0030,1767352807000,43.34,\N,\N,\N,\N,\N,account_health
A0030,1772821749000,12.75,\N,\N,\N,\N,\N,account_health
A0031,1767335809000,46.19,\N,\N,\N,\N,\N,account_health
A0031,1773030367000,6.56,\N,\N,\N,\N,\N,account_health
A0032,1767256042000,48.54,\N,\N,\N,\N,\N,account_health
A0032,1773169634000,93.91,\N,\N,\N,\N,\N,account_health
A0033,1767324125000,53.99,\N,\N,\N,\N,\N,account_health
A0033,1772876870000,86.16,\N,\N,\N,\N,\N,account_health
A0034,1767242807000,57.97,\N,\N,\N,\N,\N,account_health
A0034,1772612914000,86.64,\N,\N,\N,\N,\N,account_health
A0035,1767340359000,50.49,\N,\N,\N,\N,\N,account_health
A0035,1772411056000,89.66,\N,\N,\N,\N,\N,account_health
A0036,1767245113000,51.98,\N,\N,\N,\N,\N,account_health
A0036,1774353889000,8.21,\N,\N,\N,\N,\N,account_health
A0037,1767397532000,54.02,\N,\N,\N,\N,\N,account_health
A0037,1772511779000,92.36,\N,\N,\N,\N,\N,account_health
A0038,1767395474000,57.49,\N,\N,\N,\N,\N,account_health
A0038,1773110391000,89.28,\N,\N,\N,\N,\N,account_health
A0039,1767371745000,64.76,\N,\N,\N,\N,\N,account_health
A0039,1774168026000,6.76,\N,\N,\N,\N,\N,account_health
A0040,1767389802000,48.15,\N,\N,\N,\N,\N,account_health
A0040,1773046684000,14.29,\N,\N,\N,\N,\N,account_health
A0041,1767228687000,43.14,\N,\N,\N,\N,\N,account_health
A0041,1772961951000,91.34,\N,\N,\N,\N,\N,account_health
A0042,1767336883000,49.92,\N,\N,\N,\N,\N,account_health
A0042,1773986455000,87.26,\N,\N,\N,\N,\N,account_health
A0043,1767228500000,53.74,\N,\N,\N,\N,\N,account_health
A0043,1772964849000,88.88,\N,\N,\N,\N,\N,account_health
A0044,1767362795000,43.05,\N,\N,\N,\N,\N,account_health
A0044,1774355006000,12.98,\N,\N,\N,\N,\N,account_health
A0045,1767298229000,47.56,\N,\N,\N,\N,\N,account_health
A0045,1773315543000,8.6,\N,\N,\N,\N,\N,account_health
A0046,1767393474000,52.56,\N,\N,\N,\N,\N,account_health
A0046,1773713282000,9.37,\N,\N,\N,\N,\N,account_health
A0047,1767274224000,49.22,\N,\N,\N,\N,\N,account_health
A0047,1774204122000,91.99,\N,\N,\N,\N,\N,account_health
A0048,1767364506000,63.25,\N,\N,\N,\N,\N,account_health
A0048,1773184730000,85.15,\N,\N,\N,\N,\N,account_health
A0049,1767352243000,52.58,\N,\N,\N,\N,\N,account_health
A0049,1773837600000,92.66,\N,\N,\N,\N,\N,account_health
A0050,1767349536000,49.87,\N,\N,\N,\N,\N,account_health
