account_id,event_time,f1,f2,f3
A0000,1769904360000,1.5639,2.6128,0.7458
A0000,1770218040000,0.866,-2.4519,-0.5985
A0000,1770946860000,-2.3324,0.352,0.0497
A0000,1771685340000,0.1432,1.1185,-0.6174
A0000,1772110740000,2.5387,1.7731,0.3067
A0000,1772931000000,-0.7399,0.1093,-0.8698
A0000,1773678480000,-3.9154,1.9502,-4.5542
A0000,1774956540000,0.2818,1.0052,-0.7212
A0001,1770203700000,0.9389,-1.0482,-0.8262
A0001,1770736800000,-1.2762,-0.4658,2.378
A0001,1771373940000,-0.5112,-0.1416,4.2046
A0001,1773800460000,-0.9673,2.3975,-1.1146
A0001,1773913560000,0.1645,1.2421,-0.0155
A0001,1774342080000,-0.2834,-0.0651,3.1242
A0001,1774859940000,2.4976,0.8935,-0.5377
A0002,1771602720000,2.2886,-1.2642,0.2325
A0002,1771759140000,0.8083,-1.1424,0.1829
A0002,1773045660000,-2.9961,-1.8645,-2.168
A0002,1773532260000,-1.683,-0.6328,0.7701
A0002,1774494900000,1.1245,-1.4944,0.2355
A0003,1771041180000,-3.7097,-1.7277,2.7354
A0003,1771737240000,1.7025,1.6993,-3.1478
A0003,1771833660000,2.3417,2.1698,0.1401
A0003,1772161020000,1.8304,-1.2751,-0.0173
A0003,1773688140000,-1.2794,-0.8525,-0.625
A0004,1770157200000,-1.1616,0.3831,3.0702
A0004,1772388180000,-0.7863,1.4452,1.5732
A0004,1772421480000,0.5094,-0.4593,0.7425
A0004,1772960520000,2.417,0.3193,-3.6288
A0004,1773467880000,-0.5717,1.2057,-0.3489
A0004,1773942060000,3.1041,-0.4459,2.8625
A0004,1774050540000,-0.4902,0.2184,3.4101
A0004,1774568640000,0.5751,-1.7267,2.5306
A0005,1770023220000,-2.1587,-2.2227,4.8798
A0005,1770215160000,-2.6366,0.5376,-2.0683
A0005,1770373440000,2.7376,1.267,2.4595
A0005,1771003500000,1.0897,2.1402,-2.6078
A0005,1771314540000,-2.5806,-2.9323,1.4993
A0005,1772986560000,-4.0311,5.1035,-2.4276
A0005,1774703640000,3.5943,1.4828,-2.2647
A0005,1774885800000,0.1027,1.6981,2.6947
A0006,1770481080000,-0.4189,-3.1816,-3.0161
A0006,1771210140000,-2.8061,0.8559,1.263
A0006,1772003940000,2.3347,0.1683,0.4145
A0006,1772164200000,-2.0562,-0.2252,0.0183
A0006,1772409060000,4.8079,-1.1744,0.4793
A0006,1774019820000,2.9702,-1.1408,1.1457
A0006,1774469940000,1.855,-1.3363,-1.0125
A0006,1774610040000,0.1925,-1.8537,1.4133
A0006,1775077200000,-0.5892,1.7418,-0.2142
A0007,1770207300000,0.3498,-0.0482,1.0976
A0007,1770497460000,1.3588,1.2183,0.6545
A0007,1770850500000,2.6124,-0.4344,1.178
A0007,1772268660000,-0.5321,1.1608,1.1768
A0007,1773190860000,1.5153,-0.7442,3.3102
