account_id,event_time,f1,f2,f3
A0000,1770440700000,2.9688,-1.3454,-2.0405
A0000,1771018500000,0.2684,-2.8767,2.8287
A0000,1771053360000,3.1341,-1.4411,-0.4424
A0000,1771276740000,-2.076,-1.8209,-0.6106
A0000,1771646640000,1.2762,-0.4513,2.3092
A0000,1772001720000,2.2392,-1.0214,0.084
A0000,1773019860000,2.8775,-1.752,-0.194
A0000,1773620460000,-2.0367,-3.3435,-2.5269
A0000,1775069460000,-1.7431,1.7796,-0.774
A0001,1770181260000,0.5259,0.9223,-5.244
A0001,1770258780000,0.1387,-0.3789,-1.524
A0001,1770675420000,-1.6911,-4.3313,-3.0409
A0001,1770994680000,-0.333,0.6311,0.8628
A0001,1771128840000,0.0656,-3.6971,-1.9584
A0001,1774102860000,-0.2022,0.3816,-2.0054
A0001,1774384380000,-0.0008,-1.8481,2.1201
A0001,1774846560000,-4.5552,-2.55,-1.2941
A0002,1770873600000,-1.5857,-0.048,-0.9212
A0002,1771369620000,-0.4773,2.925,1.313
A0002,1771710840000,0.9878,-1.0159,-2.0156
A0002,1773059340000,-1.2277,-3.2567,1.2501
A0002,1773963120000,-1.1952,1.5057,0.2936
A0002,1774322520000,-0.176,-1.8976,-0.6482
A0002,1774446240000,5.3001,-0.4613,-0.3667
A0002,1774989060000,0.6363,-0.1938,-1.1298
A0003,1770061680000,-1.4055,1.8936,-2.0291
A0003,1770712320000,-0.6515,-1.9449,-0.2701
A0003,1770879720000,3.4374,-4.7082,-1.9088
A0003,1772419560000,2.3291,-0.2234,-4.759
A0003,1773398400000,0.2667,-2.7137,0.2213
A0003,1773958620000,5.4219,2.1529,0.5174
A0004,1770389040000,2.5248,3.506,-0.3437
A0004,1770839220000,0.8501,-2.4417,-0.0739
A0004,1770976320000,1.1166,0.5025,1.7182
A0004,1771383720000,0.7078,1.0755,1.6719
A0004,1772452740000,-2.9602,-2.5354,-2.5773
A0004,1772953620000,2.3147,1.105,0.5293
A0004,1773111660000,-2.9615,-0.0325,1.422
A0004,1773427440000,4.4944,-0.4652,-0.5521
A0004,1773837420000,3.3791,-0.8517,-2.0335
A0004,1775060820000,2.4392,4.2668,3.6302
A0005,1769986560000,-1.0555,-0.1451,0.0444
A0005,1770843540000,-1.5726,-3.3684,-2.4677
A0005,1771887120000,1.3212,1.7188,1.306
A0005,1772030940000,1.0185,1.7207,-0.9713
A0005,1774230840000,0.8978,0.6019,2.3449
A0005,1774374960000,3.1507,0.3906,-0.5084
A0005,1774721160000,-1.0359,-1.1418,-0.8909
A0006,1770126300000,0.223,0.2942,-0.2618
A0006,1770206040000,0.6248,-2.3139,0.8898
A0006,1771986840000,-0.2098,0.5636,-0.1898
A0006,1772623500000,-3.4361,-0.0332,2.8616
A0006,1773725100000,-0.6912,-1.8685,0.8296
A0007,1770411060000,-0.1631,0.8801,1.0004
A0007,1770750120000,-0.792,0.8285,-2.6653
A0007,1771950300000,-0.8693,-2.282,-0.3603
A0007,1772461020000,1.4013,-2.5885,-1.4088
A0007,1772964900000,0.9693,-2.4826,1.0739
A0007,1773973800000,-1.8245,0.7447,0.3033
A0007,1775000040000,1.1558,-0.8756,-1.8223
A0008,1770499740000,-2.4205,-2.9184,2.1217
A0008,1771596720000,-2.4944,-0.4153,-2.709
A0008,1771751220000,-1.7745,-3.4938,0.356
A0008,1772703840000,1.0908,-0.3175,-2.3187
A0008,1773030180000,3.0043,-2.3314,0.0343
A0008,1773678300000,-1.4666,-0.3828,1.0338
A0009,1771851420000,0.5922,1.7132,0.7498
A0009,1772273880000,-0.3982,-1.0905,0.1142
A0009,1772359020000,-1.3765,0.0362,1.8982
