account_id,label_time,amount,balance,credit_score,tier,sessions_7d,health_score,churned
A0000,1773508161000,11.22,710.5,700,gold,4,90.22,0
A0001,1772752043000,14.57,5221.79,330,gold,3,13.97,1
A0002,1772901264000,21.18,4306.56,748,gold,19,90.48,0
A0003,1772024168000,121.09,4652.24,746,silver,20,89.33,0
A0004,1773578614000,12.84,5833.63,630,silver,24,5.22,1
A0005,1771986214000,37.27,6010.83,356,bronze,38,90.3,0
A0006,1773412211000,11.56,5979.95,469,bronze,7,9.75,1
A0007,1772189270000,41.4,6276.53,503,silver,37,7.31,1
A0008,1772974151000,32.07,6932.72,649,bronze,21,86.17,0
A0009,1772876306000,18.35,9859.12,376,bronze,35,85.27,0
A0010,1773224088000,45.91,3578.91,710,silver,39,93.86,0
A0011,1772095439000,52.21,4462.13,808,gold,33,9.94,1
A0012,1772981518000,45.57,5607.48,701,gold,23,13.57,1
A0013,1772105010000,2.92,2827.21,407,silver,37,88.1,0
A0014,1773525294000,16.95,6901.57,695,gold,12,86.89,0
A0015,1772681134000,17.16,5321.26,402,silver,28,94.09,0
A0016,1773349926000,34.9,4259.84,300,silver,19,11.89,1
A0017,1773618648000,29.87,2598.8,484,gold,22,94.49,0
A0018,1772814385000,3.95,3721.88,316,gold,0,87.4,0
A0019,1773048704000,33.66,8223.78,414,gold,22,93.62,0
A0020,1772776791000,20.34,2731.36,559,silver,24,11.16,1
A0021,1772777632000,41.7,3173.17,612,silver,5,86.36,0
A0022,1773547477000,14.57,4181.26,791,gold,10,7.7,1
A0023,1773047091000,11.41,4541.3,599,bronze,32,6.01,1
A0024,1773697401000,26.82,4572.62,711,bronze,36,8.23,1
A0025,1772710633000,103.63,5781.19,559,gold,4,6.71,1
A0026,1772018661000,10.81,5597.39,411,silver,25,9.35,1
A0027,1772630936000,84.15,2819.21,327,silver,10,13.07,1
A0028,1773665533000,118.28,8257.12,670,silver,1,9.86,1
A0029,1773650525000,16.93,9628.81,638,gold,36,85.02,0
A0030,1773691563000,21.94,6868.57,448,bronze,18,7.82,1
A0031,1773346029000,32.7,6448.28,850,bronze,9,13.8,1
A0032,1772935169000,65.37,6316.44,602,bronze,34,8.21,1
A0033,1773249670000,42.29,1699.65,308,silver,22,89.99,0
A0034,1773166713000,31.26,7590.61,622,bronze,29,93.23,0
A0035,1772745636000,11.39,7661.41,811,silver,37,13.02,1
A0036,1773615957000,10.16,5195.31,726,bronze,18,8.48,1
A0037,1772321537000,7.1,5115.05,585,bronze,31,89.28,0
A0038,1773292639000,77.48,4495.26,780,bronze,5,89.43,0
A0039,1773408417000,4.42,7805.73,498,silver,31,94.48,0
A0040,1773467111000,17.83,8471.22,427,gold,39,88.12,0
A0041,1772052444000,140.1,4830.38,783,bronze,0,9.25,1
A0042,1772076533000,28.29,8844.0,371,silver,38,89.39,0
A0043,1773568509000,8.3,9101.47,531,gold,28,85.16,0
A0044,1772670112000,7.96,2960.57,526,bronze,35,91.14,0
A0045,1772045995000,34.48,6545.48,689,silver,2,94.8,0
A0046,1772929313000,8.63,4974.21,451,gold,23,93.92,0
A0047,1772185845000,38.18,3396.91,518,silver,39,87.97,0
A0048,1772337894000,19.73,6174.44,510,gold,35,89.76,0
A0049,1773180770000,54.33,3615.6,727,silver,3,13.27,1
A0050,1772407475000,53.08,6797.05,587,gold,38,8.46,1
A0051,1772434521000,154.47,2353.8,687,bronze,21,11.38,1
A0052,1773347251000,26.08,4521.89,564,bronze,36,93.49,0
A0053,1772701031000,12.91,4533.6,355,silver,2,86.53,0
A0054,1773214147000,16.07,3652.88,701,gold,38,91.95,0
A0055,1773571460000,37.5,8011.81,389,silver,35,8.73,1
A0056,1772633029000,14.67,4010.88,850,gold,6,12.33,1
A0057,1772024350000,22.2,6935.87,422,bronze,15,94.71,0
A0058,1772665931000,11.61,7576.56,737,bronze,0,89.32,0
A0059,1773211046000,52.91,6417.38,639,bronze,16,86.65,0
A0060,1772637992000,13.14,4132.45,376,silver,33,8.87,1
A0061,1772180711000,31.56,5950.76,300,silver,24,9.96,1
A0062,1772453397000,15.97,3719.56,399,gold,9,5.06,1
A0063,1773702183000,41.45,8920.99,539,gold,6,88.86,0
A0064,1773160884000,25.85,4670.48,448,gold,13,14.83,1
A0065,1773505761000,174.75,6620.2,416,bronze,12,85.61,0
A0066,1772914133000,16.34,4963.3,617,bronze,38,11.84,1
A0067,1772262539000,93.62,4307.79,658,silver,32,86.24,0
A0068,1773669348000,36.46,7940.58,697,bronze,24,91.71,0
A0069,1772448055000,10.78,3706.37,850,silver,18,11.46,1
A0070,1771979156000,5.67,2049.8,701,silver,38,10.27,1
A0071,1773343502000,71.0,4306.11,692,gold,6,85.66,0
A0072,1773136772000,2.82,9641.06,672,silver,38,8.87,1
A0073,1772936181000,42.6,6817.35,340,gold,6,90.7,0
A0074,1773543784000,127.31,3948.41,455,silver,2,89.96,0
A0075,1772702514000,51.85,6867.23,397,gold,15,86.31,0
A0076,1772900186000,38.16,8083.04,432,silver,30,5.26,1
A0077,1773371004000,108.63,1871.84,309,silver,33,87.19,0
A0078,1773588511000,43.8,7296.53,352,bronze,23,89.82,0
A0079,1772902213000,25.92,5689.29,833,gold,23,94.15,0
A0080,1772531863000,77.62,2980.09,509,bronze,30,87.8,0
A0081,1773143816000,5.41,4651.55,780,bronze,16,12.17,1
A0082,1773307309000,24.94,4980.1,410,bronze,27,10.14,1
A0083,1773163761000,7.99,7442.24,503,silver,4,85.49,0
A0084,1772034972000,22.01,3317.48,602,gold,6,7.9,1
A0085,1772470747000,42.74,-1364.96,477,silver,36,11.05,1
A0086,1773089705000,84.42,6773.15,535,gold,17,92.09,0
A0087,1773278016000,73.1,4649.32,604,bronze,9,87.25,0
A0088,1773574866000,84.21,1156.11,482,silver,1,92.92,0
A0089,1772297008000,31.32,2205.57,742,gold,22,7.91,1
A0090,1773185818000,5.27,6639.82,719,silver,30,14.83,1
A0091,1772528554000,139.68,639.72,659,silver,23,93.52,0
A0092,1772315128000,27.35,6741.46,701,bronze,10,88.46,0
A0093,1773485878000,5.24,3772.35,766,bronze,26,14.59,1
A0094,1773557718000,26.07,8518.68,794,gold,13,93.01,0
A0095,1772840735000,34.4,6871.7,785,silver,4,90.41,0
A0096,1772017588000,20.84,7287.62,601,bronze,0,10.68,1
A0097,1772457880000,80.11,3418.16,501,gold,38,7.09,1
A0098,1772262769000,59.67,5436.03,654,silver,29,91.96,0
A0099,1772093523000,4.76,7364.93,847,bronze,9,88.47,0
