row_id,b_val
R00000,-0.2043
R00001,-0.7768
R00004,0.3909
R00007,6.5823
R00008,-8.6931
R00009,-2.4852
R00010,-2.5593
R00012,-11.931
R00014,-13.4043
R00015,-10.5196
R00016,-0.5683
R00017,1.224
R00018,7.8802
R00020,-9.3463
R00024,-9.0935
R00026,0.0865
R00027,-5.4329
R00028,-13.3043
R00029,-4.4991
R00031,6.3081
R00032,-8.3521
R00036,-7.9026
R00038,-2.3864
R00040,2.3893
R00041,-2.8028
R00042,-6.2121
R00043,2.891
R00044,7.1093
R00046,-1.735
R00047,-5.0807
R00048,1.6196
R00050,2.7489
R00052,-3.1389
R00055,-0.1563
R00057,-1.5262
R00058,-1.898
R00060,-1.0002
R00062,-1.82
R00064,1.9274
R00065,1.5167
R00066,-0.0854
R00067,-5.9077
R00068,-9.9038
R00069,-0.0002
R00071,-3.9335
R00072,-3.0865
R00073,-4.7647
R00074,-5.9167
R00075,-1.151
R00076,-8.3649
R00077,-9.1383
R00078,-11.6882
R00079,-0.5023
R00080,-3.7963
R00081,-13.9191
R00082,1.3912
R00083,-3.24
R00084,-3.0345
R00086,-6.9909
R00087,-3.1453
R00088,-1.3926
R00089,-1.8824
R00090,-0.7957
R00091,-1.5683
R00092,1.3231
R00093,-6.231
R00094,-0.3501
R00095,-5.6396
R00098,8.1101
R00099,-7.2324
R00101,-0.5319
R00104,-2.215
R00106,-2.1466
R00107,-7.2571
R00108,-2.3387
R00109,-5.3501
R00110,7.5497
R00112,-0.1639
R00114,-3.0546
R00115,-4.2147
R00119,4.898
R00120,5.0626
R00122,0.6509
R00123,-4.9029
R00124,-2.3298
R00125,-5.5137
R00126,-0.646
R00127,-2.3278
R00128,-10.1035
R00131,1.7197
R00132,-8.0228
R00133,-3.717
R00135,-5.8799
R00136,-6.0906
R00137,-11.9929
R00138,-13.3833
R00140,-11.372
R00141,-8.6598
R00143,-3.064
R00144,0.6251
R00145,-7.8808
R00146,0.7161
R00147,-6.1944
R00148,0.9273
R00149,5.5052
R00150,-10.4361
R00151,-2.1807
R00152,-9.5145
R00153,-13.0308
R00154,-2.4547
R00155,-3.9586
R00157,-5.8306
R00158,3.6575
R00162,3.1453
R00163,5.9508
R00164,7.4159
R00165,-2.3581
R00166,4.8656
R00167,-1.8287
R00169,-4.914
R00171,-2.3574
R00172,3.8227
R00173,-8.3019
R00174,1.2189
R00175,-10.4122
R00177,-6.5017
R00178,0.9633
R00179,-0.5647
R00180,-6.0907
R00181,1.1952
R00183,-0.2788
R00184,-3.0557
R00185,-7.4097
R00186,-10.6487
R00187,1.1606
R00188,-7.1908
R00189,-2.2487
R00190,-5.9719
R00192,-5.9913
R00193,-1.352
R00194,-0.5868
R00195,-1.5095
R00196,-1.4576
R00197,-0.4907
R00198,-1.736
R00199,0.6682
R00200,-15.5559
R00201,0.1944
R00202,-2.7867
R00203,-4.3738
R00204,-4.379
R00205,-7.1625
R00206,3.2577
R00211,-1.8963
R00212,-14.5416
R00213,-4.9317
R00215,-1.8821
R00216,2.3857
R00217,-7.2343
R00218,-7.6422
R00220,-5.5692
R00221,-2.421
R00222,-6.4844
R00223,-0.5953
R00224,-5.7925
R00225,0.6582
R00227,-5.9854
R00228,-9.4603
R00230,-11.9149
R00232,2.0641
R00234,-8.0606
R00235,-16.0389
R00236,2.3798
R00238,-4.198
R00239,0.2419
R00240,-1.9595
R00241,2.1619
R00242,-1.1849
R00243,1.4255
R00244,-2.1535
R00245,-9.2078
R00246,-12.1729
R00247,-6.0705
R00248,1.5866
R00249,-5.9752
R00253,4.905
R00254,-6.7247
R00255,-4.8518
R00256,-5.2327
R00257,-4.3362
R00259,-7.1383
R00260,-12.4916
R00262,-0.2742
R00263,3.654
R00264,1.074
R00265,-0.1323
R00266,-6.9283
R00268,0.7172
R00270,-3.6274
R00271,-10.0344
R00272,-0.3477
R00273,-0.7042
R00274,-1.2659
R00275,-5.1402
R00277,-3.8681
R00278,6.8116
R00279,-7.2444
R00281,-1.3141
R00282,-12.0993
R00283,-3.6732
R00284,-2.9112
R00285,-17.3521
R00286,-0.9946
R00287,-11.6496
R00288,-4.9976
R00289,-3.9527
R00290,-3.5291
R00291,-7.7743
R00293,-2.0706
R00294,-2.9851
R00295,-2.3039
R00296,-5.0199
R00297,-0.6907
R00298,-0.0106
R00299,-0.5838
R00300,-2.1195
R00301,-3.7897
R00302,3.9947
R00303,-6.2565
R00306,-5.0498
R00308,-4.3469
R00309,-3.57
R00310,-2.9761
R00311,-0.7347
R00312,-9.988
R00313,-18.5096
R00314,-6.1443
R00315,-2.3782
R00317,-2.23
R00318,0.4033
