row_id,a_val
R00001,1.0335
R00002,11.7695
R00003,5.5917
R00004,9.9828
R00005,13.6476
R00006,7.2732
R00007,12.2028
R00008,6.8622
R00009,3.8824
R00010,16.4577
R00011,10.5678
R00012,12.1142
R00013,9.478
R00014,12.4904
R00015,14.1274
R00016,14.9887
R00017,5.3943
R00018,10.6186
R00021,10.1383
R00023,10.5042
R00025,3.7892
R00026,6.9282
R00027,12.8511
R00030,10.0562
R00031,9.5123
R00032,17.7101
R00033,8.9203
R00034,8.3829
R00035,16.3514
R00036,4.0664
R00038,8.7919
R00039,4.4416
R00040,3.5805
R00041,14.2701
R00043,7.3983
R00044,9.7693
R00045,13.4826
R00046,6.8248
R00047,11.1456
R00048,11.3043
R00049,9.364
R00051,11.1395
R00052,7.7036
R00053,13.5849
R00057,8.3796
R00058,10.8505
R00059,15.3325
R00063,15.8117
R00064,7.2099
R00065,5.5807
R00067,7.7674
R00068,7.4548
R00071,13.1528
R00073,12.8018
R00074,15.1664
R00075,9.5553
R00077,2.8982
R00078,5.4296
R00079,10.3762
R00080,4.2277
R00081,12.6414
R00084,12.4053
R00085,12.1841
R00086,8.3855
R00088,8.3553
R00089,10.0629
R00090,5.2111
R00092,8.7758
R00093,11.3454
R00094,5.3941
R00095,13.6474
R00096,12.3494
R00097,11.085
R00098,2.8769
R00099,8.3892
R00100,8.2989
R00101,10.8513
R00102,14.7688
R00105,11.6528
R00106,10.672
R00107,8.9856
R00108,1.5018
R00109,5.2711
R00110,12.9922
R00111,10.9841
R00112,15.7907
R00113,1.3506
R00117,5.2953
R00120,16.755
R00121,11.2203
R00122,8.9211
R00123,10.4658
R00124,10.4925
R00125,12.5994
R00126,9.371
R00127,11.1042
R00128,3.306
R00129,8.8651
R00131,16.9712
R00132,7.2703
R00133,11.876
R00134,14.5554
R00135,4.3532
R00136,7.5661
R00137,7.0441
R00138,9.6252
R00139,5.517
R00140,5.6828
R00144,10.2321
R00145,15.6239
R00146,9.2578
R00147,14.1066
R00148,9.4392
R00150,7.388
R00151,19.1286
R00153,10.8157
R00154,15.2255
R00156,16.5831
R00157,9.6236
R00158,7.7707
R00161,6.4228
R00162,13.0391
R00163,3.6933
R00164,12.591
R00166,10.5437
R00167,4.1787
R00168,2.7413
R00169,10.7931
R00170,7.7645
R00175,8.1552
R00176,15.3131
R00177,10.3772
R00178,11.7267
R00179,13.2751
R00180,5.4315
R00182,8.5364
R00183,12.8322
R00184,8.9374
R00186,7.1722
R00187,14.321
R00189,5.1345
R00190,12.483
R00192,9.325
R00195,9.8833
R00196,8.37
R00198,7.6023
R00199,18.8936
R00200,1.3391
R00201,10.0285
R00202,1.3477
R00203,8.7904
R00204,16.3136
R00205,9.2377
R00206,7.1014
R00209,11.439
R00210,8.9127
R00211,8.0647
R00212,2.3069
R00213,6.8766
R00215,14.3726
R00216,16.6793
R00217,11.6891
R00218,13.2498
R00219,10.8357
R00220,11.5252
R00221,10.9081
R00224,14.7683
R00225,15.9764
R00226,7.3113
R00227,9.1108
R00228,-0.0334
R00229,7.5575
R00230,11.5266
R00231,7.5055
R00234,12.7355
R00235,9.3309
R00236,8.0566
R00237,9.0651
R00238,15.0175
R00240,4.5501
R00242,7.8654
R00243,16.8794
R00244,9.161
R00245,2.0552
R00246,9.5413
R00247,10.6436
R00248,18.6619
R00249,5.4704
R00250,7.6779
R00251,8.6065
R00252,15.6926
R00253,4.9046
R00254,8.0407
R00255,10.9815
R00256,18.2071
R00257,11.5207
R00258,10.1865
R00259,10.4838
R00261,10.1118
R00262,5.074
R00265,7.3028
R00266,9.5437
R00267,7.5571
R00268,9.7181
R00269,6.274
R00270,14.4549
R00271,7.5702
R00272,9.3926
R00273,14.5591
R00274,6.4807
R00275,8.8858
R00276,10.8414
R00278,11.2857
R00279,15.7534
R00280,3.8707
R00281,14.3766
R00282,11.8426
R00284,7.0132
R00285,7.123
R00286,5.3731
R00287,9.6387
R00288,13.2255
R00289,9.4611
R00290,8.1308
R00291,8.7633
R00292,1.9414
R00293,6.2546
R00294,15.5442
R00295,13.5542
R00296,15.9057
R00297,13.6038
R00298,6.0128
R00300,11.7967
R00301,6.6796
R00302,8.3219
R00303,13.2997
R00304,8.7694
R00305,18.9433
R00306,9.9987
R00307,5.5669
R00308,0.0461
R00309,14.6272
R00310,8.3002
R00311,2.1849
R00313,12.6066
R00315,13.8564
R00316,11.0019
R00317,15.1561
R00318,9.8708
R00319,12.6916
