account_id,label_time,churned
A0000,1773617348000,1
A0001,1772159183000,0
A0002,1773395897000,1
A0003,1773182319000,1
A0004,1772165260000,0
A0005,1773542356000,1
A0006,1772688961000,1
A0007,1773553489000,1
A0008,1772966780000,0
A0009,1773004033000,1
A0010,1772818464000,0
A0011,1772784087000,0
A0012,1773045349000,0
A0013,1772092937000,0
A0014,1772767621000,1
A0015,1773124683000,1
A0016,1772872700000,1
A0017,1772369858000,1
A0018,1772218554000,0
A0019,1773331766000,1
A0020,1772386707000,0
A0021,1772595355000,0
A0022,1772587979000,0
A0023,1772630153000,0
A0024,1772243734000,1
A0025,1772358784000,0
A0026,1772274679000,0
A0027,1772692109000,1
A0028,1773015045000,0
A0029,1773081336000,0
A0030,1772946999000,0
A0031,1772147555000,0
A0032,1773054687000,1
A0033,1772780849000,1
A0034,1773297760000,0
A0035,1773117366000,1
A0036,1772161482000,0
A0037,1773485197000,0
A0038,1773601483000,0
A0039,1772154415000,0
A0040,1772583084000,0
A0041,1771979981000,0
A0042,1773334481000,0
A0043,1772636540000,0
A0044,1773479229000,0
A0045,1773052728000,0
A0046,1773673238000,1
A0047,1772165990000,1
A0048,1772263473000,1
A0049,1772103274000,1
A0050,1773433075000,0
A0051,1772352461000,0
A0052,1772154929000,0
A0053,1772604602000,1
A0054,1773437937000,0
A0055,1773221054000,0
A0056,1772245118000,1
A0057,1773158886000,1
A0058,1772615563000,0
A0059,1773453791000,0
A0060,1773561141000,1
A0061,1773334601000,1
A0062,1772374724000,0
A0063,1772465118000,0
A0064,1773387199000,1
A0065,1772558183000,0
A0066,1772906672000,1
A0067,1772067216000,0
A0068,1773428318000,0
A0069,1773112808000,1
A0070,1772312372000,0
A0071,1772374302000,1
A0072,1772030237000,1
A0073,1772333559000,1
A0074,1773073076000,1
A0075,1772112163000,1
A0076,1772350910000,0
A0077,1773185903000,1
A0078,1773107623000,1
A0079,1772868869000,1
A0080,1772315046000,0
A0081,1773158870000,1
A0082,1772599047000,1
A0083,1773476510000,1
A0084,1773500340000,1
A0085,1773015983000,1
A0086,1772117829000,0
A0087,1772236344000,0
A0088,1773475295000,0
A0089,1772697736000,0
A0090,1773479851000,0
A0091,1773202216000,0
A0092,1773212276000,0
A0093,1772405501000,1
A0094,1772972057000,1
A0095,1772215683000,0
A0096,1772548955000,1
A0097,1773130768000,1
A0098,1772700126000,0
A0099,1772437456000,0
