account_id,event_time,amount,balance
A0001,1768433038000,39.83,8898.96
A0002,1767423092000,15.9,428.75
A0003,1768135900000,32.39,5214.18
A0004,1773119406000,61.89,6243.21
A0005,1769099039000,47.96,7577.1
A0006,1771597307000,39.72,3235.71
A0007,1772302709000,136.1,5761.55
A0008,1773504593000,19.08,4464.58
A0009,1770162786000,15.72,5633.9
A0009,1771635729000,13.34,6648.12
A0010,1771724391000,42.2,1651.03
A0016,1772908810000,29.4,2062.45
A0018,1767270030000,17.88,6328.9
A0020,1769451513000,45.61,4248.58
A0021,1770524109000,54.96,6570.03
A0023,1767234148000,28.08,7252.38
A0026,1767253360000,38.96,2362.04
A0027,1770890390000,18.8,1441.38
A0034,1769563177000,6.44,2902.05
A0035,1769372413000,212.16,3435.8
A0036,1768626760000,30.02,3474.83
A0037,1768119330000,53.31,4787.39
A0038,1769716025000,14.38,7887.76
A0039,1773187430000,4.6,1937.87
A0043,1768093014000,55.68,4832.48
A0044,1770005153000,3.09,6965.72
A0045,1772543571000,37.27,5935.45
A0046,1767639637000,24.47,7997.77
A0046,1772837384000,6.59,8955.51
A0047,1769517142000,84.44,3858.29
A0048,1768550171000,23.24,8356.47
A0048,1772066606000,55.7,8787.36
A0049,1770395777000,30.25,4759.65
A0051,1767241186000,33.62,2632.51
A0052,1767243276000,23.37,5164.37
A0052,1768390932000,112.69,5109.13
A0053,1767265791000,90.84,9047.54
A0054,1772066407000,11.99,8074.71
A0055,1771011529000,94.89,1779.66
A0055,1771689558000,15.68,1457.94
A0056,1770099913000,12.06,2018.28
A0057,1770287811000,34.58,5350.29
A0057,1772272452000,200.66,5047.6
A0059,1772693889000,13.73,6515.74
A0060,1767743078000,109.9,7337.77
A0061,1770166851000,31.24,6934.33
A0062,1772045061000,40.46,3926.32
A0063,1767275760000,30.94,5208.91
A0065,1769836712000,256.69,10020.65
A0068,1767419196000,18.05,3226.55
A0069,1772202380000,63.59,8035.07
A0069,1773197408000,25.12,8770.79
A0070,1770521297000,81.77,5314.54
A0071,1772951747000,39.54,3132.07
A0072,1768418943000,74.63,6590.31
A0072,1769004955000,39.91,6700.04
A0073,1772932479000,10.34,6199.94
A0076,1771995546000,36.4,3924.62
A0078,1767622822000,8.97,6498.49
A0082,1768997494000,13.93,3941.2
A0082,1771102326000,44.4,4524.21
A0084,1767305198000,56.32,3886.55
A0086,1770784271000,38.53,2798.7
A0088,1768238147000,15.85,5569.6
A0089,1772837414000,99.7,-661.58
A0093,1767263757000,108.49,3643.97
A0095,1767632915000,12.59,6894.47
A0095,1770669087000,23.57,7155.55
A0098,1770147443000,88.97,4624.61
