account_id,event_time,f1,f2,f3
A0000,1769915220000,2.6323,-3.7591,-4.4469
A0000,1770434640000,1.1035,1.7762,-3.6928
A0000,1773249960000,3.376,-2.655,-3.4075
A0000,1773425280000,-0.2109,-2.3548,-3.7879
A0000,1773449520000,-0.916,-1.066,1.9059
A0000,1774080300000,-0.7363,1.3422,-1.4207
A0000,1774707060000,-2.2682,-1.157,0.9919
A0001,1770456360000,0.0414,1.2076,0.3567
A0001,1771021860000,-0.6405,1.3746,-5.235
A0001,1771620600000,-0.8134,1.0666,1.6211
A0001,1771750800000,-2.4119,-3.2154,-2.3212
A0001,1772394480000,1.6619,0.9602,2.8672
A0001,1773388140000,0.9034,0.0871,1.583
A0001,1774069140000,1.4014,0.3361,1.6606
A0001,1775082240000,2.3903,-2.7358,-0.5724
A0002,1770074760000,-0.466,1.1335,-0.8028
A0002,1771027860000,-4.6844,-2.4293,2.4103
A0002,1771515060000,2.1072,-0.2468,-1.2795
A0002,1771848300000,0.8445,-0.8509,-1.8575
A0002,1772044260000,0.8195,1.0532,-1.0726
A0002,1772199780000,-2.2741,1.0246,-2.8975
A0002,1774220280000,2.7877,-2.8001,-0.3172
A0003,1770454920000,1.7064,0.1718,-4.2296
A0003,1770906480000,-3.797,1.7504,-4.4368
A0003,1771339200000,2.1548,-2.4128,-1.0395
A0003,1771624200000,-3.0122,0.7606,-0.2289
A0003,1772403480000,-0.5337,0.3173,2.9484
A0003,1773710520000,1.2988,-1.9028,2.0644
A0003,1774108560000,0.7849,0.0785,-0.014
A0003,1774233420000,0.1526,-3.2754,-0.3585
A0003,1775010960000,1.8904,-0.9781,-2.4956
A0004,1769970420000,0.9485,0.3387,0.0187
A0004,1770265380000,-2.7969,-1.0124,-2.8243
A0004,1770829440000,-0.08,2.1492,-3.1061
A0004,1772418720000,2.7642,-0.1969,0.6022
A0004,1773742680000,-2.8489,3.1258,0.6456
A0004,1774498320000,1.7621,-2.3012,-2.5432
A0005,1770124980000,5.8496,-1.702,2.764
A0005,1770751800000,-1.0469,1.4899,-0.22
A0005,1771078200000,1.9383,-0.2057,5.4277
A0005,1772445780000,0.6677,-0.4197,2.7874
A0005,1773702180000,3.5527,-2.7913,3.161
A0005,1774375020000,1.1684,3.295,-0.5597
A0005,1774771740000,0.1526,1.2016,0.874
A0005,1774943220000,-0.5466,-2.6132,0.7822
A0006,1770166800000,-1.7622,-0.766,-0.101
A0006,1770982500000,1.4195,-0.0372,-1.8187
A0006,1771228800000,-3.4401,0.3462,2.3015
A0006,1771599180000,1.2746,0.7319,-0.6433
A0006,1771678020000,0.0677,2.9231,-0.8369
A0006,1772021700000,3.3212,0.2445,-1.053
A0006,1772148600000,1.433,-1.4397,1.4155
A0006,1772480760000,1.4461,2.6324,0.6677
A0006,1772509200000,2.3253,-4.0673,-1.5879
A0007,1770034260000,4.3034,1.1175,0.6816
A0007,1770931200000,0.7409,1.2883,-0.4433
A0007,1772034480000,-0.0563,1.2739,2.0154
A0007,1772349000000,-3.7892,-1.3327,-0.8371
A0007,1774662720000,3.1449,0.6103,-2.6864
A0007,1774926360000,0.211,-3.1207,-2.8021
A0008,1770026160000,0.4399,3.8562,1.8748
A0008,1770577980000,-0.6187,-0.4539,-2.0548
