account_id,event_time,amount,balance
A0000,1767267780000,24.61,6464.21
A0000,1768493629000,38.54,5852.45
A0000,1770182779000,9.19,5774.76
A0000,1771501793000,2.92,5576.34
A0000,1771769299000,8.33,4923.16
A0000,1772131402000,9.99,4687.11
A0000,1772439333000,41.67,4323.02
A0000,1774277594000,15.24,4081.09
A0001,1767243425000,72.92,3214.81
A0001,1768853956000,21.16,3280.96
A0001,1768853956000,21.16,3280.96
A0001,1769050805000,4.48,2759.2
A0001,1769243270000,4.41,3146.02
A0001,1769564048000,94.22,3754.97
A0001,1770110628000,19.25,3518.84
A0001,1772987007000,31.37,4021.85
A0002,1767275482000,192.8,6628.78
A0002,1768834878000,56.26,6074.89
A0002,1770014932000,9.9,6370.62
A0002,1770928754000,67.85,6186.7
A0002,1771709499000,138.18,6875.3
A0002,1771967120000,6.61,6312.79
A0002,1772339180000,119.27,6852.11
A0002,1773570889000,20.52,6337.27
A0003,1767279302000,6.74,7569.82
A0003,1767531911000,379.82,7799.82
A0003,1769248810000,101.77,8058.46
A0003,1773051188000,18.66,7207.21
A0003,1773101761000,37.99,7627.39
A0003,1773714457000,688.83,8267.87
A0003,1774901746000,13.52,8566.81
A0004,1767294698000,119.69,7632.96
A0004,1768319773000,64.08,7945.97
A0004,1768817041000,21.43,8198.24
A0004,1768894165000,651.11,8598.5
A0004,1769817201000,8.88,8830.85
A0004,1770663143000,77.99,8551.92
A0004,1774844908000,42.85,8542.84
A0005,1767268833000,17.39,5459.24
A0005,1768041032000,69.22,5550.43
A0005,1768375132000,177.81,5338.65
A0005,1772975209000,31.98,5918.86
A0005,1774859979000,65.39,5221.29
A0005,1774944905000,38.44,5062.94
A0006,1767267251000,12.37,4166.07
A0006,1768232829000,34.75,4254.18
A0006,1768629848000,26.2,4662.07
A0006,1771119202000,42.92,4925.3
A0006,1774310788000,58.21,4385.3
A0006,1774946459000,18.45,4009.68
A0007,1767284902000,16.21,6584.08
A0007,1769868385000,266.79,7752.08
A0007,1772698617000,121.18,7795.14
A0007,1774278923000,51.27,7293.29
A0007,1774449359000,14.93,7846.45
A0008,1767301965000,51.27,3261.72
A0008,1768483092000,110.31,3164.49
A0008,1769588326000,27.68,3253.47
A0008,1770656617000,24.67,3186.91
A0008,1771153859000,14.39,3054.97
A0008,1773560694000,8.13,3126.49
A0008,1774938202000,109.63,2904.02
A0009,1767276636000,19.26,6059.46
A0009,1767649214000,19.77,6202.96
A0009,1768386836000,123.87,6415.1
A0009,1768816028000,37.92,5822.33
A0009,1769475767000,68.68,5600.24
A0009,1771083337000,61.51,4974.28
A0009,1772379187000,15.93,5154.04
A0009,1773492361000,167.55,5389.15
A0009,1774502330000,32.56,5957.7
A0010,1767255434000,5.63,7142.64
A0010,1769137435000,5.23,7607.01
A0010,1770156178000,12.99,6935.5
A0010,1771521818000,12.76,7135.93
A0010,1773017057000,19.54,6785.71
A0011,1767267723000,23.07,4913.45
A0011,1768355337000,87.28,4686.61
A0011,1768915830000,40.05,4156.6
A0011,1770329361000,93.9,4851.48
A0011,1772942282000,42.86,5456.72
A0011,1773122630000,82.35,5225.81
A0012,1767276909000,5.98,1434.95
A0012,1770699422000,15.29,1417.15
A0012,1770796001000,39.42,1714.57
A0012,1771569303000,12.85,2255.84
A0012,1772166518000,14.83,1876.94
A0012,1774957179000,134.22,2409.96
A0013,1767233681000,11.85,2567.31
A0013,1769580003000,12.86,2005.97
A0013,1769738953000,14.2,2118.64
A0013,1772574334000,12.51,1976.21
A0014,1767279578000,5.23,1339.22
A0014,1769548545000,33.68,1106.47
A0014,1769756372000,14.7,1735.12
A0014,1770868725000,22.76,1190.22
A0014,1772245290000,6.95,878.31
A0014,1772374232000,194.46,1274.95
A0014,1772374232000,194.46,1274.95
A0014,1772389010000,22.86,1004.85
A0014,1773859133000,7.74,459.39
A0015,1767232813000,67.75,2530.74
A0015,1767580480000,69.33,1935.64
A0015,1767893928000,248.86,1581.09
A0015,1771877484000,6.6,1596.68
A0015,1773055167000,97.73,1076.87
A0015,1773532294000,39.46,1191.43
A0016,1767276710000,20.23,2925.87
A0016,1768933154000,13.02,2722.45
A0016,1771281612000,74.63,2333.17
A0016,1771695584000,93.59,2477.55
A0016,1772497931000,34.14,2355.61
A0016,1774038534000,104.3,2406.91
A0016,1774990494000,571.08,2964.98
A0017,1769178965000,28.06,5289.95
A0017,1769702232000,77.24,5497.48
A0017,1770062169000,17.38,6278.87
A0017,1771017907000,21.06,5455.64
A0017,1771017907000,21.06,5455.64
A0017,1772483665000,54.9,5637.93
A0017,1774088442000,107.65,5429.75
A0018,1767229643000,21.1,3311.01
A0018,1767524237000,18.42,3121.34
A0018,1769160416000,24.63,3488.66
A0018,1771341922000,19.52,3684.29
A0018,1771419749000,18.3,3729.4
A0018,1773131358000,9.39,3998.69
A0018,1774232778000,32.63,4523.83
A0019,1767252331000,59.56,4149.38
A0019,1770099631000,30.89,4269.3
A0019,1770099631000,30.89,4269.3
A0019,1771408223000,14.2,3970.79
A0019,1772064941000,28.97,3618.97
A0019,1773584880000,6.95,3799.77
A0019,1774815409000,15.9,3564.71
A0020,1768459079000,22.55,5312.73
A0020,1771313374000,80.46,4641.86
A0020,1773108592000,6.74,3772.26
A0021,1767280953000,7.2,6609.49
A0021,1768121816000,45.11,6992.03
A0021,1771682005000,50.28,7433.21
A0021,1773564860000,90.83,7580.22
A0022,1767245619000,15.21,5031.33
A0022,1768713512000,15.77,5494.84
A0022,1769849254000,6.99,6138.48
A0022,1770483973000,17.64,5462.9
A0022,1771522993000,5.23,4712.99
A0022,1772121059000,69.53,4716.28
A0022,1773852516000,35.44,4730.42
A0022,1774745525000,12.36,5111.68
A0023,1767249888000,48.64,3309.26
A0023,1768118653000,188.47,3302.76
A0023,1768118653000,188.47,3302.76
A0023,1769961484000,10.6,3261.35
A0023,1771362532000,33.52,3272.41
A0023,1774786853000,124.4,3177.22
A0024,1767242571000,49.67,1483.15
A0024,1768256259000,79.98,1501.96
A0024,1769215847000,25.31,1043.5
A0024,1771009762000,4.63,1267.85
A0024,1771133637000,32.91,1072.06
A0024,1771483853000,126.97,1076.58
A0024,1771483853000,126.97,1076.58
A0024,1771706827000,117.89,118.94
A0024,1774370088000,11.48,-365.99
A0025,1767233665000,7.11,5157.07
A0025,1767745448000,119.85,5547.69
A0025,1769488002000,40.51,5825.96
A0025,1769488002000,40.51,5825.96
A0025,1770708573000,20.91,6002.79
A0025,1772855683000,34.39,5975.58
A0025,1774330258000,74.73,5743.06
A0026,1767232736000,4.56,3675.28
A0026,1768652354000,16.36,3222.76
A0026,1768834463000,4.62,3239.66
A0026,1769574281000,32.78,4032.36
A0026,1772764641000,122.73,4077.61
A0026,1773142886000,96.15,4064.68
A0027,1767295710000,85.94,5240.52
A0027,1767500348000,25.0,5386.1
A0027,1768783946000,35.24,5466.16
A0027,1770076891000,39.72,5809.08
A0027,1772838246000,71.01,5801.37
A0027,1774841248000,42.7,5398.02
A0028,1767309578000,7.18,7974.8
A0028,1768029784000,11.47,7530.17
A0028,1769480476000,59.0,8308.51
A0028,1773779677000,9.75,8453.49
A0028,1774213131000,8.82,8417.07
A0029,1767260505000,246.42,8939.09
A0029,1768821977000,81.47,7986.71
A0029,1771402607000,75.29,8531.77
A0029,1773305996000,11.42,8890.24
A0030,1767300915000,72.93,5873.46
A0030,1769592280000,62.87,5919.36
A0030,1771388466000,3.72,5311.87
A0030,1773306631000,31.48,4614.82
A0030,1774644540000,18.6,5333.78
A0031,1767250080000,34.45,4545.74
A0031,1767529529000,51.55,4930.01
A0031,1768518864000,22.32,4724.76
A0031,1768727423000,28.82,5166.61
A0031,1769714038000,46.88,4818.1
A0031,1769773570000,49.66,4240.49
A0031,1770891222000,23.98,4344.24
A0031,1773722272000,2.81,4352.42
A0032,1767229869000,79.46,5053.13
A0032,1768359242000,54.89,5194.88
A0032,1770383665000,8.13,4789.56
A0032,1771364851000,28.27,5095.32
A0032,1774094849000,21.37,4155.53
A0032,1774579175000,40.0,3433.09
A0033,1767249893000,15.25,4636.74
A0033,1768925161000,4.14,4661.74
A0033,1769634487000,17.29,4847.56
A0033,1771031764000,46.8,3471.76
A0033,1771624207000,5.78,3707.55
A0033,1773072331000,7.66,2888.56
A0033,1774688499000,62.56,3207.81
A0034,1767269333000,22.85,6163.56
A0034,1768738611000,21.4,6017.83
A0034,1771313817000,27.7,6046.78
A0034,1771635470000,10.52,6224.9
A0034,1771713036000,24.29,5876.34
A0034,1771851979000,42.87,6064.18
