account_id,event_time,amount,balance
A0000,1769592577000,10.23,6384.53
A0000,1772252569000,171.09,6712.0
A0000,1772395286000,47.53,6418.09
A0000,1774317185000,50.23,5160.24
A0000,1774932449000,86.13,4621.05
A0001,1769991508000,8.92,1321.04
A0001,1771116514000,40.39,1223.31
A0001,1771162413000,79.04,929.46
A0001,1771595921000,41.14,1231.56
A0001,1771595921000,41.14,1231.56
A0001,1772842676000,54.91,1127.37
A0002,1767309102000,84.54,6103.26
A0002,1767642367000,10.26,6951.63
A0002,1768649401000,37.49,7360.6
A0002,1769111151000,20.44,7121.81
A0002,1769164289000,140.44,6915.6
A0002,1770200318000,40.73,6819.55
A0002,1770200318000,40.73,6819.55
A0002,1773905467000,22.51,6556.11
A0003,1767273985000,55.82,8274.99
A0003,1767754567000,16.8,8166.5
A0003,1771737556000,159.44,8077.88
A0003,1771890436000,28.38,8700.46
A0003,1774722148000,25.26,8870.56
A0003,1774892052000,32.1,9133.58
A0004,1767257009000,32.26,4641.84
A0004,1768055682000,4.29,4798.98
A0004,1768472526000,132.31,4810.78
A0004,1769396004000,22.95,4359.08
A0004,1771009214000,48.58,3821.94
A0004,1772433871000,17.79,3372.14
A0004,1773129589000,73.71,3039.45
A0005,1767242592000,10.97,4161.33
A0005,1770383438000,34.32,4289.33
A0005,1770383438000,34.32,4289.33
A0005,1770713001000,27.23,4377.82
A0005,1771543507000,119.13,4269.87
A0005,1772723642000,4.07,4492.01
A0005,1773398578000,33.41,4431.1
A0005,1774292705000,17.36,4100.53
A0006,1767247423000,11.74,5343.63
A0006,1770116961000,27.02,5430.36
A0006,1770419987000,46.31,4757.85
A0006,1772023143000,144.17,3859.43
A0006,1772514870000,122.28,4232.24
A0006,1772514870000,122.28,4232.24
A0006,1774955272000,145.18,3710.08
A0007,1768240405000,40.75,-7.23
A0007,1770331692000,8.65,263.74
A0007,1771526957000,10.45,-418.08
A0007,1773583556000,61.28,-443.2
A0007,1774880298000,89.28,59.99
A0008,1767253889000,41.81,6501.23
A0008,1767639720000,3.76,6979.34
A0008,1768482727000,35.03,6478.18
A0008,1770035263000,40.65,7157.73
A0008,1770930216000,21.19,7207.28
A0008,1772419605000,16.15,6363.1
A0008,1773994407000,147.33,6737.77
A0008,1774166981000,23.7,6882.3
A0009,1767288522000,15.9,6653.22
A0009,1769163401000,79.33,7004.01
A0009,1769437956000,31.48,7262.1
A0009,1772694484000,41.48,7953.51
A0009,1774308303000,19.72,7993.21
A0009,1774395710000,30.99,7968.18
A0010,1767228540000,6.47,2707.88
A0010,1767529732000,36.06,3022.35
A0010,1769084342000,5.37,2794.21
A0010,1769146108000,267.49,2217.16
A0010,1770338249000,143.32,2964.19
A0010,1770719167000,16.35,2524.4
A0010,1771525986000,29.05,2348.73
A0010,1772847695000,73.57,2918.29
A0010,1773401188000,14.63,3288.82
A0011,1767247040000,175.15,6431.84
A0011,1769414205000,83.87,7103.19
A0011,1769568386000,272.21,7586.27
A0011,1770047533000,36.52,7435.38
A0011,1770448739000,38.27,7004.59
A0011,1770824870000,34.28,6810.85
A0011,1771789126000,27.51,6590.53
A0011,1773219928000,38.87,6826.66
A0011,1774569659000,131.36,6946.43
A0012,1767264866000,44.87,7406.13
A0012,1770267628000,107.88,6840.9
A0012,1770286299000,159.42,7381.04
A0012,1771492643000,185.6,7521.69
A0012,1773614961000,2.37,7575.0
A0012,1774378601000,7.35,7549.23
A0013,1767298655000,35.39,6597.7
A0013,1768570949000,69.76,6987.11
A0013,1768731110000,10.43,7383.81
A0013,1769207649000,9.1,7308.57
A0013,1769343145000,39.23,7141.65
A0013,1774636635000,29.97,6836.71
A0014,1767296330000,13.17,3731.38
A0014,1768221037000,73.78,3393.25
A0014,1768459734000,18.82,2745.62
A0014,1770253350000,290.21,3106.86
A0014,1773724247000,41.94,3712.7
A0014,1774932267000,47.86,3407.09
A0015,1767238832000,82.21,5463.06
A0015,1767806389000,31.47,5473.16
A0015,1771096167000,84.24,5829.43
A0015,1772473185000,47.44,5282.98
A0015,1774525639000,45.25,5645.74
A0016,1767295598000,20.3,1758.65
A0016,1767995344000,7.4,508.41
A0016,1769120041000,116.04,892.81
A0016,1769391366000,66.9,717.64
A0016,1769391366000,66.9,717.64
A0016,1770514185000,180.31,1234.28
A0016,1774204739000,38.98,629.36
A0017,1767302589000,6.74,5125.29
A0017,1767302589000,6.74,5125.29
A0017,1767862536000,54.88,5068.22
A0017,1768389063000,50.3,5343.7
A0017,1769992047000,59.23,5060.73
A0017,1770496845000,39.58,5204.63
A0017,1771176064000,20.62,5486.24
A0017,1772003499000,5.53,5473.84
A0017,1772642065000,134.93,5328.07
A0018,1767228091000,52.58,6621.88
A0018,1768887292000,29.34,7083.87
A0018,1768892493000,50.1,6680.11
A0018,1771292601000,31.77,7278.72
A0018,1772207454000,74.26,7266.0
A0018,1774179157000,10.91,7060.58
A0019,1767263079000,10.65,5721.18
A0019,1767736545000,9.43,4918.35
A0019,1768591006000,4.8,5000.0
A0019,1768606915000,11.7,4981.03
A0019,1771502251000,39.02,4449.97
A0019,1771718603000,65.23,4447.57
A0019,1773084107000,122.73,4336.79
A0019,1774806792000,13.13,3718.97
A0020,1767292571000,30.99,5313.31
A0020,1768614340000,25.89,5832.11
A0020,1768684822000,22.95,5885.44
A0020,1769515244000,24.65,5897.94
A0020,1769847459000,5.2,5718.74
A0020,1772165433000,6.85,5540.89
A0020,1774029366000,13.15,5326.49
A0021,1769653642000,54.14,2939.88
A0021,1770575010000,29.29,3203.52
A0021,1770575010000,29.29,3203.52
A0021,1771181100000,96.24,2963.15
A0021,1771491468000,21.8,2777.51
A0021,1773147041000,70.0,3149.63
A0022,1767242922000,36.25,3737.57
A0022,1767434769000,99.01,3480.23
A0022,1767639477000,33.7,3393.42
A0022,1768779037000,33.57,3109.79
A0022,1774061837000,33.23,2477.31
A0022,1774168692000,85.57,2403.09
A0023,1767255014000,44.47,6068.63
A0023,1767847380000,22.71,6126.46
A0023,1768136180000,36.41,6259.23
A0023,1770160831000,17.31,5805.97
A0023,1773820929000,76.17,6221.66
A0024,1767285702000,6.3,6937.87
A0024,1770107573000,45.0,6887.24
A0024,1770771058000,137.79,6660.92
A0024,1770771058000,137.79,6660.92
A0024,1771990268000,3.68,6633.24
A0024,1773824550000,19.23,6457.21
A0024,1773824550000,19.23,6457.21
A0024,1774120653000,68.49,6417.16
A0025,1767255286000,95.47,8061.04
A0025,1768884506000,27.44,7992.21
A0025,1771778063000,21.46,8172.32
A0025,1771888196000,25.56,7825.52
A0025,1773686805000,9.53,7915.89
A0025,1774746301000,9.95,7895.34
A0026,1767286680000,17.75,5764.45
A0026,1767510819000,141.45,5128.17
A0026,1767694643000,77.06,5147.12
A0026,1768882031000,7.35,4572.49
A0026,1770536684000,59.21,3150.98
A0026,1774011375000,99.24,3558.25
A0026,1774057134000,111.73,4229.05
A0027,1767236890000,68.14,1705.1
A0027,1769208519000,119.87,2676.28
A0027,1770783873000,55.62,2222.73
A0027,1770783873000,55.62,2222.73
A0027,1772593242000,21.3,2571.23
A0027,1772871918000,31.11,1861.96
A0027,1773677264000,59.98,1706.79
A0027,1773742000000,27.92,1744.34
A0028,1767226716000,247.17,3000.3
A0028,1767528588000,39.88,3013.95
A0028,1768184951000,89.01,2969.62
