account_id,label_time,churned
A0000,1773240323000,0
A0001,1771994691000,0
A0002,1773035872000,0
A0003,1772845958000,1
A0004,1772004926000,0
A0005,1772912757000,0
A0006,1772170863000,1
A0007,1772961932000,1
A0008,1772595553000,1
A0009,1773198446000,0
A0010,1772286986000,0
A0011,1772207317000,1
A0012,1772605007000,1
A0013,1772082841000,0
A0014,1773479721000,1
A0015,1772754123000,1
A0016,1773432563000,1
A0017,1772219732000,1
A0018,1772072882000,0
A0019,1772440797000,0
A0020,1771991763000,1
A0021,1772483953000,1
A0022,1772910507000,0
A0023,1772291795000,1
A0024,1773545953000,0
A0025,1772995761000,1
A0026,1773617586000,1
A0027,1773337598000,0
A0028,1773132448000,0
A0029,1773235471000,0
A0030,1772605532000,0
A0031,1773534790000,1
A0032,1773167077000,1
A0033,1772922392000,0
A0034,1773531530000,1
A0035,1772595685000,0
A0036,1772978848000,1
A0037,1772081749000,1
A0038,1772699420000,1
A0039,1773466771000,0
A0040,1772215198000,1
A0041,1773211746000,1
A0042,1773224010000,1
A0043,1772552687000,0
A0044,1773150473000,1
A0045,1772423512000,0
A0046,1773333505000,0
A0047,1772710910000,1
A0048,1773311344000,1
A0049,1773445764000,0
A0050,1773640313000,0
A0051,1773137443000,0
A0052,1772218640000,0
A0053,1772801536000,0
A0054,1772181668000,1
A0055,1772752367000,0
A0056,1773214889000,0
A0057,1772423323000,0
A0058,1772906059000,1
A0059,1773512745000,1
A0060,1773292982000,0
A0061,1772753494000,1
A0062,1772279591000,0
A0063,1773532678000,0
A0064,1772958691000,0
A0065,1772506977000,1
A0066,1773558042000,0
A0067,1773447665000,0
A0068,1772196999000,0
A0069,1773556734000,0
A0070,1773479303000,0
A0071,1773322457000,0
A0072,1772643411000,1
A0073,1773149664000,1
A0074,1772078819000,1
A0075,1772131357000,0
A0076,1772632842000,1
A0077,1772304996000,0
A0078,1772072633000,1
A0079,1772542463000,0
A0080,1772853090000,0
A0081,1773017726000,0
A0082,1772751794000,1
A0083,1773273984000,1
A0084,1772843694000,0
A0085,1773320550000,0
A0086,1773483757000,1
A0087,1772352622000,0
A0088,1772090946000,1
A0089,1773245874000,1
A0090,1772618006000,1
A0091,1772901237000,0
A0092,1772736875000,1
A0093,1772641854000,1
A0094,1772398332000,1
A0095,1772540297000,0
A0096,1772671925000,0
A0097,1772713894000,0
A0098,1773023470000,1
A0099,1773168709000,1
