row_id,f1,f2,f3,f4,f5
S00000,-0.303203,1.026229,1.918236,-1.119918,-0.898246
S00001,-0.588021,0.498212,-0.650067,1.97695,1.314199
S00002,-2.337399,-0.73148,-0.936464,-1.137963,0.044875
S00003,-0.754742,-0.347618,0.440507,0.74401,-0.814472
S00004,2.845403,-0.641134,0.216646,0.021092,-2.165782
S00005,-0.226253,1.195022,0.693356,1.244011,0.306097
S00006,0.994209,-0.451473,-0.611554,0.802711,1.03657
S00007,1.240799,0.425513,-0.133527,-0.512707,-0.796245
S00008,-1.309993,1.127028,-0.262016,1.798114,-0.171661
S00009,-1.547195,1.487696,-1.069639,1.822665,0.226117
S00010,-1.001798,1.028189,0.4335,-1.304521,-0.66352
S00011,0.294461,-0.422087,-0.726369,0.17473,0.607945
S00012,-0.218884,0.862537,-2.096578,0.299151,1.937677
S00013,-0.375416,0.361991,0.707181,0.005186,1.975693
S00014,-1.108786,-0.337678,-0.431077,-1.869997,1.048645
S00015,-0.657648,0.70162,-0.22896,0.449568,1.807934
S00016,-0.468317,-0.036093,0.0891,0.927907,1.696933
S00017,-1.600837,0.755224,1.028462,1.029416,-1.282877
S00018,0.736044,0.793815,-0.09434,-1.711059,0.147454
S00019,1.403439,-0.539136,0.448162,1.682375,0.716903
S00020,-1.405497,-1.703186,-0.680929,0.055345,0.68345
S00021,0.458715,-0.436415,0.252204,-0.155051,-0.130928
S00022,-0.673515,0.705901,0.478835,1.264692,-0.565377
S00023,1.084553,0.636797,-0.290074,0.893348,-0.524797
S00024,0.06455,-0.366944,-1.879597,-0.526096,1.162825
S00025,0.089236,-0.86964,0.082675,0.429373,0.127276
S00026,1.71523,0.791261,1.587431,0.174676,0.161804
S00027,-0.355772,-0.910806,1.007014,-0.892251,0.513428
S00028,0.255813,0.973757,-0.351754,1.359253,0.7463
S00029,0.926693,-0.396995,0.202044,-0.290713,1.075978
S00030,-2.699659,2.072974,-0.534529,-0.266877,1.256002
S00031,-0.729901,1.080574,-1.876028,0.872321,-0.436849
S00032,1.899327,-1.742033,-0.014776,0.820657,0.570286
S00033,-0.098326,-0.038106,0.483131,0.748893,0.836156
S00034,-0.477259,-0.421984,0.049715,-1.03002,-1.110127
S00035,-0.375675,-0.566504,1.785698,0.909728,0.019358
S00036,-0.750129,0.654068,0.249378,1.66083,-0.793254
S00037,-0.062288,1.891225,0.532434,0.397579,-1.838461
S00038,0.398401,0.853879,-1.300587,-0.844861,-0.518908
