row_id,account_id,event_time,amount,currency
R00000,A0052,1772337540000,8.73,SEK
R00001,A0014,1772341200000,26.06,SEK
R00002,A0010,1772341920000,6.19,USD
R00003,A0049,1772343720000,7.65,EUR
R00004,A0003,1772344080000,18.14,USD
R00005,A0003,1772353020000,121.06,SEK
R00006,A0021,1772357640000,48.5,USD
R00007,A0020,1772360820000,27.22,SEK
R00008,A0037,1772363460000,39.79,USD
R00009,A0025,1772364240000,5.51,SEK
R00010,A0037,1772366580000,12.86,EUR
R00011,A0026,1772370840000,54.15,SEK
R00012,A0030,1772376840000,2.98,SEK
R00013,A0049,1772382900000,20.94,SEK
R00014,A0030,1772383320000,49.39,EUR
R00015,A0051,1772385060000,25.78,GBP
R00016,A0018,1772392980000,27.65,EUR
R00017,A0044,1772397660000,10.25,SEK
R00018,A0013,1772401380000,4.23,EUR
R00019,A0054,1772410260000,15.3,EUR
R00020,A0028,1772413980000,10.64,EUR
R00021,A0010,1772416560000,22.02,SEK
R00022,A0008,1772416920000,6.83,GBP
R00023,A0016,1772438880000,14.32,EUR
R00024,A0048,1772438880000,13.86,EUR
R00025,A0029,1772441460000,12.06,EUR
R00026,A0010,1772446440000,32.45,USD
R00027,A0034,1772450280000,10.51,GBP
R00028,A0029,1772456160000,73.3,SEK
R00029,A0019,1772463720000,19.33,SEK
R00030,A0024,1772469900000,19.59,GBP
R00031,A0036,1772479860000,23.52,GBP
R00032,A0036,1772485260000,13.9,EUR
R00033,A0000,1772496120000,1.56,SEK
R00034,A0005,1772501940000,2.69,EUR
R00035,A0027,1772503320000,4.15,EUR
R00036,A0046,1772503380000,4.59,EUR
R00037,A0020,1772509800000,6.49,USD
R00038,A0000,1772515260000,40.55,USD
R00039,A0049,1772534400000,22.43,SEK
R00040,A0006,1772541180000,45.22,EUR
R00041,A0016,1772549340000,44.79,SEK
R00042,A0026,1772551860000,24.69,EUR
R00043,A0031,1772554740000,46.98,EUR
R00044,A0040,1772556360000,168.04,SEK
R00045,A0015,1772556900000,7.95,USD
R00046,A0045,1772557200000,27.71,USD
R00047,A0056,1772557440000,8.02,GBP
R00048,A0031,1772558040000,7.81,SEK
R00049,A0032,1772561280000,10.76,GBP
R00050,A0040,1772567580000,34.41,GBP
R00051,A0048,1772568180000,39.35,GBP
R00052,A0030,1772585340000,39.93,GBP
R00053,A0052,1772592900000,26.8,EUR
R00054,A0005,1772609820000,9.28,USD
R00055,A0018,1772632920000,19.39,SEK
R00056,A0044,1772633820000,2.53,GBP
R00057,A0003,1772634900000,97.43,EUR
R00058,A0038,1772644740000,15.99,GBP
R00059,A0031,1772649180000,114.64,USD
R00060,A0032,1772667480000,1.81,SEK
R00061,A0052,1772675940000,4.39,EUR
R00062,A0025,1772676300000,13.76,SEK
R00063,A0036,1772692860000,6.89,EUR
R00064,A0019,1772698260000,34.35,SEK
R00065,A0002,1772700540000,7.31,EUR
R00066,A0033,1772702520000,54.08,SEK
R00067,A0056,1772705400000,22.6,EUR
R00068,A0005,1772724240000,31.85,EUR
R00069,A0013,1772724420000,3.57,EUR
R00070,A0037,1772733060000,51.88,EUR
R00071,A0013,1772733180000,113.16,GBP
R00072,A0007,1772743980000,24.41,SEK
R00073,A0016,1772746740000,13.34,SEK
R00074,A0024,1772748240000,56.25,GBP
R00075,A0047,1772751780000,3.88,GBP
R00076,A0058,1772754060000,28.09,USD
R00077,A0045,1772764980000,18.71,SEK
R00078,A0047,1772766360000,63.6,EUR
R00079,A0007,1772766720000,150.47,SEK
R00080,A0033,1772775660000,67.45,USD
R00081,A0015,1772777880000,7.98,USD
R00082,A0041,1772779020000,26.78,USD
R00083,A0038,1772781420000,38.62,USD
R00084,A0018,1772782920000,314.32,USD
R00085,A0013,1772784120000,6.36,SEK
R00086,A0000,1772790720000,3.65,GBP
R00087,A0025,1772792100000,84.77,GBP
R00088,A0004,1772793420000,5.03,SEK
R00089,A0001,1772794080000,24.32,SEK
R00090,A0033,1772795820000,39.34,EUR
R00091,A0048,1772797680000,37.12,EUR
