account_id,event_time,health_score
A0000,1767362155000,50.62
A0000,1773099891000,89.41
A0001,1767348722000,48.71
A0001,1773982145000,86.01
A0002,1767379326000,49.18
A0002,1773960443000,10.24
A0003,1767233732000,52.13
A0003,1772989410000,10.23
A0004,1767303349000,46.73
A0004,1772602443000,93.17
A0005,1767265984000,41.47
A0005,1773859042000,89.93
A0006,1767245862000,49.23
A0006,1773536350000,89.46
A0007,1767237719000,51.23
A0007,1773071405000,6.41
A0008,1767384832000,49.8
A0008,1773178203000,94.62
A0009,1767398124000,51.66
A0009,1772744439000,85.07
A0010,1767370343000,48.21
A0010,1773738000000,93.95
A0011,1767272193000,59.03
A0011,1773209549000,89.94
A0012,1767365968000,44.41
A0012,1773687419000,10.35
A0013,1767239493000,53.45
A0013,1772781041000,86.14
A0014,1767245488000,46.81
A0014,1773748861000,8.9
A0015,1767384123000,47.9
A0015,1773197823000,87.88
A0016,1767383748000,46.66
A0016,1773893166000,9.47
A0017,1767326222000,45.72
A0017,1773133324000,6.88
A0018,1767381695000,64.31
A0018,1773714151000,91.05
A0019,1767369183000,51.31
A0019,1773714549000,94.64
A0020,1767330881000,44.44
A0020,1774240899000,90.3
A0021,1767340433000,49.01
A0021,1773703949000,90.69
A0022,1767393379000,50.32
A0022,1773695183000,14.33
A0023,1767266815000,57.62
A0023,1774349512000,93.83
A0024,1767392935000,46.12
A0024,1773944251000,14.54
A0025,1767235522000,49.22
A0025,1772873313000,92.01
A0026,1767302133000,48.31
A0026,1773336801000,9.25
A0027,1767244988000,39.93
A0027,1773342159000,85.87
A0028,1767263658000,54.22
A0028,1774454803000,92.62
A0029,1767226065000,57.34
A0029,1772890812000,90.86
A0030,1767352807000,43.34
A0030,1772821749000,12.75
A0031,1767335809000,46.19
A0031,1773030367000,6.56
A0032,1767256042000,48.54
A0032,1773169634000,93.91
A0033,1767324125000,53.99
A0033,1772876870000,86.16
A0034,1767242807000,57.97
A0034,1772612914000,86.64
A0035,1767340359000,50.49
A0035,1772411056000,89.66
A0036,1767245113000,51.98
A0036,1774353889000,8.21
A0037,1767397532000,54.02
A0037,1772511779000,92.36
A0038,1767395474000,57.49
A0038,1773110391000,89.28
A0039,1767371745000,64.76
A0039,1774168026000,6.76
A0040,1767389802000,48.15
A0040,1773046684000,14.29
A0041,1767228687000,43.14
A0041,1772961951000,91.34
A0042,1767336883000,49.92
A0042,1773986455000,87.26
A0043,1767228500000,53.74
A0043,1772964849000,88.88
A0044,1767362795000,43.05
A0044,1774355006000,12.98
A0045,1767298229000,47.56
A0045,1773315543000,8.6
A0046,1767393474000,52.56
A0046,1773713282000,9.37
A0047,1767274224000,49.22
A0047,1774204122000,91.99
A0048,1767364506000,63.25
A0048,1773184730000,85.15
A0049,1767352243000,52.58
A0049,1773837600000,92.66
A0050,1767349536000,49.87
A0050,1773616950000,11.13
A0051,1767234437000,51.33
A0051,1772825264000,94.98
A0052,1767369807000,44.27
A0052,1773172064000,14.3
A0053,1767306373000,51.44
A0053,1772759254000,7.3
A0054,1767258463000,44.65
A0054,1773893382000,85.69
A0055,1767295879000,56.1
A0055,1773150523000,12.44
A0056,1767291855000,43.62
A0056,1772418130000,10.34
A0057,1767388581000,46.73
A0057,1773276990000,92.53
A0058,1767376117000,55.23
A0058,1772400820000,89.9
A0059,1767298035000,45.9
A0059,1773842274000,5.37
A0060,1767367473000,51.8
A0060,1773917330000,9.63
A0061,1767380021000,42.84
A0061,1773539538000,9.01
A0062,1767294745000,52.95
A0062,1773104034000,85.21
A0063,1767334193000,46.04
A0063,1773253518000,9.43
A0064,1767301409000,47.42
A0064,1774016351000,13.55
A0065,1767362795000,52.95
A0065,1773695242000,92.02
A0066,1767313084000,48.35
A0066,1773588635000,6.02
A0067,1767364987000,43.64
A0067,1774143814000,11.77
A0068,1767360190000,51.5
A0068,1773419543000,6.4
A0069,1767243167000,46.16
A0069,1773724977000,10.89
A0070,1767289894000,47.54
A0070,1774212621000,86.96
A0071,1767243586000,49.17
A0071,1773087591000,88.92
A0072,1767355950000,48.05
A0072,1773087771000,11.8
A0073,1767329308000,48.08
A0073,1773340020000,87.2
A0074,1767358489000,56.59
A0074,1773053263000,93.02
A0075,1767322503000,55.3
A0075,1774294842000,7.06
A0076,1767366438000,46.85
A0076,1774619047000,92.72
A0077,1767316542000,53.23
A0077,1773646609000,94.16
A0078,1767328135000,37.88
A0078,1773616152000,8.77
A0079,1767379451000,59.99
A0079,1774182138000,8.56
A0080,1767380278000,55.66
A0080,1772536368000,87.73
A0081,1767292017000,48.07
A0081,1774294125000,9.17
A0082,1767391303000,56.69
A0082,1773962544000,85.99
A0083,1767373835000,49.99
A0083,1773963703000,8.16
A0084,1767293694000,50.64
A0084,1774423908000,12.05
A0085,1767394313000,52.28
A0085,1772830591000,13.68
A0086,1767353585000,49.37
A0086,1773007658000,90.41
A0087,1767374344000,61.15
A0087,1773503914000,9.48
A0088,1767355884000,45.96
A0088,1772502256000,87.03
A0089,1767271039000,44.06
A0089,1773085020000,86.55
A0090,1767342509000,46.76
A0090,1772911056000,9.74
A0091,1767257478000,58.33
A0091,1773826088000,92.63
A0092,1767373294000,51.37
A0092,1774134798000,88.55
A0093,1767280138000,49.62
A0093,1773545157000,14.58
A0094,1767333723000,41.06
A0094,1773658880000,88.04
A0095,1767388253000,53.18
A0095,1773563289000,10.25
A0096,1767326900000,49.53
A0096,1773233361000,7.06
A0097,1767226782000,52.76
A0097,1773065439000,94.09
A0098,1767362206000,53.87
A0098,1773152101000,10.84
A0099,1767326844000,47.72
A0099,1772691116000,94.57
