item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0000,2.712,-0.4491,1.166,1.7492,0.6242,-2.0843,-0.2633,1.1454
I0001,-0.5003,-0.9945,-0.7825,0.4389,1.4941,-0.002,0.0316,-0.8731
I0002,-0.2132,0.0863,-0.1413,-0.157,0.6864,1.4665,0.5139,1.2253
I0003,-0.3787,1.8253,-0.1324,0.5454,1.4004,-1.1254,-2.3058,-0.8787
I0004,-0.1109,-1.0623,-0.473,1.892,1.4045,0.008,0.3533,0.6451
I0005,-1.3658,-0.3232,0.7531,-0.9171,0.0823,0.396,1.1415,1.2779
I0006,1.0429,-1.6549,1.2686,2.3663,1.3083,0.779,-0.201,0.0568
I0007,0.4723,-0.1509,0.1786,-0.0475,0.3929,1.3734,0.3468,-0.5698
I0008,0.5816,0.91,-0.9058,-0.0416,-1.5919,0.4845,-2.1799,1.7762
I0009,-1.6613,-0.5811,-1.2177,-1.0417,-0.667,-0.9397,-1.031,0.6399
I0010,-0.1513,-0.9342,0.9121,0.8138,0.5997,-0.3823,-1.0319,0.0492
I0011,0.3008,0.999,1.3558,-1.785,1.8694,-0.5087,-0.8081,-0.9821
I0012,0.7618,2.7386,-0.7996,0.6721,-0.2054,-1.8589,0.2302,1.7551
I0013,-0.1467,-1.3826,-0.9554,0.3953,0.7069,0.142,0.2539,-2.3644
I0014,-2.3591,-0.2581,1.0703,-1.6929,-0.3998,-0.6589,0.7429,-0.8509
I0015,1.1834,1.0829,-0.5358,-1.2372,0.8003,0.2844,0.0908,-0.6861
I0016,2.4812,0.0484,-0.257,-1.4331,0.2142,-2.1343,-0.691,1.5168
I0017,0.8427,0.2738,0.4123,-0.3716,0.5457,-0.8725,-0.9022,-0.432
I0018,0.3118,-0.0117,-0.479,-1.4363,-0.99,-0.1213,-0.0995,-0.7179
I0019,1.3915,-0.4426,-1.0032,1.0645,2.1969,0.3062,-1.0884,0.7348
I0020,-0.1467,-1.3826,-0.9554,0.3953,0.7069,0.142,0.2539,-2.3644
I0021,-0.5561,0.8775,0.1468,0.8771,0.8217,-0.4564,0.3233,-0.6159
I0022,0.3985,-0.9059,0.4663,2.276,0.3272,-1.0903,-0.7102,-0.9129
I0023,1.1834,1.0829,-0.5358,-1.2372,0.8003,0.2844,0.0908,-0.6861
I0024,-0.3837,0.1341,-0.4191,0.262,-0.4555,1.1991,1.7851,0.121
I0025,0.3556,-0.2165,0.4975,0.6839,-0.7778,0.14,-0.1547,-1.6108
I0026,1.0189,-1.2774,-0.3089,-1.1661,0.1423,-0.289,-0.3399,0.5619
I0027,0.6196,0.1,0.5287,0.0404,0.8684,2.4378,0.7312,0.0191
I0028,-1.4236,0.2525,0.1921,1.1544,-0.4234,0.7161,-0.4036,1.3787
I0029,-0.5102,0.5335,-0.9045,1.0911,0.8998,-0.4243,-1.1603,-0.7915
I0030,0.7231,-0.095,-0.3306,1.3353,0.5915,0.7237,0.8538,-0.0467
I0031,-0.7336,-2.0504,-0.5324,-0.2864,-1.0526,-3.4245,0.2598,0.8304
I0032,0.7618,2.7386,-0.7996,0.6721,-0.2054,-1.8589,0.2302,1.7551
I0033,0.2329,-0.885,-0.4623,-0.6475,0.7111,0.892,0.2147,1.0237
I0034,1.0189,-1.2774,-0.3089,-1.1661,0.1423,-0.289,-0.3399,0.5619
I0035,1.3915,-0.4426,-1.0032,1.0645,2.1969,0.3062,-1.0884,0.7348
I0036,0.7515,-1.5879,-0.6635,-0.7276,0.9194,2.6939,0.0319,-0.5811
I0037,-0.1109,-1.0623,-0.473,1.892,1.4045,0.008,0.3533,0.6451
I0038,-0.6374,0.8173,0.361,0.0759,-0.2468,0.3397,0.3883,-0.045
I0039,0.6461,0.3948,-0.7415,-1.842,-1.1296,-0.4964,-0.806,1.3172
I0040,1.7016,0.197,-0.5196,-0.5646,0.2578,-0.5956,0.114,-0.1194
I0041,-0.3296,0.6244,0.3067,-0.5511,0.4552,-0.2536,-0.3167,0.2434
I0042,0.1105,-0.0332,-1.1279,-0.1012,0.457,0.8724,-0.834,0.2537
I0043,-0.1432,-0.0735,0.8116,1.6134,-0.426,-0.5104,-1.8251,-0.9609
I0044,1.599,0.0854,-1.963,-0.0232,0.8143,-0.147,0.8821,-0.9335
I0045,-0.7336,-2.0504,-0.5324,-0.2864,-1.0526,-3.4245,0.2598,0.8304
I0046,0.204,-0.6441,0.4338,-0.6919,-0.6291,-1.0823,0.0449,0.58
I0047,0.4723,-0.1509,0.1786,-0.0475,0.3929,1.3734,0.3468,-0.5698
I0048,-1.8601,-0.65,-0.0848,0.3861,-0.3616,-1.4882,0.3922,0.1974
I0049,1.6312,-1.5511,-0.7729,-0.7119,1.7594,0.1396,0.1903,-0.1156
I0050,0.2996,-1.0174,-0.1922,0.1725,-0.56,1.0166,0.3366,-0.469
I0051,0.9696,-1.5513,0.331,1.6868,-0.3,0.6695,-0.9753,0.1893
I0052,0.2526,0.224,-0.1225,1.5995,-0.5584,0.3104,-0.3374,-0.1473
I0053,-0.6833,1.2756,0.2563,1.4433,0.3703,-1.5543,1.0937,-0.1443
I0054,0.1045,-1.1251,-0.3343,0.7522,0.9012,1.1833,0.8516,1.0137
I0055,1.3751,-0.2783,-0.2264,0.632,-0.8613,-1.5385,0.9529,0.2662
I0056,0.4307,-0.2302,0.3192,0.2434,1.9205,-0.5031,0.1877,0.041
I0057,2.327,-2.3407,0.5528,0.342,1.7921,-0.118,-0.9254,0.9148
I0058,0.8867,-0.5954,0.4362,1.0404,0.9498,-0.8125,0.9987,0.2321
I0059,-0.0666,-0.3664,2.1623,0.2264,0.9799,-0.5014,1.7398,-1.1722
