row_id,f1,f2,f3,f4,f5,label
T00000,0.080672,0.810187,0.448676,0.230075,1.124201,0
T00001,1.322466,-0.671867,-0.977899,-3.040933,-0.684658,0
T00002,-0.411287,-0.469854,-2.022005,0.077477,0.715969,0
T00003,-0.132062,0.237526,0.228945,-0.743435,-0.396164,1
T00004,1.155079,0.277768,-0.042196,0.096597,0.745977,0
T00005,0.218452,0.597509,0.123028,-0.454125,-0.320119,1
T00006,-1.502116,0.655414,-2.029786,-0.644761,-0.523979,1
T00007,-1.963102,-1.557698,0.603753,-0.285667,0.043018,1
T00008,0.192362,-0.063185,-1.766948,1.313487,-0.483145,1
T00009,-0.546071,-0.642308,-1.219629,1.605833,0.002059,1
T00010,0.567281,0.485324,1.604371,-0.794376,0.054786,1
T00011,-0.984681,0.854058,-2.89799,0.987899,1.326008,0
T00012,0.718959,-0.533252,-0.037526,2.262105,-0.215283,1
T00013,0.819796,-1.441972,-1.185388,0.49425,0.227785,0
T00014,-0.077007,0.486056,1.099231,-0.640536,0.849585,1
T00015,-0.99298,0.850952,-0.966555,0.766012,-1.443875,1
T00016,-0.074051,-0.251578,-1.497425,1.884488,0.210927,0
T00017,-0.77522,-0.388981,-0.963682,0.658311,-0.316112,1
T00018,0.04477,-0.19688,1.388178,0.261242,-0.789976,1
T00019,-0.855051,1.702462,0.690129,1.217277,0.298551,0
T00020,-0.476524,0.99994,0.110781,-0.069912,0.212822,1
T00021,1.500066,-0.570723,-0.747838,0.721502,-1.046261,0
T00022,1.311579,-1.808596,0.352122,1.233036,-0.483729,1
T00023,-0.999801,-0.1411,1.193346,0.943563,-1.100948,1
T00024,-0.163928,-0.085187,-0.528942,0.034756,0.505598,0
T00025,-0.50611,-0.858738,-0.81379,0.605113,0.916775,1
T00026,2.246163,0.788359,-0.668701,-0.980163,0.525348,0
T00027,-1.827157,-1.225877,-0.814499,0.705018,0.126453,1
T00028,-1.062651,0.348378,-0.269141,0.422717,-1.219394,1
T00029,0.313852,-1.722108,-0.238434,0.495314,1.387566,1
T00030,0.852717,0.43311,0.37585,0.227767,3.929575,0
T00031,-1.374017,-1.726421,2.978331,0.569624,-0.028079,1
T00032,1.194294,0.734639,-1.27601,0.188559,-0.278233,1
T00033,0.388078,-1.162344,0.507025,-1.02186,0.006132,1
T00034,-0.448158,0.143638,0.614653,-0.493052,0.97646,1
T00035,1.54621,-0.373867,-0.805293,1.068287,0.68703,0
T00036,-2.887701,0.556134,0.992443,0.080127,0.184601,1
T00037,-0.028197,-0.057926,0.804064,-0.353771,0.80672,0
T00038,-1.435437,0.320763,-0.571329,-0.430615,1.055986,1
T00039,1.438155,-1.576392,-1.149379,-0.159754,-0.696126,1
T00040,0.570521,0.009315,-0.346934,0.026274,-1.40794,1
T00041,-0.699814,0.961802,-0.658088,-0.581704,1.822995,1
T00042,-0.853316,0.916756,-0.024995,0.813115,-1.094711,1
T00043,0.876712,1.577238,-0.464887,-1.270031,-0.020125,0
T00044,-0.109346,2.734642,-0.832524,-0.916404,-1.094322,0
T00045,-1.815835,0.340137,1.583753,1.436216,-1.05252,1
T00046,-0.907665,-0.194587,0.009654,-0.452312,-0.793216,1
T00047,-1.556816,-1.406945,-0.479946,-0.433994,0.537577,1
T00048,0.283256,-0.429216,-1.306238,0.329361,0.590645,0
T00049,0.764176,0.395738,0.702622,-0.117235,0.858152,0
T00050,0.902215,-0.085647,-0.752051,0.370242,-0.087475,1
T00051,0.757624,-0.151337,-2.567007,-1.411093,-1.390055,1
T00052,-0.392992,-0.166269,-1.081136,0.101554,-0.217467,1
T00053,0.054366,1.082028,-0.046582,0.652665,-0.529773,1
T00054,-0.224788,-0.054602,-0.496267,2.094514,-0.048901,0
T00055,-0.000453,-0.125012,1.269973,-1.564136,-0.341493,1
T00056,-0.645566,0.403031,-0.213793,-0.220433,-1.69932,1
T00057,-0.055663,-0.215677,-0.681554,1.114208,0.636503,0
T00058,0.429628,0.432895,-0.811844,-0.320405,-0.029236,0
T00059,1.00668,-0.819323,-0.172286,-0.577986,-1.447238,1
T00060,0.198233,0.606896,-1.124433,0.975012,0.213344,0
T00061,-1.358931,-0.967772,-0.818039,-1.175778,-0.115161,1
T00062,1.177912,-0.413202,0.33292,0.508838,-0.524867,1
T00063,1.69233,0.378325,1.022128,0.045396,-0.349252,0
T00064,0.029899,0.549241,1.316183,0.714588,0.161778,0
T00065,-1.780894,0.698583,-2.713283,1.614383,0.420209,1
T00066,0.026212,-0.681656,2.552822,-0.434745,-0.259097,1
T00067,-1.612734,-1.718844,-1.610283,1.106245,0.898778,0
T00068,1.027233,-0.214806,-0.908263,0.442253,0.358704,0
