account_id,event_time,amount,balance
A0000,1772762890000,12.3,2135.69
A0001,1770677414000,142.86,6024.03
A0002,1770712392000,12.56,2019.88
A0003,1767262849000,12.87,7584.26
A0004,1772427317000,171.75,4320.2
A0005,1767995057000,93.41,7054.51
A0007,1767300123000,38.14,4147.02
A0008,1773391027000,94.75,3569.36
A0010,1771027349000,44.87,8326.76
A0012,1768596524000,16.74,4060.92
A0012,1771006578000,38.4,3376.51
A0013,1767310196000,71.13,3780.41
A0014,1767289891000,47.75,4797.98
A0014,1772852916000,13.58,5583.78
A0016,1770151549000,24.82,6420.11
A0019,1768084365000,26.13,5293.42
A0022,1770318864000,12.22,4414.1
A0023,1771562085000,46.97,6294.75
A0025,1772006842000,100.78,6313.94
A0027,1767857859000,46.14,6069.97
A0027,1769076619000,17.94,6011.1
A0030,1770488635000,92.61,7788.86
A0033,1772088243000,10.39,3900.11
A0035,1768666182000,5.99,7285.48
A0035,1769677981000,14.64,7226.76
A0036,1772869776000,151.22,3927.07
A0037,1770647425000,50.39,1162.56
A0041,1768767052000,236.19,3193.05
A0041,1770739729000,27.67,3221.09
A0042,1770890689000,207.03,3513.81
A0043,1767614690000,67.32,6425.91
A0043,1769066328000,8.07,7284.41
A0044,1771287129000,25.43,1178.15
A0046,1767302400000,8.69,4523.01
A0047,1769314766000,739.28,6488.61
A0051,1771033513000,73.26,5166.85
A0051,1771220747000,17.35,5656.34
A0053,1769946843000,12.74,2831.63
A0054,1770976765000,56.53,7846.47
A0055,1767229123000,92.39,2561.75
A0055,1771735744000,12.74,2344.23
A0058,1768909996000,23.61,4104.7
A0059,1770139626000,165.68,3430.08
A0060,1769359869000,77.62,4148.78
A0060,1771870554000,36.07,4085.88
A0063,1769867396000,112.73,6412.68
A0064,1767250462000,101.82,10475.62
A0064,1768598284000,33.39,10343.55
A0064,1770217134000,33.91,10474.92
A0064,1771898662000,10.5,9929.58
A0065,1772391024000,26.3,1618.83
A0069,1770062709000,57.76,7538.34
A0070,1770400809000,21.64,3388.11
A0074,1768005506000,5.24,6410.23
A0075,1771601107000,80.53,7679.59
A0078,1770212021000,53.52,6455.14
A0079,1772216487000,9.49,5611.74
A0080,1769484794000,11.08,9269.62
A0080,1771885457000,48.78,10220.83
A0082,1772487732000,7.46,4812.17
A0083,1767300805000,7.81,3227.03
A0085,1771671936000,6.91,5454.61
A0086,1767270877000,10.36,7376.25
A0087,1772675402000,30.12,2370.13
A0088,1767718629000,68.11,1591.52
A0090,1772082218000,178.55,7338.82
A0096,1773097826000,11.05,4812.31
A0098,1768943946000,88.25,2151.02
