date,pm25_lag1,temperature,humidity,wind_speed,pressure,precipitation
2025-04-12,2.1,7.7,69,16.2,1003.5,0.0
2025-04-15,6.6,9.0,68,14.3,1012.4,0.0
2025-04-17,8.5,10.4,90,10.7,1011.0,0.0
2025-04-24,6.4,5.5,60,11.9,1017.8,0.3
2025-04-28,3.4,11.9,67,26.2,1012.0,0.2
2025-05-04,1.5,5.7,55,26.9,1003.6,0.1
2025-05-06,2.7,6.7,59,22.0,1011.2,0.3
2025-05-15,2.6,9.7,62,28.7,1010.3,0.6
2025-05-18,3.2,10.2,67,23.7,1012.3,0.0
2025-05-21,3.3,7.9,79,19.6,1001.1,4.3
2025-05-23,2.2,8.4,74,23.7,1001.3,1.2
2025-05-29,4.1,15.0,58,11.9,1006.9,0.0
2025-06-04,3.1,15.8,64,22.7,1002.8,0.2
2025-06-13,1.5,14.7,60,9.5,1026.5,0.0
2025-06-15,2.5,20.2,44,14.2,1012.8,0.0
2025-06-19,3.4,15.3,59,20.7,1008.2,1.3
2025-06-21,2.7,16.7,52,23.1,1010.4,0.0
2025-06-27,3.7,15.3,84,22.4,1001.8,4.2
2025-07-08,3.7,14.4,78,16.5,1002.1,4.6
2025-07-16,7.0,20.9,80,15.0,1005.8,0.1
2025-07-18,6.3,20.8,71,11.0,1011.7,0.0
2025-07-20,9.0,21.4,62,14.9,1008.2,0.0
2025-07-22,8.3,21.2,77,20.0,1004.9,1.3
2025-07-24,8.5,22.2,76,13.3,1006.5,2.3
2025-07-31,4.2,18.8,80,12.7,1005.2,2.8
2025-08-03,3.2,19.2,79,15.8,1009.7,2.9
2025-08-05,4.0,17.9,69,21.4,999.3,4.4
2025-08-09,6.8,17.5,71,16.9,1012.2,0.0
2025-08-13,3.9,19.0,71,9.3,1017.0,0.0
2025-08-16,7.6,15.5,58,27.6,1008.9,0.0
2025-08-22,3.7,10.5,88,18.6,1001.3,27.0
2025-08-24,1.2,13.2,70,23.0,1003.4,1.5
2025-08-26,1.9,12.2,78,10.0,1006.9,1.0
2025-08-29,4.8,15.5,90,17.5,1000.8,2.4
2025-09-02,6.8,16.7,87,15.2,1008.4,1.6
2025-09-09,8.3,17.7,83,13.8,1019.1,0.0
2025-09-11,8.5,17.4,90,36.9,1005.0,15.0
2025-09-17,3.1,13.9,86,20.2,997.9,4.8
2025-09-21,4.3,16.6,82,22.1,997.1,1.2
2025-09-27,4.4,10.5,85,8.3,1029.9,0.0
2025-09-30,2.7,9.6,74,11.1,1031.3,0.0
2025-10-03,6.3,8.9,78,14.2,1023.1,0.0
2025-10-07,5.7,10.9,89,18.4,1013.6,6.5
2025-10-12,2.1,8.5,67,25.8,1014.9,0.0
2025-10-16,3.3,7.6,81,12.3,1008.9,0.0
2025-10-28,5.4,5.5,94,9.3,986.4,0.8
2025-11-02,3.0,8.9,94,20.0,1002.5,5.0
2025-11-10,7.2,5.4,92,5.8,1009.4,0.0
2025-11-12,8.9,7.8,94,27.6,1002.8,3.8
2025-11-14,2.5,1.0,80,15.4,1004.8,0.0
2025-11-16,2.2,0.9,89,17.8,997.4,0.2
2025-11-26,9.0,-3.2,98,9.4,1015.3,0.0
2025-12-04,8.7,4.3,94,10.4,1011.3,0.8
2025-12-17,11.6,5.1,95,19.8,1007.7,0.5
2025-12-23,3.2,-1.6,84,13.1,1031.9,0.2
2025-12-26,3.5,1.5,92,13.9,1024.6,0.0
2025-12-30,1.9,-3.4,64,28.0,1009.1,0.0
2026-01-06,3.4,-2.5,87,15.3,1006.4,10.5
2026-01-09,4.7,-4.4,81,19.3,1016.3,0.1
2026-01-15,4.5,1.3,93,19.5,1009.9,0.0
2026-01-23,2.6,-3.6,84,14.4,1018.3,0.0
2026-01-26,5.6,-5.1,90,15.6,1009.0,0.2
2026-01-28,2.7,-7.1,91,14.7,1011.5,0.0
2026-01-30,2.9,-5.8,80,13.9,1019.7,0.0
2026-02-02,2.8,-8.1,85,8.7,1025.1,0.0
2026-02-08,2.9,-6.2,92,12.4,1021.0,0.0
2026-02-14,4.8,-13.4,84,12.5,1010.1,0.0
2026-02-18,3.4,-6.9,87,11.6,1008.2,0.0
2026-02-21,5.4,-0.6,88,19.2,1000.4,4.6
2026-03-05,2.6,3.0,77,12.7,1018.2,0.0
2026-03-12,18.2,6.6,78,24.0,1003.8,1.7
2026-03-14,7.8,3.6,98,10.7,998.4,10.6
2026-03-17,7.5,3.5,88,14.3,1017.4,0.0
2026-03-24,6.6,5.2,77,23.3,1000.5,0.7
2026-04-02,4.3,7.1,89,13.8,1007.5,1.9
2026-04-06,2.9,5.5,66,33.9,995.0,1.2
2026-04-09,2.6,2.3,64,10.9,1026.8,0.0
2026-04-13,5.5,6.3,70,15.3,1025.1,0.0
2026-04-18,5.2,8.3,64,10.7,1019.3,0.0
2026-04-22,4.3,9.0,59,17.7,1014.5,0.0
2026-04-26,1.9,5.8,43,28.3,1011.7,0.2
2026-05-04,3.5,9.9,68,21.9,1000.8,5.3
2026-05-09,2.7,9.6,48,13.8,1021.5,0.0
2026-05-11,2.9,10.6,59,14.7,1000.4,1.9
2026-05-18,2.7,12.0,67,11.2,1016.6,0.0
2026-05-20,2.9,13.6,65,13.7,1017.0,0.0
2026-05-22,5.2,15.9,68,15.3,1017.2,0.7
2026-05-25,2.3,15.9,56,16.6,1017.0,0.0
2026-05-29,2.0,14.5,55,10.3,1014.0,0.0
2026-05-31,4.1,16.8,53,13.9,1008.3,0.0
