row_id,a_val
R00001,9.7655
R00002,7.0804
R00004,9.705
R00005,10.59
R00006,11.5532
R00007,9.0251
R00010,10.414
R00011,3.7504
R00012,10.9337
R00013,9.6533
R00014,9.0928
R00016,7.2307
R00018,12.065
R00019,16.3068
R00020,5.0832
R00021,4.6144
R00022,3.7067
R00023,11.3338
R00024,6.324
R00025,3.3053
R00027,10.6541
R00028,16.7599
R00029,11.4924
R00031,9.1019
R00032,5.5058
R00033,12.5571
R00034,6.6164
R00035,13.3387
R00036,11.0345
R00037,4.2891
R00038,8.0269
R00039,5.6165
R00040,7.7671
R00041,7.3484
R00042,9.267
R00044,9.0575
R00045,14.9175
R00047,15.8542
R00048,9.4412
R00050,10.4258
R00051,13.1243
R00053,14.0323
R00055,4.0642
R00058,11.3376
R00059,18.7391
R00060,11.5635
R00061,5.5018
R00064,5.7051
R00065,7.9922
R00066,8.836
R00068,8.4172
R00069,1.677
R00070,3.8407
R00072,4.0988
R00073,9.9561
R00074,8.1202
R00075,9.4102
R00076,3.3657
R00077,6.0598
R00079,8.6127
R00080,11.1953
R00081,8.329
R00083,11.1907
R00084,14.5867
R00085,3.3804
R00086,8.6951
R00087,12.5248
R00088,-1.6465
R00089,5.4839
R00090,9.7314
R00091,5.82
R00092,12.7315
R00093,8.4083
R00094,3.6592
R00095,8.2856
R00097,10.3679
R00099,12.8935
R00100,8.344
R00101,9.0878
R00102,9.0924
R00103,6.277
R00104,6.761
R00105,13.6697
R00106,4.6502
R00107,10.6493
R00108,11.3795
R00109,9.8426
R00110,6.8735
R00111,8.8658
R00112,11.4839
R00113,6.6309
R00114,9.9533
R00115,14.6589
R00116,8.649
R00117,7.3879
R00119,13.4229
R00120,14.1625
R00122,13.0614
R00123,9.2539
R00124,10.6207
R00126,4.8144
R00127,9.8556
R00128,5.3757
R00132,8.9006
R00133,11.4119
R00134,2.7169
R00135,20.8513
R00136,14.5119
R00137,5.641
R00139,13.946
R00140,14.3812
R00141,6.2462
R00142,7.5059
R00143,16.3419
R00144,13.4227
R00145,2.2738
R00146,12.1391
R00147,6.096
R00148,7.959
R00150,7.7307
R00151,9.8854
R00152,6.5238
R00155,16.0688
R00157,8.5432
R00158,10.0167
R00159,9.098
R00160,12.7047
R00162,17.258
R00163,16.5791
R00164,16.2752
R00165,6.8727
R00166,11.5003
R00167,13.2749
R00168,13.6654
R00169,9.916
R00170,6.057
R00171,12.2636
R00172,10.2524
R00173,9.8014
R00174,15.57
R00175,20.1668
R00177,3.5284
R00178,13.8369
R00180,14.4273
R00183,6.5463
R00184,0.8124
R00186,10.7771
R00187,3.5294
R00188,14.634
R00190,8.2877
R00192,9.9084
R00193,23.5462
R00194,11.9249
R00195,5.6874
R00196,4.4068
R00197,8.4
R00198,10.5343
R00199,18.0614
R00200,10.963
R00201,10.4773
R00202,17.6553
R00204,19.1609
R00205,13.843
R00206,6.7313
R00207,12.8274
R00208,10.2851
R00210,6.5421
R00211,14.8894
R00212,9.6548
R00213,16.0669
R00214,10.1665
R00217,12.0838
R00218,5.5429
R00220,9.6978
R00221,3.0314
R00222,12.0668
R00223,6.6449
R00224,6.014
R00226,1.7231
R00227,9.2297
R00228,6.5735
R00230,19.5743
R00233,9.4828
R00234,3.6047
R00235,13.0017
R00237,7.2083
R00238,17.1562
R00239,12.7412
R00241,20.417
R00242,5.3927
R00243,2.2629
R00244,6.2078
R00245,8.3213
R00246,14.7906
R00247,4.3288
R00248,10.5058
R00249,4.2148
R00251,6.6263
R00252,9.1306
R00253,4.405
R00254,16.2821
R00255,6.7035
R00258,6.0833
R00259,15.2321
R00260,10.5653
R00261,4.3059
R00262,13.639
R00263,10.9224
R00264,13.9413
R00265,7.3886
R00267,10.6938
R00268,12.373
R00269,14.6017
R00270,3.5275
R00271,13.7205
R00272,5.6757
R00273,7.1041
R00274,11.5792
R00275,6.4873
R00277,7.0168
R00278,10.2153
R00279,12.8592
R00280,16.7888
R00281,4.4307
R00282,10.671
R00283,4.8558
R00284,7.12
R00285,8.863
R00287,14.6813
R00288,12.256
R00291,12.3896
R00293,17.4451
R00295,18.5184
R00297,6.9918
R00298,2.8558
R00299,11.4028
R00300,8.3845
R00301,10.2408
R00302,14.5683
R00303,11.2232
R00307,3.0917
R00308,14.8985
R00309,11.6689
R00310,12.1716
R00311,10.5214
R00312,8.4433
R00313,16.969
R00314,11.0096
R00317,10.4036
R00319,14.6892
