row_id,b_val
R00000,-2.383
R00001,-0.3876
R00002,4.3758
R00004,-1.6139
R00005,-1.9914
R00007,1.1359
R00008,6.0517
R00009,-4.6543
R00010,-7.0383
R00011,3.4067
R00012,3.1855
R00013,-2.2331
R00014,-0.2167
R00015,-2.4038
R00016,-8.2142
R00020,-14.1261
R00023,-4.2637
R00024,-9.8486
R00025,-4.2146
R00028,-3.8547
R00029,-7.0995
R00030,-6.0927
R00031,-5.8849
R00032,3.5833
R00033,-0.7812
R00034,0.9002
R00035,-13.1547
R00036,4.3391
R00038,-6.169
R00039,0.1848
R00040,-6.2761
R00041,-9.692
R00042,-7.0348
R00043,-14.806
R00044,-3.2932
R00045,-6.9989
R00046,0.5757
R00048,0.4021
R00049,1.5786
R00050,-7.735
R00051,-2.0861
R00052,-0.0056
R00053,-4.4526
R00055,2.0033
R00058,-1.8287
R00061,-0.5273
R00062,0.6305
R00064,-1.5991
R00066,-9.9284
R00067,-7.2832
R00068,-7.7378
R00069,-6.5424
R00071,-7.7282
R00072,-10.9921
R00074,-6.4336
R00075,-0.8756
R00076,-1.204
R00077,-6.5442
R00079,0.3367
R00080,-6.5298
R00081,-6.3718
R00082,5.736
R00085,-4.5803
R00086,-1.4941
R00087,1.3285
R00088,-17.7941
R00089,0.4774
R00090,-4.5903
R00091,0.5592
R00093,-1.7082
R00094,-2.5021
R00095,-1.2958
R00097,-10.699
R00098,-3.2463
R00100,-4.6466
R00101,-5.6775
R00104,1.6375
R00105,-2.6725
R00106,-1.0814
R00108,0.1004
R00109,-6.2978
R00110,-4.9444
R00112,4.5837
R00113,4.9742
R00114,4.4833
R00115,-3.3448
R00116,-1.14
R00118,0.8608
R00119,9.8661
R00120,-3.5034
R00122,-2.485
R00123,-2.9815
R00124,-5.0756
R00125,-5.2503
R00126,3.5966
R00127,0.5695
R00128,5.4766
R00129,-3.9838
R00130,-1.9626
R00131,-2.5184
R00132,-16.4626
R00134,-8.6813
R00135,-10.4345
R00136,-1.4142
R00138,-10.6847
R00141,-3.3271
R00142,-4.1511
R00143,-1.5581
R00144,3.3843
R00145,-10.1147
R00146,4.4554
R00147,3.434
R00148,-4.9236
R00149,-0.5521
R00150,-4.5558
R00152,-1.7308
R00153,-2.9168
R00154,3.2236
R00158,1.8874
R00159,-8.9089
R00160,-7.6886
R00161,-2.2758
R00162,-5.2205
R00164,-2.5422
R00165,-5.1739
R00166,-0.7011
R00167,4.9693
R00168,-0.5685
R00169,-4.3014
R00172,4.3769
R00173,3.2224
R00174,2.1338
R00175,-8.4955
R00176,-5.5268
R00178,-9.1166
R00179,-7.4908
R00180,-5.2015
R00181,-0.0282
R00182,1.0725
R00183,-0.28
R00184,-9.0317
R00185,8.5548
R00186,-5.9657
R00187,-5.8761
R00188,-4.0083
R00189,-3.7259
R00190,-8.5292
R00191,-6.656
R00192,-7.7601
R00193,-0.6161
R00196,-15.4608
R00198,-4.1819
R00199,-10.2716
R00200,-5.7099
R00201,-9.269
R00204,0.0159
R00205,1.0415
R00206,-1.8212
R00207,-6.129
R00209,-6.5654
R00210,3.8579
R00211,-1.9845
R00213,-2.9733
R00214,-1.5303
R00215,-9.1868
R00216,4.0539
R00219,-8.9604
R00220,-8.5291
R00221,3.8569
R00223,-2.9579
R00225,3.4897
R00226,-12.0775
R00231,-10.7016
R00234,-3.6964
R00236,-3.4856
R00237,-1.3788
R00239,-6.6432
R00240,6.6905
R00241,-4.0614
R00242,-2.2111
R00243,-0.5186
R00245,-0.6068
R00246,-5.6539
R00247,-5.5257
R00248,-6.0978
R00249,-2.6307
R00251,-6.1391
R00253,-0.6297
R00254,-7.4857
R00255,-5.5854
R00256,2.6134
R00257,-12.4871
R00258,-3.7834
R00260,-2.0816
R00264,-7.9185
R00265,-0.717
R00267,-5.0212
R00268,-2.1345
R00269,-4.949
R00270,-7.8544
R00271,-0.1289
R00272,0.4435
R00273,-1.1207
R00276,-3.3516
R00277,-1.7847
R00278,-4.4936
R00279,-2.4199
R00280,-1.2223
R00282,-7.6307
R00283,-5.8729
R00285,4.6275
R00286,-5.0933
R00287,1.5395
R00288,0.7549
R00289,-4.4177
R00291,5.6438
R00292,3.6096
R00294,0.1529
R00295,-4.6697
R00296,0.7678
R00298,2.1647
R00299,-8.7299
R00300,-9.9047
R00301,-14.9792
R00302,-7.2166
R00303,-7.6179
R00304,-1.5099
R00305,-1.652
R00306,1.0805
R00307,2.0395
R00308,-12.3011
R00309,-0.4326
R00310,-1.3276
R00311,-1.0686
R00313,-5.8778
R00314,-1.8442
R00316,-2.1703
R00317,1.7196
R00318,-6.1061
R00319,6.278
