row_id,f1,f2,f3,f4,f5,label
T00000,-0.921533,0.662015,0.766939,0.171035,-0.444145,0
T00001,-0.274609,1.258937,0.573516,0.891295,0.668273,1
T00002,0.153479,-0.857832,-0.268698,-0.095763,0.726874,1
T00003,1.79405,-0.468904,-0.354725,-0.385824,0.287273,1
T00004,-1.950757,-1.059806,0.493959,0.737611,-0.897063,0
T00005,-1.362882,-0.036155,0.774519,0.863517,-2.093748,0
T00006,0.538783,-0.796808,1.626929,-0.577453,-3.094717,0
T00007,-0.163112,-0.230191,0.235572,0.500144,2.211828,1
T00008,0.683885,-0.186255,-0.334513,-0.630304,-1.718366,1
T00009,-1.886732,0.553085,-0.505416,1.672933,0.767044,1
T00010,-1.276576,-0.560947,-1.451173,2.013456,2.036823,1
T00011,0.278697,0.050276,1.168635,0.903211,-1.136038,0
T00012,0.462638,-0.280668,0.076955,-1.697014,0.287564,1
T00013,0.115764,-0.572655,-0.543947,0.743065,0.714912,1
T00014,-1.117505,0.348941,-2.223314,-0.275586,-0.0872,1
T00015,0.844353,-0.45455,-0.038549,-0.782838,0.967882,0
T00016,0.389809,0.755439,0.64199,1.466832,-0.265521,0
T00017,1.012496,0.074712,-0.583573,0.207115,0.17696,1
T00018,0.845655,0.339855,0.202651,-1.288436,-0.701136,0
T00019,-0.078362,-0.850161,0.453217,-0.561252,-0.156967,0
T00020,-0.128007,0.121835,0.50846,0.332748,0.740827,0
T00021,-0.979054,-0.216879,0.601437,-1.013401,-1.061715,0
T00022,1.429691,-0.313182,-0.225646,1.283486,0.988106,1
T00023,1.188317,-2.517972,1.472711,-1.391538,1.401832,1
T00024,-1.962805,-0.484107,-0.572624,-1.818378,0.093087,0
T00025,0.764008,1.736503,0.440488,0.514838,0.105441,1
T00026,-0.475317,0.827243,-2.492725,2.133805,-0.868756,1
T00027,0.121355,-1.254417,0.173571,-0.230095,0.662214,1
T00028,1.738361,0.335269,1.06801,-0.679248,-0.050109,1
T00029,-0.139091,-0.545677,-0.512604,2.390712,-0.058943,1
T00030,-0.624582,1.675599,-0.675544,-1.454787,-0.074787,0
T00031,-2.089684,0.417634,0.70473,-0.739356,0.057802,0
T00032,1.108022,-0.561314,-0.595319,1.7079,-0.11292,1
T00033,0.821775,1.05522,1.485578,0.614934,-1.17991,0
T00034,1.28805,-0.007581,-0.061926,-0.671318,-0.438518,1
T00035,-1.122057,1.778218,-1.369322,0.467395,1.296108,0
T00036,0.960775,0.887716,2.114669,0.35722,0.326978,0
T00037,-0.588716,1.583542,1.726878,-0.487303,0.912991,0
T00038,-0.392916,-1.913896,0.546273,-0.611455,-0.055739,1
T00039,0.317476,-0.054036,-0.991189,0.024007,-0.640258,1
T00040,1.441896,1.930764,-0.758918,0.143743,0.915866,1
T00041,0.186734,0.806734,-0.801265,-0.542677,0.762279,0
T00042,-0.066647,0.592616,-1.351588,-0.026199,0.178209,1
T00043,-2.020945,0.609702,0.639113,1.506603,0.295325,0
T00044,-1.098352,0.434309,-2.271112,0.876328,-0.758738,1
T00045,0.071016,-0.208618,-0.710619,0.065908,0.52467,1
T00046,-0.11526,2.579005,0.073789,-1.058246,-2.261886,0
T00047,0.631567,1.919812,-0.278143,0.596248,2.062732,1
T00048,-0.097604,2.081193,-1.005873,0.787325,1.305231,1
T00049,-0.386563,-0.113086,0.328536,1.64233,1.075329,1
T00050,-1.275112,-0.103559,0.48558,-0.35309,0.78938,1
T00051,0.874334,-0.319452,0.543285,0.414694,-1.320535,0
T00052,1.19958,0.093335,8.1e-05,0.045936,-0.663547,0
T00053,-1.700341,1.114938,-0.747773,0.658959,0.09495,1
T00054,-0.41691,-0.504096,0.85184,1.509724,0.618374,0
T00055,-0.228966,-0.112696,-0.904841,1.787268,-0.047811,1
T00056,0.65993,0.771818,0.660091,0.06295,-2.105168,1
T00057,1.045776,-0.180619,-1.513724,-2.298194,0.437212,1
T00058,2.115275,-1.628378,-1.344713,0.178435,0.881278,1
T00059,0.07876,0.585265,0.546637,0.13676,0.466204,0
T00060,-0.010973,-0.518833,-0.352725,0.879985,2.226016,1
T00061,0.074368,-1.645663,-1.251495,-0.029088,-0.467812,1
T00062,-0.035641,-1.680185,-0.552928,0.054721,2.064716,1
T00063,-1.372648,0.168905,-1.851083,-0.960336,-0.282677,1
T00064,0.258359,0.976079,2.735503,-1.739103,1.504119,0
T00065,0.435007,-1.021916,2.90908,0.003744,-0.887956,0
T00066,-0.354383,0.487899,-0.274884,0.559887,-0.0954,0
T00067,-0.411097,-0.535322,-1.232373,1.100852,0.522397,1
T00068,0.56873,0.202892,0.793718,-1.282829,-0.207037,1
T00069,-0.209206,0.228137,-0.747018,1.217026,0.220564,1
T00070,1.155482,0.111797,0.87884,2.118961,1.31369,1
T00071,0.730211,-0.590219,-0.919145,-1.332193,-1.000889,0
T00072,-1.534094,-0.710998,1.190549,0.667831,1.131446,0
T00073,0.139257,1.77174,-0.120064,-0.417472,0.551281,1
T00074,-0.930836,-0.042511,2.26553,-1.253344,0.510849,0
T00075,-1.398058,0.017314,0.492485,1.018295,0.965103,1
T00076,-0.805849,1.30887,0.871202,-0.364831,-0.710885,1
T00077,0.441699,1.233798,0.199742,0.362856,0.125052,1
T00078,-1.256022,-2.037362,-0.021641,0.616093,-0.93107,0
T00079,0.965791,1.649816,1.019433,-0.534519,2.115632,0
T00080,-0.452364,-0.598052,1.939089,-0.719966,0.129588,0
T00081,0.725172,1.66038,-2.48574,0.355512,-1.69436,1
T00082,0.667759,-1.808633,0.608111,1.284838,0.05554,1
T00083,0.455221,0.253077,-0.951252,1.199365,0.14687,1
T00084,1.652032,-0.846841,2.229459,0.626352,0.692299,0
T00085,0.567339,1.095298,0.185628,-0.144601,1.039024,1
T00086,-0.48482,1.961817,0.246948,1.258538,0.396333,0
T00087,-0.727322,-0.023397,-1.098654,-1.274788,-0.807003,1
T00088,0.577625,-0.103552,0.271788,0.266,-1.112025,0
T00089,0.724774,-0.121237,-1.655231,-0.947789,1.783373,1
T00090,0.192962,0.07589,-1.851883,0.694058,-0.379115,1
T00091,-0.095788,0.402377,-0.624508,-1.244012,0.453614,1
T00092,-0.008365,1.161185,0.183491,-0.087012,1.376281,1
T00093,0.491721,0.790171,-1.211535,-0.083622,-0.021185,1
T00094,1.006268,0.472082,-0.696304,-2.254635,0.782913,1
T00095,-1.062918,0.767296,1.220768,0.102056,-0.476062,0
T00096,0.778345,1.921182,0.53595,0.864724,-0.146076,0
T00097,-0.491006,0.023883,0.556483,-0.427715,0.70888,1
T00098,0.589028,2.151285,-2.309438,1.313705,-0.385091,1
T00099,0.438492,-0.265011,-1.90427,2.444465,0.52412,1
T00100,0.561574,-1.733756,0.011643,-0.9072,0.33044,1
T00101,0.061685,1.101413,0.894251,1.404714,-0.507054,1
T00102,-0.269217,2.576527,-0.913736,-0.050186,-0.53731,1
T00103,-1.169874,-0.172718,0.266465,0.540211,-0.270034,0
T00104,-0.058719,0.044233,1.59702,0.78478,-1.520262,0
T00105,1.95854,-1.118892,0.661933,-1.634727,-0.744683,0
T00106,0.868137,-0.533227,-0.724055,-1.083349,-0.606155,0
T00107,-0.347892,-1.992761,-0.114906,0.445368,-0.271335,0
T00108,0.23105,-1.124521,0.605001,-0.86341,0.94784,0
T00109,-1.595398,0.439385,1.193966,-0.07027,0.594144,0
T00110,-0.635985,-1.201532,1.001142,0.908803,-0.368484,0
T00111,-0.859412,0.439575,-1.534742,-1.359387,0.911622,1
T00112,0.427879,1.135855,-1.509145,1.173839,0.950765,1
T00113,-0.700446,1.748699,-1.296362,-0.082007,-0.78902,1
T00114,0.897916,-2.068146,1.34758,-1.285964,-0.040007,0
T00115,0.269598,2.081813,1.267692,0.43547,0.652084,0
T00116,-1.312359,0.679384,-0.101592,0.273139,-1.082991,0
T00117,0.370321,-0.600091,-0.24554,-0.796993,-0.612699,0
T00118,1.163639,0.126438,0.932692,1.03891,0.479809,0
T00119,-0.848187,0.751104,-0.645256,0.718685,-0.556412,1
T00120,0.425294,0.318924,0.545055,-0.513661,-0.31082,0
T00121,0.623192,-0.108193,-0.336074,2.100892,0.338252,1
T00122,-0.73168,1.147609,0.828908,-1.728986,-1.187952,0
T00123,0.986261,0.259233,0.911992,0.327911,1.813775,0
T00124,-2.091307,-0.451088,-0.475446,-1.332711,-0.746082,0
T00125,-0.168584,0.731078,-0.066756,0.368521,1.970835,1
T00126,-1.068916,-0.298223,-0.759321,-1.072451,-0.846499,0
T00127,0.467876,-1.445229,0.90975,0.771871,-0.664151,0
T00128,-1.938099,-1.133228,0.373676,0.09769,0.841141,0
T00129,-0.677841,0.972571,-0.032414,-0.372326,0.161273,1
T00130,1.894961,1.080556,0.098286,-0.644111,0.139035,1
T00131,0.579783,-0.373868,0.115787,0.662815,0.883601,0
T00132,-0.32416,-0.727271,1.59377,-1.55691,0.884418,0
T00133,0.831645,0.558474,1.712844,-0.15461,0.970186,0
T00134,-0.385811,0.284857,-0.679148,-0.481834,-0.701309,0
T00135,0.400254,-0.088667,0.539164,1.026432,-2.125748,0
T00136,-0.772023,0.394644,0.368392,0.999706,-1.581102,0
T00137,0.36543,1.603328,-1.738349,0.886993,0.064148,1
T00138,1.018077,2.383535,-1.780298,0.370576,-0.98114,1
T00139,-0.232208,0.032835,0.666603,-0.790429,0.602808,1
T00140,-0.295446,-0.452077,0.909845,0.657011,-0.60813,0
T00141,0.890842,0.640899,0.367511,0.957191,1.766611,1
T00142,0.560261,0.474303,2.400563,2.690472,-1.551794,0
T00143,1.551468,-1.463579,0.214959,-0.123126,1.401761,1
T00144,0.139354,1.939669,0.785494,0.758609,-0.295923,1
