account_id,label_time,amount,balance,credit_score,tier,sessions_7d,health_score,churned
A0000,1773053742000,157.88,5970.57,800,gold,17,11.11,1
A0001,1773105670000,58.93,5644.35,632,gold,31,12.26,1
A0002,1773180326000,76.58,3725.42,662,silver,14,8.25,1
A0003,1773139823000,66.71,3963.81,467,gold,5,5.75,1
A0004,1773451099000,69.27,6155.34,840,gold,37,93.67,0
A0005,1772781299000,233.2,3392.31,393,bronze,1,90.21,0
A0006,1772755225000,8.84,4937.53,532,gold,29,91.12,0
A0007,1772392153000,73.26,5479.99,460,gold,4,93.19,0
A0008,1773204440000,137.42,921.97,537,bronze,31,6.43,1
A0009,1772471479000,21.35,6232.72,850,bronze,0,88.38,0
A0010,1772564612000,6.92,2918.12,764,bronze,31,92.09,0
A0011,1772039648000,70.61,4957.55,846,gold,18,89.36,0
A0012,1772797381000,39.71,4748.2,358,silver,8,11.01,1
A0013,1772930909000,82.64,6035.06,404,bronze,17,13.82,1
A0014,1773321071000,24.14,4831.6,818,bronze,14,10.78,1
A0015,1772599399000,35.86,4282.83,581,bronze,13,87.33,0
A0016,1772371559000,21.57,2389.65,574,bronze,21,88.05,0
A0017,1773089270000,3.33,2790.49,653,bronze,13,87.42,0
A0018,1772763204000,36.86,6412.47,458,silver,10,89.07,0
A0019,1772419458000,5.4,4676.25,391,gold,39,90.55,0
A0020,1772120903000,14.96,4442.21,395,silver,34,5.12,1
A0021,1772480514000,31.56,4990.29,755,gold,35,85.64,0
A0022,1773678041000,11.93,3881.96,585,bronze,16,94.52,0
A0023,1772416888000,25.35,4112.54,518,gold,31,14.79,1
A0024,1772792441000,113.51,4446.72,802,bronze,5,88.78,0
A0025,1772989210000,23.76,5734.36,338,silver,37,88.83,0
A0026,1773643942000,25.63,6386.66,627,gold,20,11.62,1
A0027,1772307652000,7.12,3028.49,821,silver,4,8.06,1
A0028,1773693516000,83.18,2524.45,822,gold,38,13.0,1
A0029,1773697673000,56.26,3198.7,555,bronze,3,88.25,0
A0030,1772085458000,88.89,8112.81,414,silver,31,93.15,0
A0031,1773151215000,12.32,5779.97,585,bronze,37,11.28,1
A0032,1773042218000,9.03,6722.2,787,gold,30,9.6,1
A0033,1772270262000,20.92,5758.48,645,silver,5,7.81,1
A0034,1772703315000,37.26,-1419.1,606,bronze,10,14.79,1
A0035,1773507279000,19.89,6725.97,680,silver,34,5.49,1
A0036,1773680891000,147.04,2827.68,540,silver,27,93.65,0
A0037,1772650642000,134.63,6403.56,628,gold,36,90.34,0
A0038,1773471733000,21.91,4815.08,386,silver,3,91.37,0
A0039,1773292965000,8.4,5834.41,778,bronze,10,14.07,1
A0040,1772599202000,262.93,5827.55,439,gold,14,90.51,0
A0041,1773270765000,60.55,1302.32,526,bronze,20,12.3,1
A0042,1773223280000,174.95,8356.8,585,silver,33,85.77,0
A0043,1772744112000,19.33,5001.43,725,bronze,29,11.63,1
A0044,1772310647000,23.96,3026.56,447,silver,5,91.85,0
A0045,1772113923000,10.71,6721.19,406,gold,5,92.01,0
A0046,1772446099000,67.81,3775.29,417,bronze,14,89.15,0
A0047,1772338812000,265.72,3517.08,592,silver,30,85.47,0
A0048,1772321200000,57.38,6584.03,439,bronze,5,8.88,1
A0049,1773540669000,34.02,4027.03,357,gold,24,10.98,1
A0050,1773118066000,12.76,5436.21,731,gold,24,93.09,0
A0051,1773160103000,27.35,4130.56,599,silver,2,87.59,0
A0052,1772888629000,18.58,11512.64,811,gold,9,88.27,0
A0053,1773495590000,71.45,3425.55,717,gold,0,90.19,0
A0054,1773221559000,45.63,3810.12,352,silver,27,87.53,0
A0055,1772348720000,5.93,5359.62,603,gold,38,92.69,0
A0056,1772398651000,33.05,6814.39,649,gold,12,85.9,0
A0057,1772359905000,102.27,7611.3,499,bronze,19,11.83,1
A0058,1772282455000,30.66,4464.4,640,bronze,27,92.22,0
