row_id,f1,f2,f3,f4,f5
S00000,-0.175077,1.267206,-0.189938,-0.42227,-0.953407
S00001,-0.24286,0.279499,-0.227347,0.136965,1.703043
S00002,-0.431032,0.086654,0.123741,1.152561,-1.794762
S00003,0.641005,0.015562,1.126698,-0.843989,0.473349
S00004,-0.320919,0.144874,-0.25695,-1.758566,0.220509
S00005,1.183055,0.19098,1.080357,0.943109,0.665455
S00006,-0.233785,0.253623,1.739728,-1.610822,-0.752203
S00007,0.337843,-0.704213,0.034776,-0.096491,0.24431
S00008,0.128869,1.074782,0.666976,-0.669369,0.273155
S00009,-1.81492,1.857483,-0.943737,-0.865469,-1.980452
S00010,0.745719,-0.717827,0.944872,2.646327,-0.236778
S00011,1.672713,1.621296,-2.030504,0.490021,0.327497
S00012,2.136533,1.271447,0.35674,-0.195542,0.367119
S00013,-1.017715,1.966201,0.056987,-0.510831,-0.162067
S00014,-0.814428,-0.104836,0.89612,-0.502161,-0.056055
S00015,-1.099368,-0.753037,-1.111613,1.582235,-0.196368
S00016,-2.647028,-1.537611,0.941332,0.674172,0.62925
S00017,0.937137,0.166923,-1.074777,-2.677395,0.775703
S00018,0.489722,0.028952,0.770333,-0.838459,-0.123959
S00019,-0.181313,-0.345697,-0.055156,0.501968,0.756152
S00020,1.102793,-0.469582,-0.194537,2.951484,-0.448085
S00021,-1.320342,-0.253045,-0.678402,-1.008612,-0.467333
S00022,0.800929,-0.172684,-1.570759,0.872307,-0.039298
S00023,0.192849,-1.095322,-1.152022,1.165599,-2.041285
S00024,-2.669046,-0.682126,0.091746,0.137723,-0.357676
S00025,1.355925,1.351274,1.011107,0.213603,0.025865
S00026,1.132674,-0.30949,0.46731,-1.046712,0.15719
S00027,-0.810269,1.441699,0.058324,1.000291,-2.380402
S00028,0.789172,1.311025,7.5e-05,1.025406,-1.548127
S00029,-1.351786,1.748083,-1.460226,-1.017815,0.4227
S00030,0.105023,-0.007612,-1.040441,-1.385373,0.78957
S00031,0.318958,0.475192,1.698836,-1.041811,0.352427
S00032,0.56158,-0.480286,-1.413458,-0.32631,0.003207
S00033,-1.617928,0.95861,-0.423744,0.272148,-0.886238
S00034,-0.856232,0.112591,0.959626,0.579971,-1.372387
S00035,-0.121512,-0.82466,-0.189736,1.13898,2.116975
S00036,0.836406,-0.368841,-1.869816,0.99927,-0.728325
S00037,0.760583,0.066665,-0.269457,-0.571175,1.48391
S00038,-0.141877,0.023573,0.157018,-0.352273,-0.252722
S00039,0.480459,-1.558981,-1.655304,-0.049585,2.082678
S00040,0.436142,0.20611,1.964781,1.069877,0.056385
S00041,0.508838,1.09521,-0.867699,0.937197,-0.105862
S00042,-0.353442,0.101202,3.236148,0.092709,-0.356083
S00043,-0.313902,-0.199627,-0.206237,-0.618806,1.880845
S00044,-0.078815,-1.245324,1.356944,-1.492786,-0.372074
S00045,1.507295,-0.546835,0.950473,1.353379,-0.232224
S00046,-0.008841,0.366948,0.02801,-0.46311,-0.905469
S00047,-1.074823,-2.417714,-0.107785,1.505042,-1.109034
S00048,-0.351203,1.282373,0.997134,-0.802175,0.211504
S00049,-1.157653,0.635978,-0.179211,-1.017875,0.402231
S00050,0.681232,-1.212216,-1.53415,-0.031726,-0.588158
S00051,-2.00244,0.350703,-0.160549,0.973088,-0.035831
S00052,-0.035641,0.394065,0.12452,-0.191984,0.547244
S00053,-1.706452,-0.434706,2.034197,1.010923,0.532658
S00054,0.433783,-1.32254,0.862278,-1.222081,-0.701447
S00055,1.635478,0.338347,1.157563,-0.357525,-1.600213
S00056,0.084774,0.140993,-1.032397,2.352872,-1.023245
S00057,-0.367424,-0.142429,0.100914,-1.725956,-0.629241
S00058,1.572031,-1.2861,0.992477,0.07448,0.978157
S00059,0.358772,-0.20389,2.093213,0.00063,-0.995246
S00060,0.342171,-1.560864,-0.369506,0.492525,0.525163
S00061,-1.360089,-2.577185,0.296888,-1.166668,-0.159235
S00062,-0.667256,-0.517877,1.403855,-0.607954,0.472738
S00063,0.176103,1.065237,0.922947,-0.063215,1.127807
S00064,0.408824,-0.439305,1.186192,1.573089,-0.502151
S00065,-0.66168,0.787097,-0.503032,0.709218,0.47271
S00066,-1.03997,0.825684,-0.323298,-2.623769,-0.604276
S00067,-2.134956,-0.518918,-1.194302,-0.175405,-0.140574
S00068,-0.635702,-0.837527,0.139796,0.041348,1.780054
S00069,-0.185281,1.065923,1.224193,-0.264821,-0.193373
S00070,0.420342,-0.534091,-0.077306,0.772049,-0.240231
S00071,-0.353198,1.607225,-0.0994,-0.107825,0.248074
S00072,-0.609677,-0.019107,0.631894,-0.792945,0.881137
S00073,0.107635,1.091855,-0.455582,-1.941751,-1.918786
S00074,0.40037,-0.347214,0.251684,1.146843,-0.23122
S00075,-2.2984,-0.714349,-0.685546,-2.449631,1.340732
