user_id,e1,e2,e3,e4,e5,e6,e7,e8
U0000,-0.0041,1.1678,-0.0609,0.1642,1.0646,-0.5598,0.2485,0.4291
U0001,-1.3598,0.2598,-0.1377,-1.2371,1.2053,0.1224,0.2482,1.7382
U0002,-0.7963,-1.6725,0.349,0.061,-0.0039,-0.856,-0.813,0.0298
U0003,1.286,0.2987,-1.4649,2.1356,2.3837,-0.1065,1.2108,-1.1372
U0004,0.3015,-0.3227,-0.2768,-0.2607,-0.5415,1.3566,-0.7752,-1.2262
U0005,-2.1604,-0.0511,-0.4703,0.8578,1.2685,-0.4364,-0.131,0.7307
U0006,0.0914,0.0521,0.1458,-1.0133,-0.1405,0.53,1.9475,-0.9162
U0007,0.683,0.6413,-0.885,-2.067,-0.6129,-0.6039,-1.5676,0.6129
U0008,-1.6588,0.1255,-1.0603,1.5765,0.0432,-0.483,-0.4506,1.6054
U0009,-1.2704,0.6318,-0.1136,-1.4447,2.6507,2.1842,-0.3089,-1.273
U0010,1.3368,1.086,-1.7994,0.3972,-0.8927,1.3637,0.9471,0.9044
U0011,0.0289,2.4661,1.4608,-0.1083,0.1899,-0.4833,-0.8215,1.1596
U0012,-1.5909,1.7767,-0.5501,0.2235,0.478,-0.419,1.0099,0.293
U0013,-0.836,-0.7649,1.0537,-0.4347,0.5473,0.6083,0.6076,1.0357
U0014,-0.6749,0.3867,-1.3429,0.1274,-0.6147,1.8518,1.195,0.0358
U0015,0.9104,-0.6967,0.0936,-0.4727,-0.1934,-0.4805,-0.6766,0.0823
U0016,0.957,-1.1093,2.4489,0.5287,0.1962,-1.0945,2.2707,0.4991
U0017,0.7786,-0.2883,-1.0725,1.6159,0.8772,-0.7485,-0.7836,0.9974
U0018,-0.1652,-0.4088,0.938,-0.6132,-0.5336,0.7207,-0.0555,-0.1096
U0019,0.9188,-1.7196,-2.7399,-0.2262,1.9204,1.9112,3.0112,0.7055
U0020,-1.7266,-1.1252,-0.8468,-0.697,-1.1234,-0.8105,-1.4925,2.6937
U0021,0.484,-0.8533,-0.1788,-0.4315,-0.3227,-0.9696,1.0826,0.9673
U0022,-1.0181,-1.3321,-0.0406,0.5973,0.1039,1.4792,1.3146,-0.1757
U0023,0.6147,2.125,-0.1791,-1.3805,-0.9982,0.6208,-0.0895,0.3155
U0024,-1.4158,-0.9364,1.4415,1.4645,-1.8833,1.515,-0.5482,0.5609
U0025,-0.6923,-0.3929,-0.7468,1.1626,0.5079,1.5835,-1.5096,-0.7611
U0026,-1.2346,-0.8903,0.4656,0.8802,-0.4367,-0.4553,-0.7203,0.3291
U0027,-1.0061,-0.1594,-0.5093,0.0164,0.8847,-0.1232,-0.252,-2.3779
U0028,-0.6947,0.6408,0.343,-1.0232,0.1704,-0.416,0.4455,-0.1583
U0029,0.5071,0.816,-1.703,-0.0657,-1.022,0.201,-0.5397,0.0259
U0030,0.6447,0.0596,0.7947,0.6848,-0.0746,-1.3177,-0.0415,-1.9837
U0031,0.925,-0.5984,1.1741,-0.6429,0.4523,0.8859,1.4396,0.3829
U0032,1.035,1.559,-0.0829,-0.051,1.2803,1.861,-1.2157,0.4188
U0033,-1.0904,0.275,-0.6817,1.0441,0.7232,0.8453,-0.5568,-1.4139
U0034,-1.2951,-1.0451,-1.8311,0.5285,-0.2302,0.2654,-0.6893,0.8231
U0035,-1.4874,-0.9477,-0.1082,0.0234,-0.1959,2.1682,0.2508,-0.0911
U0036,-0.1626,0.5316,1.708,0.5296,0.9999,-1.7979,-0.1352,-0.0402
U0037,0.5222,1.0002,0.3721,-1.3512,-1.575,-0.7026,1.762,1.0622
U0038,0.164,0.9517,0.278,1.1312,-0.2146,0.5729,0.4848,0.4433
U0039,-2.4831,-0.6414,1.1504,-1.0933,0.0584,0.2438,1.5081,1.3973
