user_id,item_id
U0000,I0002
U0000,I0004
U0000,I0014
U0000,I0022
U0000,I0023
U0000,I0031
U0000,I0033
U0000,I0040
U0001,I0007
U0001,I0008
U0001,I0011
U0001,I0013
U0001,I0026
U0001,I0029
U0001,I0046
U0002,I0005
U0002,I0008
U0002,I0009
U0002,I0020
U0002,I0026
U0002,I0029
U0002,I0031
U0002,I0053
U0003,I0007
U0003,I0012
U0003,I0035
U0003,I0040
U0003,I0046
U0003,I0048
U0003,I0050
U0004,I0017
U0004,I0028
U0004,I0029
U0004,I0030
U0004,I0037
U0004,I0048
U0004,I0050
U0004,I0051
U0005,I0003
U0005,I0006
U0005,I0024
U0005,I0030
U0005,I0041
U0005,I0044
U0005,I0045
U0005,I0057
U0006,I0023
U0006,I0028
U0006,I0030
U0006,I0035
U0006,I0037
U0006,I0038
U0006,I0042
U0006,I0056
U0007,I0017
U0007,I0022
U0007,I0023
U0007,I0034
U0007,I0038
U0007,I0040
U0007,I0045
U0007,I0053
U0007,I0056
U0008,I0000
U0008,I0009
U0008,I0010
U0008,I0011
U0008,I0022
U0008,I0024
U0008,I0032
U0008,I0033
U0008,I0051
U0008,I0052
U0009,I0003
U0009,I0014
U0009,I0019
U0009,I0020
U0009,I0029
U0009,I0031
U0009,I0040
U0009,I0042
U0009,I0052
U0010,I0001
U0010,I0006
U0010,I0013
U0010,I0024
U0010,I0030
U0010,I0037
U0011,I0004
U0011,I0005
U0011,I0008
U0011,I0014
U0011,I0031
U0011,I0050
U0012,I0004
U0012,I0005
U0012,I0014
U0012,I0034
U0012,I0043
U0012,I0045
U0012,I0048
U0012,I0054
U0013,I0001
U0013,I0005
U0013,I0010
U0013,I0018
U0013,I0024
U0013,I0034
U0013,I0054
U0014,I0008
U0014,I0009
U0014,I0016
U0014,I0021
U0014,I0026
U0014,I0028
U0014,I0040
U0014,I0042
U0014,I0058
U0015,I0002
U0015,I0008
U0015,I0009
U0015,I0036
U0015,I0039
U0015,I0042
U0016,I0014
U0016,I0023
U0016,I0034
U0016,I0039
U0016,I0047
U0017,I0014
U0017,I0035
U0017,I0043
U0017,I0049
U0017,I0058
U0018,I0010
U0018,I0017
U0018,I0021
U0018,I0030
U0018,I0033
U0018,I0049
U0019,I0000
U0019,I0001
U0019,I0008
U0019,I0013
U0019,I0019
U0019,I0023
U0019,I0041
U0019,I0047
U0019,I0059
U0020,I0005
U0020,I0016
U0020,I0024
U0020,I0040
U0020,I0044
U0020,I0058
U0021,I0013
U0021,I0017
U0021,I0020
U0021,I0030
U0021,I0045
U0021,I0056
U0022,I0008
U0022,I0014
U0022,I0030
U0022,I0034
U0022,I0036
U0022,I0039
U0022,I0041
U0022,I0042
U0022,I0045
U0023,I0003
U0023,I0006
U0023,I0008
U0023,I0021
U0023,I0023
U0023,I0028
U0023,I0036
U0024,I0001
U0024,I0014
U0024,I0015
U0024,I0023
U0024,I0034
U0024,I0035
U0024,I0043
U0024,I0056
U0024,I0057
U0025,I0015
U0025,I0017
U0025,I0023
U0025,I0034
U0025,I0041
U0025,I0045
U0025,I0048
U0025,I0057
U0026,I0002
U0026,I0005
U0026,I0014
U0026,I0016
U0026,I0021
U0026,I0040
U0026,I0041
U0026,I0052
U0026,I0055
U0027,I0004
U0027,I0008
U0027,I0009
U0027,I0011
U0027,I0012
U0027,I0020
U0027,I0025
U0027,I0041
U0027,I0045
U0027,I0057
U0028,I0008
U0028,I0019
U0028,I0028
U0028,I0029
U0028,I0032
U0028,I0037
U0028,I0042
U0028,I0049
U0029,I0008
U0029,I0011
U0029,I0021
U0029,I0032
U0029,I0041
U0029,I0054
U0030,I0002
U0030,I0006
U0030,I0014
U0030,I0016
U0030,I0024
U0030,I0031
U0030,I0037
U0030,I0048
U0031,I0019
U0031,I0034
U0031,I0035
U0031,I0043
U0031,I0048
U0032,I0004
U0032,I0011
U0032,I0016
U0032,I0030
U0032,I0035
U0032,I0036
U0032,I0037
U0032,I0041
U0032,I0055
U0032,I0059
U0033,I0004
U0033,I0030
U0033,I0032
U0033,I0048
U0033,I0049
U0033,I0052
U0034,I0000
U0034,I0007
U0034,I0009
U0034,I0017
U0034,I0019
U0034,I0035
U0034,I0046
U0034,I0056
U0035,I0005
U0035,I0017
U0035,I0026
U0035,I0027
U0035,I0036
U0035,I0045
U0035,I0047
U0035,I0048
U0035,I0052
U0036,I0003
U0036,I0004
U0036,I0015
U0036,I0017
U0036,I0025
U0036,I0038
U0036,I0039
U0036,I0046
U0036,I0054
U0037,I0010
U0037,I0024
U0037,I0026
U0037,I0034
U0037,I0042
U0037,I0051
U0038,I0000
U0038,I0014
U0038,I0016
U0038,I0019
U0038,I0020
U0038,I0031
U0038,I0032
U0038,I0037
U0038,I0043
U0039,I0005
U0039,I0008
U0039,I0009
U0039,I0010
U0039,I0020
