item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0000,-1.4349,-1.1118,1.8164,0.902,-1.2929,-0.4288,0.8003,-0.9487
I0001,1.8683,2.9573,-0.828,0.2076,0.1952,-1.2144,-1.3942,0.3342
I0002,-1.7725,0.2741,0.3483,1.2037,0.9225,-0.4832,-0.8654,-0.0211
I0003,-0.8282,0.0852,-0.1827,-0.606,1.3029,0.897,0.8066,-0.3228
I0004,-1.5712,-0.6372,-0.353,0.6594,-0.3213,-0.1906,-0.9373,0.1027
I0005,0.6898,1.6554,0.56,-1.0335,1.8087,-0.9287,0.484,1.5506
I0006,0.1276,-0.1435,-0.7844,0.3569,-0.8891,-0.6587,0.4019,1.5763
I0007,0.9923,-0.6844,-0.1389,-0.9242,-0.3275,0.4177,-0.3625,2.1665
I0008,1.5863,0.1028,-1.0156,1.084,-0.7093,-1.8193,1.4087,1.1862
I0009,-0.8977,-0.4699,0.7483,0.4607,-0.4092,1.0146,-0.7298,-0.3201
I0010,1.5863,0.1028,-1.0156,1.084,-0.7093,-1.8193,1.4087,1.1862
I0011,0.2031,-0.6383,0.5877,-0.5804,1.5921,-0.3757,0.1947,-0.0205
I0012,-1.0371,-0.9908,0.542,-0.8813,-0.4056,0.6606,1.1904,0.7012
I0013,0.2708,0.9548,0.2813,0.9696,0.2484,-0.4131,0.9486,-0.7714
I0014,0.8291,-0.7764,0.6702,0.8686,1.1554,0.247,0.32,1.9951
I0015,1.6924,0.168,0.0935,1.6247,0.5009,-0.3573,-0.8361,-0.3446
I0016,-0.0407,-1.3741,-1.439,-0.2821,-0.6973,1.7293,0.4377,-1.2861
I0017,0.2852,1.288,-1.0213,-0.3341,-0.6672,-0.4369,0.4539,0.8313
I0018,0.848,-1.1311,-0.3575,-0.0386,-0.342,0.0392,-1.0046,0.0528
I0019,-0.3585,-0.7632,3.0891,0.3424,0.5038,2.5108,0.682,-0.5616
I0020,1.8004,0.6123,-0.6543,2.3387,-0.4851,-0.6638,-1.1333,-0.735
I0021,0.2158,0.2512,0.8796,0.6028,1.8512,0.6374,0.4795,-0.3106
I0022,-0.011,-0.769,0.189,0.5333,0.8717,-0.5729,-0.8832,2.1498
I0023,-1.0465,0.1036,-1.4543,0.5554,-0.7479,0.8114,-0.392,0.0294
I0024,1.8004,0.6123,-0.6543,2.3387,-0.4851,-0.6638,-1.1333,-0.735
I0025,-0.7484,1.792,-0.5787,-0.1275,2.192,0.448,0.3176,-1.731
I0026,-0.3585,-0.7632,3.0891,0.3424,0.5038,2.5108,0.682,-0.5616
I0027,0.6978,0.1099,-0.1932,1.3523,1.8271,-0.2634,0.5547,0.2136
I0028,0.0204,-0.0573,-1.5172,-2.0452,-0.8288,0.0201,0.7522,0.244
I0029,-0.9837,-0.2478,-0.2422,0.2878,-0.0831,-0.4672,-0.1224,0.2502
I0030,0.1354,2.8791,0.2799,-0.1922,0.5547,1.2452,-1.0392,-0.5379
I0031,0.1706,0.4151,-0.4042,-0.2499,0.46,1.0326,-0.5519,1.0134
I0032,-1.2124,0.2398,-1.1658,1.8571,-0.0831,-0.312,0.7683,-0.555
I0033,-0.1457,-0.675,-1.1481,0.0859,0.3647,1.462,0.8313,-2.8046
I0034,-0.2108,1.1262,0.5528,1.6732,0.5042,-1.8646,-2.956,-0.2873
I0035,-0.0302,2.8256,-1.201,-0.4282,-0.0854,-2.3994,0.2106,1.0485
I0036,0.2895,-0.562,2.601,0.7762,-0.0473,0.6559,1.1568,-0.1707
I0037,-0.2979,-0.6731,0.5089,-0.0463,-0.2307,-0.9082,-1.1136,2.0845
I0038,-0.0399,-0.4159,-0.1326,-0.2967,1.0674,-0.0904,-1.1896,-0.1236
I0039,1.1747,0.2053,1.7453,-0.9684,-0.6347,1.0921,0.7435,0.0074
I0040,0.4171,-0.2463,2.8318,-0.1269,-0.6744,0.4615,-0.4502,-0.0553
I0041,0.7471,-0.0938,0.2184,-0.6627,0.484,-0.661,0.8974,0.3092
I0042,0.4382,-1.0812,-0.4009,-0.3816,-0.1555,-0.5665,-0.5519,0.7314
I0043,-0.1141,1.8608,-0.3918,-0.3548,0.2731,-0.2282,1.6955,0.8724
I0044,0.1354,2.8791,0.2799,-0.1922,0.5547,1.2452,-1.0392,-0.5379
I0045,-1.8913,-1.6445,1.8624,-0.6902,0.7393,1.2091,-0.4091,-0.5138
I0046,1.1747,0.2053,1.7453,-0.9684,-0.6347,1.0921,0.7435,0.0074
I0047,0.3084,0.9499,-1.3846,-0.4805,0.195,-0.4503,0.9654,-0.4399
I0048,-0.5443,-0.7221,-0.9194,0.755,0.4265,0.9678,-0.6801,-1.333
I0049,0.2158,0.2512,0.8796,0.6028,1.8512,0.6374,0.4795,-0.3106
I0050,2.1067,0.2222,-1.0054,0.2171,0.4184,0.6062,-0.4775,-0.4673
I0051,-0.1997,-0.6008,-1.4027,0.6154,-0.6468,-0.6939,-0.4879,-1.4225
I0052,-1.3697,-0.26,-0.123,-1.0154,0.8862,-1.1877,0.748,-1.3135
I0053,-0.6735,0.107,0.139,-0.5579,-1.374,0.7457,1.3842,-0.0848
I0054,0.2145,-0.1682,1.8368,0.3135,0.1136,-0.9329,0.8632,0.1292
I0055,0.1147,-0.5336,0.377,-0.1059,1.3067,0.7847,0.1005,1.3467
I0056,-1.488,-0.7012,-0.0676,1.0952,-0.5915,-0.4974,-1.5096,-0.9911
I0057,0.7471,-0.0938,0.2184,-0.6627,0.484,-0.661,0.8974,0.3092
I0058,-1.275,-1.3051,-0.7231,2.2337,-0.2683,1.3793,0.9033,-0.1699
I0059,0.2031,-0.6383,0.5877,-0.5804,1.5921,-0.3757,0.1947,-0.0205
