user_id,e1,e2,e3,e4,e5,e6,e7,e8
U0000,1.2214,0.1429,-0.1304,0.2139,1.2135,1.8607,1.1003,-0.6421
U0001,1.5765,-0.6327,-0.2828,0.1972,-0.1215,-0.7852,-0.6044,0.4348
U0002,0.5203,-0.1611,0.3605,-0.8715,0.754,0.3577,0.7041,0.7756
U0003,2.0549,-1.0489,-0.1785,-1.3316,1.4584,1.8358,-0.9854,0.972
U0004,-0.5542,-0.1758,-1.6493,-0.8952,-1.8519,-0.7032,-0.6384,1.3832
U0005,-1.4237,-0.3518,-0.4853,-0.9712,0.1591,0.5963,0.5804,-0.2801
U0006,-0.2823,0.2681,-1.0507,0.2033,-1.2461,0.2681,-1.4281,0.2743
U0007,-0.8886,0.6131,-1.1566,-0.3767,0.0282,-1.0332,-1.5218,-0.979
U0008,0.2239,-0.6433,0.3366,-0.7773,0.3963,0.4648,0.6973,-2.3996
U0009,0.9746,0.6006,2.1527,0.2004,0.2297,-0.4773,-0.0781,-0.3195
U0010,-0.2787,0.4775,0.0161,0.1849,-0.0658,0.8356,-0.5316,-0.2514
U0011,0.9146,0.5051,-0.2485,-0.3285,-0.4401,-0.6448,1.5722,-0.2387
U0012,0.4441,0.139,0.8414,0.588,-0.4093,-0.212,-0.7442,-1.1724
U0013,-0.8193,1.6761,1.9457,1.1425,0.6573,-2.6322,-0.9569,0.7644
U0014,0.6811,0.6087,-1.8784,0.3236,-0.8858,1.2528,-0.2102,0.0658
U0015,0.9844,-0.476,-0.6976,0.3888,-0.2947,-1.8481,-0.8695,1.2553
U0016,0.1537,0.7887,0.1984,-0.5259,-0.8402,-1.3071,-1.2901,-1.6667
U0017,-1.2733,1.689,-0.6465,-1.3263,0.3087,-1.863,-1.285,0.4745
U0018,1.2063,1.6476,-0.381,-0.3135,-0.1497,1.1259,-0.11,0.0101
U0019,0.1511,0.0037,1.2075,-0.8585,0.1595,0.075,1.592,-0.6884
U0020,0.3783,-0.7888,0.2193,0.8528,-0.4704,1.2696,0.0853,1.0508
U0021,-0.164,0.6124,0.9365,-0.2669,0.8961,0.1976,-0.6431,-0.0021
U0022,1.1773,-1.0974,1.004,-0.1722,-0.5336,-0.5833,-2.167,0.6212
U0023,-0.6534,0.1169,-0.5045,-0.972,-0.7355,0.2685,-0.176,0.6297
U0024,0.3561,0.8163,-1.3309,-0.6186,0.2775,0.5015,-0.9845,0.6034
U0025,-0.5761,-0.7943,-1.3221,0.3483,-0.7937,-0.1104,-0.5393,0.6177
U0026,1.0744,-0.4385,-0.525,0.658,0.1182,1.1007,0.2997,1.8548
U0027,-0.6844,-0.0613,1.2911,-1.7393,0.7694,0.2109,0.9655,0.2516
U0028,-0.3795,0.5292,0.7923,-0.3039,0.7607,1.4434,0.9959,0.2992
U0029,0.7824,0.3134,-1.3736,0.4598,0.9175,-1.1606,0.7654,2.9772
U0030,0.6826,-0.543,0.4511,-0.7122,-0.9318,-1.1378,-0.4109,0.4401
U0031,-0.2501,0.4084,0.5059,0.2612,-0.2248,1.8006,-0.8667,-0.2954
U0032,0.2437,1.543,-0.1733,-0.731,-0.8441,-0.3577,0.264,0.1506
U0033,0.2416,0.665,-0.4168,-2.3769,0.1055,0.6027,-1.8711,-0.6097
U0034,-1.1187,0.9047,2.0742,0.4842,1.0079,0.0462,-0.0788,-1.1723
U0035,0.9027,-0.3468,1.3356,-2.1225,0.3334,-3.5946,0.0525,0.3282
U0036,-0.4019,0.3682,1.286,-0.2081,1.0031,-0.4794,-0.1669,-1.6183
U0037,-0.5791,-0.7414,0.3883,0.274,1.4823,-0.6344,-1.0846,-0.1039
U0038,-0.1186,0.4484,0.2328,-0.6808,-0.0504,0.8522,0.9698,-0.2962
U0039,1.1198,-0.2804,-0.1596,1.7562,-0.312,-0.6881,0.6134,-0.361
