row_id,f1,f2,f3,f4
R00400,1.278787,1.646736,4.396316,3.576497
R00401,-1.483416,1.237262,6.261181,3.252786
R00402,-1.378267,0.880926,5.144666,3.935204
R00403,0.82036,-4.281694,3.540036,4.424869
R00404,2.512173,-3.40276,4.850664,3.683909
R00405,1.589629,4.185262,4.522399,3.876265
R00406,0.730586,2.774466,2.714342,3.36175
R00407,0.166225,1.964665,5.444012,4.058426
R00408,1.361674,2.95722,2.439527,2.743121
R00409,1.463817,4.991414,5.954095,3.795776
R00410,3.433556,-0.026192,3.942441,6.088742
R00411,0.349174,-3.061345,5.176827,3.252207
R00412,0.091942,4.944558,6.540983,3.327376
R00413,0.872384,2.982044,4.259519,3.673319
R00414,0.777628,0.082888,3.691359,6.062423
R00415,0.558888,1.477802,5.087879,3.659747
R00416,-0.906628,-1.773637,2.39007,2.935007
R00417,3.78286,-2.302269,4.069387,3.998287
R00418,1.850157,2.858017,4.940726,2.809836
R00419,1.852237,0.480358,4.570113,3.142224
R00420,0.729847,-3.492096,5.056024,3.665736
R00421,0.578937,2.310661,6.562527,3.85011
R00422,-0.049986,4.673859,5.798686,3.270263
R00423,-2.66681,2.189008,3.653498,3.09441
R00424,3.690014,7.398381,5.056666,3.729712
R00425,2.418197,3.027459,3.375744,3.191105
R00426,-0.222594,3.363938,4.538207,3.933233
R00427,0.485096,2.355811,5.441595,2.257567
R00428,0.135547,0.219738,3.954727,4.234498
R00429,0.950058,0.268532,5.5736,4.757644
R00430,-1.469401,4.531026,5.854126,4.488023
R00431,-0.536757,-1.803705,4.828029,2.774773
R00432,-0.985995,3.36119,6.05086,3.770805
R00433,0.0244,6.411473,4.784797,3.291712
R00434,1.104071,2.696536,3.617238,4.308109
R00435,1.640488,-0.340335,5.219599,3.723404
R00436,1.699523,2.129084,4.523334,5.41879
R00437,0.831665,-1.042394,4.184271,3.320137
R00438,2.772425,3.433223,6.425905,4.104388
R00439,-0.373781,5.900397,4.744768,2.629237
R00440,3.584049,5.181932,6.025827,2.797036
R00441,1.238857,2.621391,6.381431,4.605102
R00442,0.020577,1.539676,5.190938,5.028651
R00443,0.433314,2.013446,5.467265,4.040096
R00444,5.181066,2.072634,5.147674,4.845666
R00445,4.28754,-0.422482,5.864435,2.742286
R00446,1.455965,4.112476,4.028232,5.439663
R00447,2.828008,3.746764,3.880961,5.148411
R00448,3.891782,4.304391,4.650329,1.852941
R00449,0.546199,-1.064181,2.155869,4.180324
R00450,-0.666609,4.746065,3.831449,4.734232
R00451,0.616425,3.969048,4.385478,2.935148
R00452,1.243985,0.895119,3.41048,4.627308
R00453,0.677278,1.384221,6.158061,4.769835
R00454,2.616484,0.569537,3.307137,3.879495
R00455,-0.30486,6.083959,5.858143,3.85729
R00456,-0.51258,4.776217,3.800616,4.211019
R00457,2.087624,1.711839,5.000895,4.767983
R00458,1.098334,-0.835793,5.729769,4.108152
R00459,2.117496,2.649767,3.977942,3.311617
R00460,3.808383,2.47403,4.278631,3.65674
R00461,-1.400958,-0.436805,3.522514,3.834898
R00462,0.118148,-1.749544,4.733198,5.03321
R00463,2.388776,-1.573324,4.336043,4.397451
R00464,1.075677,3.505519,5.950609,4.801792
R00465,1.312732,1.199468,5.519346,3.957393
R00466,2.454539,-1.272427,6.090707,4.392181
R00467,3.68115,1.531918,4.649128,4.995222
R00468,1.986435,0.311178,3.411396,3.090753
R00469,1.917901,3.892933,5.585611,3.813993
R00470,2.746274,5.148113,3.149656,3.83708
R00471,0.475267,3.06033,4.466711,4.036388
R00472,3.075832,5.678805,5.625808,3.008863
R00473,0.953902,1.907587,4.906374,4.031651
R00474,2.699601,6.222961,4.485621,3.468414
R00475,4.250429,2.363788,4.991927,3.820961
R00476,0.918615,3.362845,2.81851,3.017669
R00477,0.061586,0.489913,4.977213,4.919409
R00478,0.737014,-1.136145,4.302529,3.897212
R00479,-0.335469,0.039133,3.190323,3.3584
R00480,3.590287,5.12567,4.681965,2.992617
R00481,1.230115,7.800082,5.509069,5.346123
R00482,1.206072,2.463658,4.759083,3.950855
R00483,2.376012,0.165061,5.37007,3.403962
R00484,0.770785,1.713373,4.758092,4.777008
R00485,0.781353,-0.582238,2.296491,4.19701
R00486,0.549074,1.104166,4.976016,2.699476
R00487,2.075189,1.820722,5.085934,1.84989
R00488,2.937258,-2.185815,5.083562,3.464736
R00489,2.161429,3.250645,6.192331,3.089405
R00490,-1.476761,-0.147682,6.156519,3.972454
R00491,2.882455,3.217251,5.055401,4.07668
R00492,1.148095,2.131459,4.255722,5.487733
R00493,2.298038,-0.055961,4.830103,4.395017
R00494,2.410375,-1.310565,5.044665,4.369487
R00495,1.794626,0.179704,3.510277,3.341613
R00496,-0.672147,0.096032,4.864922,3.789784
R00497,3.486689,-3.289913,5.95617,3.061436
R00498,1.783225,4.770756,5.731839,4.655688
R00499,-0.244953,2.601524,6.979901,3.339895
R00500,1.282956,1.241791,5.036634,3.281188
R00501,-2.918492,0.097493,5.262444,3.777113
R00502,1.676445,3.334766,4.39577,2.288657
R00503,-0.023812,1.701066,5.498363,2.718198
R00504,0.568474,3.019326,4.413031,5.310946
R00505,-1.772486,2.238237,5.175696,4.790462
R00506,-0.619861,4.679433,3.939169,2.551964
R00507,7.260065,-0.991891,5.575637,3.557164
R00508,0.4501,3.387272,3.334784,3.40994
R00509,1.565018,0.314065,4.640915,4.815803
R00510,0.288253,9.302295,2.77124,5.050182
R00511,-1.302158,3.356696,5.166183,4.306047
R00512,4.626321,1.89449,5.03199,2.206445
R00513,-1.562539,2.263572,4.35398,3.264406
R00514,0.835003,2.799102,6.11761,2.307346
R00515,3.250946,2.231236,6.5913,4.537854
R00516,-1.428992,1.406971,3.370368,2.831142
R00517,1.802456,2.476305,4.912835,4.449889
R00518,1.001483,1.992958,7.007925,4.219893
R00519,2.403072,2.128685,5.450563,5.032492
R00520,1.306046,0.53259,3.673331,5.393953
R00521,-0.333542,3.067874,5.62974,4.589303
R00522,0.544694,2.616877,4.29627,2.517012
R00523,1.019508,0.54077,4.891894,3.72408
R00524,0.829461,2.14162,2.562005,3.587268
R00525,1.12403,2.400958,2.590735,3.814452
R00526,0.742154,4.323994,7.36,3.981984
R00527,-0.413214,0.610749,4.899929,3.837478
R00528,2.471118,-1.233756,5.978585,3.431513
R00529,2.544782,4.293756,3.862046,4.374651
R00530,3.433458,1.594764,4.690766,3.810662
R00531,1.029239,1.865265,6.539445,4.762794
R00532,1.187903,3.758727,6.750851,5.098611
R00533,-0.622854,4.466175,3.791756,3.472845
R00534,2.508914,3.251383,4.877095,3.573695
R00535,1.113657,0.998982,4.645522,2.886743
R00536,1.551939,1.236294,4.999072,2.846239
R00537,1.339814,-0.324151,4.327627,3.674012
R00538,3.496357,1.637203,4.674489,4.612351
R00539,3.675938,0.112839,3.732108,2.064875
R00540,1.746238,0.703487,3.256546,3.405786
R00541,2.629443,3.422027,4.015831,3.944903
R00542,-0.793798,-0.104895,5.510888,2.307578
R00543,2.404222,-0.938824,3.856037,3.00695
R00544,0.335263,3.963786,4.805114,4.364079
R00545,4.491616,-1.245023,5.143346,2.439114
R00546,3.119855,6.729546,4.513617,3.837402
R00547,3.738086,2.25583,4.338056,4.537857
R00548,0.231481,4.494719,4.240177,2.909557
