account_id,event_time,health_score
A0000,1767272353000,37.6
A0000,1773627628000,11.11
A0001,1767262338000,52.72
A0001,1774012289000,12.26
A0002,1767232832000,55.61
A0002,1773771863000,8.25
A0003,1767274744000,49.32
A0003,1773445481000,5.75
A0004,1767319421000,50.46
A0004,1774315620000,93.67
A0005,1767229314000,49.22
A0005,1773170418000,90.21
A0006,1767357174000,51.27
A0006,1773396210000,91.12
A0007,1767280911000,47.73
A0007,1772757184000,93.19
A0008,1767363731000,47.17
A0008,1774041900000,6.43
A0009,1767376894000,52.48
A0009,1772955240000,88.38
A0010,1767257245000,46.78
A0010,1773498782000,92.09
A0011,1767386264000,48.95
A0011,1772643560000,89.36
A0012,1767372567000,57.72
A0012,1773508318000,11.01
A0013,1767242798000,44.25
A0013,1773255586000,13.82
A0014,1767388894000,50.87
A0014,1774134908000,10.78
A0015,1767271679000,51.86
A0015,1773373490000,87.33
A0016,1767342109000,58.56
A0016,1773187096000,88.05
A0017,1767379936000,47.41
A0017,1773593791000,87.42
A0018,1767295891000,45.64
A0018,1773653895000,89.07
A0019,1767309870000,55.78
A0019,1773441085000,90.55
A0020,1767291026000,51.33
A0020,1772427724000,5.12
A0021,1767314828000,46.05
A0021,1772779499000,85.64
A0022,1767277960000,51.27
A0022,1774402427000,94.52
A0023,1767267477000,51.91
A0023,1773098920000,14.79
A0024,1767284300000,44.64
A0024,1773305367000,88.78
A0025,1767381403000,50.04
A0025,1773801009000,88.83
A0026,1767303846000,51.83
A0026,1774004659000,11.62
A0027,1767307389000,52.23
A0027,1773050404000,8.06
A0028,1767313707000,51.63
A0028,1774050499000,13.0
A0029,1767272930000,55.22
A0029,1774655206000,88.25
A0030,1767237680000,44.97
A0030,1772536297000,93.15
A0031,1767276748000,41.64
A0031,1774084492000,11.28
A0032,1767290011000,48.99
A0032,1773931106000,9.6
A0033,1767388560000,46.6
A0033,1772855175000,7.81
A0034,1767225931000,50.02
A0034,1773457756000,14.79
A0035,1767244720000,51.29
A0035,1774538208000,5.49
A0036,1767331589000,50.7
A0036,1774349351000,93.65
A0037,1767308739000,51.93
A0037,1773179115000,90.34
A0038,1767335906000,52.88
A0038,1774458202000,91.37
A0039,1767374192000,55.33
A0039,1773759390000,14.07
A0040,1767342576000,50.77
A0040,1773281626000,90.51
A0041,1767292853000,51.11
A0041,1774154218000,12.3
A0042,1767367549000,48.12
A0042,1773907903000,85.77
A0043,1767275151000,51.32
A0043,1773654944000,11.63
A0044,1767301492000,54.28
A0044,1773027666000,91.85
A0045,1767389964000,51.65
A0045,1772825616000,92.01
A0046,1767369432000,49.1
A0046,1772726662000,89.15
A0047,1767372084000,51.89
A0047,1772848621000,85.47
A0048,1767373743000,54.98
A0048,1773153952000,8.88
A0049,1767357170000,51.14
A0049,1774401019000,10.98
A0050,1767395839000,48.52
A0050,1773380024000,93.09
A0051,1767234897000,51.26
A0051,1774017441000,87.59
A0052,1767240296000,48.02
A0052,1773746357000,88.27
A0053,1767285735000,43.92
A0053,1774488734000,90.19
A0054,1767247285000,56.0
A0054,1773916741000,87.53
A0055,1767287297000,57.37
A0055,1773198417000,92.69
A0056,1767228137000,49.8
A0056,1772822159000,85.9
A0057,1767243389000,37.67
A0057,1773117084000,11.83
A0058,1767227181000,55.53
A0058,1772892083000,92.22
A0059,1767243471000,48.94
A0059,1774015210000,11.42
A0060,1767367322000,46.68
A0060,1773123100000,7.81
A0061,1767256059000,45.83
A0061,1773846834000,93.84
A0062,1767350197000,56.87
A0062,1773775576000,92.28
A0063,1767257104000,44.63
A0063,1773333982000,92.24
A0064,1767234220000,42.97
A0064,1773025994000,7.41
A0065,1767274297000,63.25
A0065,1773956734000,85.15
A0066,1767353564000,51.89
A0066,1773984247000,86.64
A0067,1767295731000,48.19
A0067,1774311411000,8.83
A0068,1767316304000,54.35
A0068,1772618370000,92.8
A0069,1767339004000,45.24
A0069,1774335207000,5.06
A0070,1767381452000,59.51
A0070,1774035612000,6.49
A0071,1767317947000,47.32
A0071,1773486530000,7.92
A0072,1767236609000,65.72
A0072,1772698046000,89.33
A0073,1767279532000,55.81
A0073,1774445827000,91.88
A0074,1767237728000,57.79
A0074,1774278151000,12.23
A0075,1767243566000,60.09
A0075,1773695989000,9.95
A0076,1767333916000,47.48
A0076,1773863291000,88.6
A0077,1767390986000,52.62
A0077,1773879024000,92.74
A0078,1767365642000,52.09
A0078,1774232095000,10.45
A0079,1767364075000,55.21
A0079,1773421787000,88.06
A0080,1767297104000,44.24
A0080,1773389006000,85.18
A0081,1767307320000,51.27
