account_id,event_time,credit_score,tier
A0000,1767227520000,800,gold
A0000,1774394059000,754,bronze
A0001,1767296148000,632,gold
A0002,1767259790000,662,silver
A0002,1773675206000,667,bronze
A0003,1767272879000,467,gold
A0004,1767307305000,840,gold
A0005,1767306293000,393,bronze
A0005,1774656119000,378,bronze
A0006,1767289816000,532,gold
A0006,1773326108000,463,bronze
A0007,1767275608000,460,gold
A0007,1773744288000,441,gold
A0008,1767290762000,537,bronze
A0008,1773782779000,594,gold
A0009,1767296216000,789,bronze
A0009,1770883949000,850,bronze
A0010,1767268477000,764,bronze
A0011,1767227596000,846,gold
A0012,1767251963000,358,silver
A0012,1774038229000,300,bronze
A0013,1767266263000,404,bronze
A0013,1774526291000,473,bronze
A0014,1767292249000,818,bronze
A0014,1773969210000,782,gold
A0015,1767282227000,588,silver
A0015,1771104163000,581,bronze
A0016,1767250115000,574,bronze
A0016,1773936341000,536,gold
A0017,1767229639000,653,bronze
A0017,1774973064000,728,gold
A0018,1767280897000,458,silver
A0018,1773413562000,379,bronze
A0019,1767293213000,391,gold
A0019,1773893004000,442,gold
A0020,1767307839000,395,silver
A0021,1767299893000,755,gold
A0022,1767298292000,653,gold
A0022,1770620577000,585,bronze
A0023,1767259087000,534,silver
A0023,1768950957000,518,gold
A0024,1767276389000,841,silver
A0024,1770896021000,802,bronze
A0025,1767267505000,338,silver
A0026,1767284012000,675,silver
A0026,1772119025000,627,gold
A0027,1767235187000,821,silver
A0027,1773440728000,850,bronze
A0028,1767265722000,822,gold
A0029,1767285194000,555,bronze
A0030,1767248885000,414,silver
A0030,1772308643000,423,silver
A0031,1767281757000,585,bronze
A0031,1774784184000,639,bronze
A0032,1767277703000,782,gold
A0032,1768067700000,787,gold
A0033,1767244428000,645,silver
A0033,1773151876000,723,silver
A0034,1767304114000,569,silver
A0034,1769978608000,606,bronze
A0035,1767242457000,627,bronze
A0035,1772737177000,680,silver
A0036,1767309859000,540,silver
A0037,1767245131000,628,gold
A0038,1767267942000,427,silver
A0038,1769031063000,386,silver
A0039,1767306725000,778,bronze
A0039,1773512066000,740,silver
A0040,1767277036000,439,gold
A0040,1773991703000,454,bronze
A0041,1767274801000,465,gold
A0041,1769538282000,526,bronze
A0042,1767289844000,577,bronze
A0042,1770351963000,585,silver
A0043,1767298580000,725,bronze
A0043,1774553062000,804,bronze
A0044,1767247074000,442,gold
A0044,1771353008000,447,silver
A0045,1767269441000,406,gold
A0046,1767304692000,417,bronze
A0046,1772791713000,425,gold
A0047,1767242639000,640,bronze
A0047,1771815640000,592,silver
A0048,1767301895000,435,gold
A0048,1767988921000,439,bronze
A0049,1767275188000,357,gold
A0049,1774020154000,300,gold
A0050,1767256642000,701,silver
A0050,1768978718000,731,gold
A0051,1767232031000,599,silver
A0052,1767300585000,740,bronze
A0052,1772724030000,811,gold
A0053,1767242982000,717,gold
A0054,1767307349000,352,silver
A0055,1767254550000,603,gold
A0056,1767239744000,586,bronze
A0056,1770401681000,649,gold
A0057,1767265019000,499,bronze
A0058,1767246971000,640,bronze
A0059,1767241469000,466,gold
A0060,1767308554000,442,gold
A0060,1774039292000,456,silver
A0061,1767226339000,443,bronze
A0061,1774646602000,455,silver
A0062,1767252116000,419,bronze
A0062,1767528109000,469,silver
A0063,1767302192000,321,silver
A0063,1767893659000,300,gold
A0064,1767282863000,640,silver
A0064,1772651601000,711,gold
A0065,1767248390000,489,silver
A0065,1771959947000,515,silver
A0066,1767265521000,564,silver
A0067,1767253859000,552,gold
A0068,1767311950000,829,silver
A0068,1772769678000,818,silver
A0069,1767290094000,831,gold
A0069,1774339930000,850,bronze
A0070,1767283322000,657,bronze
A0071,1767246696000,621,gold
A0071,1767831245000,673,gold
A0072,1767311869000,359,gold
A0072,1772405227000,420,silver
A0073,1767305753000,711,bronze
A0073,1773058063000,638,gold
A0074,1767235535000,307,bronze
A0075,1767264338000,676,silver
A0075,1768228080000,690,gold
A0076,1767236836000,663,bronze
A0076,1770107141000,656,silver
A0077,1767241595000,446,silver
A0077,1774885424000,397,silver
A0078,1767270423000,309,silver
A0078,1774650379000,373,gold
A0079,1767258423000,715,silver
A0079,1774121133000,789,silver
A0080,1767287676000,834,silver
A0080,1769687023000,850,silver
A0081,1767263517000,812,bronze
A0081,1774600817000,758,silver
A0082,1767290284000,364,silver
A0083,1767295968000,844,bronze
A0083,1772059599000,809,bronze
A0084,1767286201000,766,silver
A0085,1767233411000,542,silver
A0085,1774489709000,523,gold
A0086,1767272857000,834,gold
A0086,1768433481000,850,silver
A0087,1767234540000,810,gold
A0087,1768387722000,850,silver
A0088,1767243155000,626,gold
A0089,1767239399000,796,gold
A0089,1774622343000,723,gold
A0090,1767250324000,841,bronze
A0090,1774064942000,850,gold
A0091,1767277488000,352,gold
A0091,1773263985000,300,bronze
A0092,1767248284000,775,bronze
A0093,1767256466000,630,silver
A0093,1774228225000,587,gold
A0094,1767286333000,364,bronze
A0095,1767285118000,300,silver
A0095,1770908122000,300,silver
A0096,1767302660000,743,bronze
A0097,1767248777000,608,gold
A0097,1771508273000,597,gold
A0098,1767229838000,849,gold
A0098,1772891424000,808,gold
A0099,1767299561000,318,silver
