account_id,event_time,health_score
A0000,1767374375000,39.22
A0000,1772718781000,11.17
A0001,1767251437000,55.13
A0001,1772955390000,11.33
A0002,1767283193000,48.15
A0002,1773915004000,85.64
A0003,1767284042000,52.29
A0003,1772682564000,10.41
A0004,1767331141000,55.07
A0004,1773403557000,7.75
A0005,1767232393000,59.26
A0005,1773723491000,10.1
A0006,1767231783000,50.27
A0006,1773169743000,7.13
A0007,1767312044000,42.92
A0007,1773303596000,14.36
A0008,1767334067000,43.26
A0008,1772734810000,14.78
A0009,1767267506000,53.42
A0009,1773595087000,91.4
A0010,1767356912000,54.74
A0010,1773464637000,8.66
A0011,1767229408000,50.17
A0011,1772929124000,86.08
A0012,1767384199000,46.7
A0012,1772958911000,11.47
A0013,1767311581000,49.49
A0013,1773169534000,93.29
A0014,1767256087000,47.33
A0014,1773515685000,14.65
A0015,1767294396000,47.08
A0015,1773748523000,7.55
A0016,1767232734000,55.61
A0016,1772736221000,90.01
A0017,1767290771000,53.4
A0017,1774608387000,6.93
A0018,1767286942000,46.32
A0018,1773448352000,10.83
A0019,1767320156000,47.82
A0019,1774041213000,8.35
A0020,1767321559000,54.53
A0020,1773397592000,13.13
A0021,1767309425000,53.59
A0021,1773214532000,94.41
A0022,1767390593000,48.48
A0022,1773010191000,5.33
A0023,1767342457000,51.26
A0023,1773345420000,10.84
A0024,1767309853000,51.25
A0024,1773500097000,93.35
A0025,1767312528000,44.34
A0025,1773498735000,6.08
A0026,1767268553000,50.21
A0026,1774185699000,12.19
A0027,1767289479000,49.41
A0027,1774292762000,94.04
A0028,1767251722000,48.01
A0028,1772334021000,89.32
A0029,1767325999000,43.58
A0029,1774018080000,94.36
A0030,1767297205000,48.35
A0030,1773379371000,94.39
A0031,1767275266000,40.76
A0031,1773380897000,93.23
A0032,1767371667000,54.36
A0032,1772441259000,91.64
A0033,1767284225000,42.49
A0033,1772757477000,90.6
A0034,1767345096000,51.82
A0034,1774159568000,12.97
