row_id,b_val
R00000,-6.1575
R00001,6.5357
R00002,-12.8544
R00003,4.6475
R00004,-12.9943
R00007,-3.4531
R00008,-3.3233
R00009,-9.515
R00010,-14.6653
R00011,0.4789
R00012,0.8265
R00013,-3.1349
R00014,-11.0539
R00015,-11.5296
R00017,-1.0417
R00018,-9.5209
R00019,-6.26
R00020,-2.2313
R00021,1.3814
R00022,4.3287
R00023,3.754
R00024,10.0005
R00026,-0.0489
R00027,-14.3016
R00028,-9.7058
R00029,0.2406
R00030,-4.029
R00031,-3.838
R00033,-4.8731
R00035,5.6997
R00036,-5.4629
R00037,-2.7846
R00038,-11.8475
R00039,-4.3089
R00040,2.9837
R00041,-2.282
R00042,-14.1203
R00044,-5.0659
R00045,-1.511
R00046,-11.5847
R00047,-5.1741
R00048,-6.1498
R00049,0.5302
R00050,-1.8868
R00051,-5.4149
R00052,-8.942
R00053,-6.8537
R00056,-7.2853
R00059,1.0175
R00061,4.9669
R00062,0.3255
R00063,-0.3572
R00065,-1.2679
R00066,-7.2751
R00068,-3.691
R00069,-6.2276
R00070,3.5626
R00072,-5.0196
R00074,-6.9774
R00075,0.0675
R00077,-18.361
R00079,4.7679
R00080,-10.9983
R00081,-10.3937
R00082,-1.3158
R00086,-5.9411
R00087,1.6794
R00088,-4.8488
R00089,-10.9401
R00090,-8.7364
R00091,-4.5274
R00092,4.9863
R00095,0.4203
R00097,-4.217
R00098,-4.8371
R00099,-0.042
R00100,-9.1118
R00102,-8.5604
R00103,-2.6262
R00104,-4.4982
R00105,0.4939
R00107,-4.1759
R00108,-0.4829
R00110,-12.4125
R00113,-3.5655
R00114,-11.0831
R00115,0.8496
R00116,-10.0564
R00117,-10.2253
R00119,1.1575
R00120,-3.0284
R00122,-9.9918
R00124,-6.7774
R00126,-0.4053
R00127,-2.9686
R00129,-0.8616
R00130,-4.2116
R00131,-6.3816
R00132,-10.0895
R00135,-5.1471
R00136,-6.3722
R00137,-5.427
R00138,3.2026
R00140,-2.4411
R00141,-5.9216
R00142,-2.5166
R00143,0.3182
R00144,-7.4558
R00145,-5.3944
R00147,-7.3056
R00148,-3.5566
R00150,-2.0709
R00151,-5.2035
R00153,-3.6286
R00154,-5.5193
R00155,2.4147
R00156,-2.4368
R00157,-5.8061
R00158,-4.2123
R00159,1.215
R00161,-9.7586
R00162,-8.6166
R00163,-4.4057
R00164,10.0074
R00165,-3.3657
R00166,-2.2102
R00167,-3.2222
R00168,-1.5895
R00169,-6.5372
R00170,-4.8145
R00171,-1.6901
R00172,-4.5835
R00173,2.9765
R00175,-2.7072
R00176,1.9208
R00177,-8.5676
R00180,-6.907
R00181,-6.198
R00182,-2.0319
R00183,-11.6054
R00185,-3.1645
R00186,-8.2415
R00190,-4.4307
R00191,-9.2784
R00193,2.4083
R00194,-8.8738
R00195,-10.436
R00196,0.646
R00197,-7.389
R00199,-8.0186
R00200,-4.1773
R00201,0.8392
R00202,-2.3529
R00205,-2.8823
R00206,-4.9444
R00207,2.5171
R00210,-2.443
R00211,-6.0197
R00212,3.2442
R00213,-9.4882
R00215,-12.0852
R00217,1.0627
R00218,-2.338
R00220,-0.6054
R00222,-11.6837
R00224,-3.8472
R00226,-7.1262
R00227,-0.8302
R00228,-1.2538
R00229,-9.402
R00230,-5.5217
R00231,3.6796
R00232,-4.4581
R00233,3.661
R00235,1.1205
R00237,-3.6346
R00238,5.9284
R00240,-7.3292
R00241,-1.5448
R00242,1.7488
R00243,-3.7826
R00245,-3.6346
R00246,-12.6358
R00247,-0.615
R00249,-5.2981
R00251,-3.9818
R00252,5.8205
R00255,2.0249
R00256,-6.1355
R00258,-6.4337
R00259,-3.5326
R00260,-0.4119
R00261,2.614
R00262,-4.5421
R00263,-8.4136
R00265,-3.8385
R00266,5.1768
R00267,-7.5701
R00269,-7.4479
R00270,0.8687
R00271,-1.6615
R00272,-6.6047
R00273,7.2557
R00274,-5.3044
R00275,1.6454
R00276,-1.996
R00277,-3.3846
R00278,-6.468
R00279,-6.1657
R00281,-7.1439
R00282,-7.1851
R00283,2.0375
R00284,-6.2884
R00287,-12.8376
R00289,-1.5092
R00291,8.0163
R00292,-0.7906
R00293,-5.9249
R00294,-0.6161
R00295,-9.6239
R00298,-2.9926
R00301,4.277
R00302,-8.1754
R00303,-4.5344
R00304,-3.6755
R00305,-6.0276
R00306,2.0289
R00307,-3.2637
R00308,-6.0693
R00309,5.0945
R00310,-7.4742
R00311,0.0563
R00312,-10.4518
R00313,-6.5378
R00314,2.2009
R00315,-1.8706
R00316,-9.6361
R00317,1.7972
R00318,-3.2561
R00319,-3.6681
