row_id,a_val
R00000,6.5714
R00003,11.3568
R00004,8.2549
R00005,7.4201
R00006,8.1671
R00008,13.4403
R00010,10.0548
R00011,8.7983
R00012,10.3043
R00013,5.3765
R00014,18.8704
R00015,12.6361
R00018,8.0897
R00019,9.5756
R00020,10.8074
R00021,6.9122
R00022,11.8126
R00023,8.1451
R00024,11.2136
R00025,8.1642
R00026,-0.1854
R00027,10.7508
R00028,6.8403
R00029,10.263
R00031,11.2768
R00032,12.0721
R00033,3.9408
R00034,7.1556
R00035,18.4949
R00036,9.6728
R00037,10.4959
R00038,7.4951
R00039,5.6458
R00040,11.2991
R00041,12.7833
R00042,9.5459
R00044,9.1848
R00045,8.1018
R00046,10.6065
R00047,11.0976
R00048,10.3612
R00049,7.3466
R00051,10.1214
R00054,16.5442
R00055,6.3866
R00056,5.3613
R00057,6.5837
R00059,16.5093
R00061,11.4983
R00062,5.2393
R00063,2.9162
R00064,4.4025
R00065,4.1901
R00066,2.2383
R00067,7.8883
R00068,9.0188
R00069,3.615
R00070,13.7799
R00071,11.5305
R00073,8.6524
R00074,13.3327
R00075,12.7346
R00076,9.6935
R00077,10.6864
R00078,13.3489
R00079,7.7108
R00080,9.455
R00081,13.1601
R00082,7.1287
R00083,7.6918
R00084,17.7106
R00086,8.0614
R00087,12.4886
R00088,9.0854
R00090,7.7223
R00091,14.6079
R00092,3.575
R00093,16.0094
R00094,2.709
R00096,4.5694
R00097,6.5978
R00098,9.0476
R00099,8.213
R00102,14.9726
R00104,9.9113
R00105,5.4859
R00106,12.5115
R00107,11.4747
R00108,8.6215
R00109,12.329
R00110,6.9805
R00111,10.5112
R00112,7.4315
R00113,7.7242
R00114,16.3671
R00115,11.1719
R00116,9.9715
R00118,4.7083
R00119,15.033
R00121,8.6215
R00123,-1.8445
R00124,10.2693
R00126,2.9785
R00127,15.6683
R00128,10.5411
R00129,3.4835
R00130,6.8725
R00131,12.8026
R00132,15.9077
R00133,14.8926
R00134,6.2789
R00135,7.5193
R00136,7.6757
R00138,12.0906
R00139,10.469
R00140,8.2522
R00141,7.8705
R00142,15.8223
R00143,3.0349
R00144,5.2594
R00145,14.2661
R00146,4.0606
R00147,14.5203
R00148,8.0466
R00149,11.8881
R00150,3.7685
R00151,12.6665
R00152,7.1921
R00153,16.3759
R00154,7.1291
R00155,5.2261
R00156,14.1871
R00157,11.1818
R00159,9.0939
R00160,10.9469
R00161,3.5861
R00163,7.137
R00164,11.2894
R00166,2.7116
R00167,9.2655
R00168,11.2098
R00169,12.2182
R00171,9.0043
R00172,7.2929
R00176,14.8409
R00177,11.2251
R00180,12.532
R00181,15.6167
R00182,5.6285
R00183,8.167
R00184,20.1118
R00185,12.3957
R00186,14.7638
R00187,13.1534
R00188,10.6146
R00190,8.6291
R00192,9.3664
R00193,19.0343
R00194,7.8963
R00195,9.4421
R00196,10.7459
R00197,14.7136
R00198,13.1867
R00199,10.8063
R00200,8.8502
R00202,8.318
R00203,5.8548
R00204,14.944
R00205,8.6309
R00206,3.3625
R00207,12.0256
R00208,14.3278
R00209,14.3936
R00210,5.644
R00211,11.3922
R00212,6.4863
R00213,13.4775
R00215,10.2589
R00216,5.9389
R00217,13.9607
R00218,10.9627
R00219,7.2159
R00220,10.9211
R00221,10.4914
R00223,5.8546
R00224,9.5988
R00225,9.1015
R00227,14.8819
R00228,5.8823
R00229,2.4095
R00231,10.2866
R00233,2.5721
R00236,15.7368
R00240,9.5373
R00241,3.0039
R00242,14.0334
R00243,8.9321
R00244,9.8691
R00245,12.3874
R00247,3.8075
R00248,12.7722
R00249,4.8833
R00250,11.2556
R00253,11.4689
R00254,6.6653
R00255,11.8258
R00256,14.5087
R00257,10.4936
R00258,7.2891
R00259,5.9339
R00261,9.2711
R00262,11.4138
R00263,2.1031
R00265,8.3516
R00267,9.4089
R00268,14.6902
R00269,12.1439
R00270,9.6814
R00271,10.1078
R00272,8.1719
R00273,2.9514
R00274,9.5001
R00276,6.7269
R00278,14.0754
R00279,10.2653
R00280,5.14
R00281,7.6011
R00283,2.8764
R00284,10.8739
R00285,9.2706
R00286,11.173
R00287,9.3237
R00290,9.6559
R00291,20.0469
R00292,9.2647
R00293,7.1512
R00294,9.5679
R00297,11.1559
R00298,15.8969
R00299,7.8036
R00300,11.2107
R00301,11.349
R00305,14.6814
R00307,6.532
R00308,7.9739
R00309,9.827
R00311,16.9814
R00314,11.8994
R00315,15.2389
R00318,-1.8741
