account_id,event_time,credit_score,tier
A0000,1767233426000,774,bronze
A0000,1770871817000,789,silver
A0001,1767294858000,543,silver
A0002,1767259650000,751,silver
A0003,1767266435000,685,silver
A0004,1767274162000,645,silver
A0004,1769046813000,704,gold
A0005,1767304074000,681,bronze
A0005,1768941230000,680,gold
A0006,1767282526000,363,silver
A0007,1767265233000,447,silver
A0008,1767278154000,546,bronze
A0008,1773459247000,611,bronze
A0009,1767308717000,354,bronze
A0009,1771053278000,399,silver
A0010,1767279125000,305,gold
A0010,1774650186000,373,bronze
A0011,1767267011000,390,gold
A0011,1772320977000,370,silver
A0012,1767243430000,378,silver
A0012,1771074697000,413,gold
A0013,1767308595000,596,gold
A0013,1773068921000,656,silver
A0014,1767304132000,843,gold
A0014,1771965776000,775,gold
A0015,1767228892000,349,silver
A0016,1767258344000,442,bronze
A0016,1773566560000,386,bronze
A0017,1767299459000,734,silver
A0018,1767307601000,702,gold
A0018,1770387058000,689,gold
A0019,1767240758000,336,gold
A0019,1774425628000,300,silver
A0020,1767226867000,382,silver
A0020,1773807109000,460,bronze
A0021,1767284334000,738,gold
A0022,1767247802000,572,silver
A0022,1773996031000,637,gold
A0023,1767247778000,373,silver
A0023,1774228010000,323,gold
A0024,1767240746000,809,bronze
A0025,1767283043000,534,gold
A0025,1770033782000,485,bronze
A0026,1767273584000,492,bronze
A0027,1767291500000,406,gold
A0027,1771129539000,387,bronze
A0028,1767256464000,308,bronze
A0028,1767554942000,306,bronze
A0029,1767282870000,834,silver
A0029,1773908369000,850,bronze
A0030,1767272988000,300,gold
A0031,1767305938000,445,gold
A0032,1767299468000,356,bronze
A0032,1768436978000,356,bronze
A0033,1767250219000,830,gold
A0033,1772324592000,832,bronze
A0034,1767287674000,724,bronze
A0034,1768270094000,656,bronze
A0035,1767296869000,677,silver
A0035,1768377189000,632,bronze
A0036,1767290990000,425,bronze
A0036,1767755733000,374,silver
A0037,1767243345000,733,bronze
A0038,1767290964000,825,silver
A0038,1774939633000,828,gold
A0039,1767283278000,809,bronze
A0040,1767269753000,700,bronze
A0040,1770365998000,762,gold
A0041,1767239603000,543,gold
A0041,1768445210000,585,bronze
A0042,1767234368000,734,gold
A0042,1770840935000,751,bronze
A0043,1767268230000,476,gold
A0043,1770746362000,501,silver
A0044,1767282479000,566,gold
A0044,1774017265000,551,gold
A0045,1767305748000,409,silver
A0046,1767251660000,491,gold
A0047,1767253104000,607,silver
A0048,1767298072000,808,bronze
A0049,1767297713000,581,bronze
A0050,1767244155000,662,gold
A0051,1767304779000,388,bronze
A0051,1771439981000,389,bronze
A0052,1767245366000,460,bronze
A0052,1772598025000,403,gold
A0053,1767295497000,549,gold
A0053,1774576544000,589,gold
A0054,1767299323000,303,bronze
A0054,1768970156000,300,silver
A0055,1767265944000,615,bronze
A0055,1771507433000,595,silver
A0056,1767263724000,353,bronze
A0057,1767254961000,776,silver
A0057,1773946045000,797,bronze
A0058,1767253141000,519,silver
A0058,1772941269000,515,silver
A0059,1767226641000,479,gold
A0059,1770594667000,555,bronze
A0060,1767279017000,522,silver
A0060,1774261616000,456,bronze
A0061,1767252794000,326,gold
A0062,1767246677000,364,silver
A0062,1774257644000,433,gold
A0063,1767228457000,770,silver
A0063,1771789387000,723,gold
A0064,1767274275000,800,bronze
A0064,1772448420000,770,silver
A0065,1767311465000,333,bronze
A0065,1771694678000,398,bronze
A0066,1767242856000,725,silver
A0067,1767282497000,312,bronze
A0067,1769110550000,300,silver
A0068,1767264028000,336,gold
A0068,1768150093000,300,gold
A0069,1767311685000,452,silver
A0069,1771670147000,484,silver
A0070,1767262581000,314,gold
A0070,1774809894000,379,bronze
A0071,1767263475000,567,gold
A0071,1773664774000,551,gold
A0072,1767243567000,476,silver
A0073,1767255646000,493,bronze
A0073,1769860371000,499,gold
A0074,1767225971000,461,silver
A0074,1768395301000,413,bronze
A0075,1767291614000,490,silver
A0075,1773850040000,480,bronze
A0076,1767306848000,621,gold
A0076,1769372677000,671,gold
A0077,1767276658000,417,bronze
A0077,1774752350000,447,gold
A0078,1767269976000,556,silver
A0078,1772174983000,507,silver
A0079,1767266834000,591,silver
A0079,1773244350000,530,gold
A0080,1767230169000,635,gold
A0080,1771113744000,555,gold
A0081,1767259359000,844,gold
A0081,1770030812000,775,gold
A0082,1767298490000,622,bronze
A0082,1769613018000,620,gold
A0083,1767279793000,476,silver
A0084,1767288412000,567,bronze
A0084,1774651199000,628,bronze
A0085,1767227897000,322,gold
A0085,1768643621000,379,bronze
A0086,1767238468000,445,bronze
A0086,1774338402000,427,gold
A0087,1767231345000,822,silver
A0087,1768521035000,791,gold
A0088,1767237231000,591,gold
A0088,1773761859000,546,gold
A0089,1767311893000,492,silver
A0090,1767238580000,732,gold
A0091,1767238772000,500,gold
A0092,1767287420000,383,silver
A0092,1772757638000,399,gold
A0093,1767232985000,519,silver
A0093,1774613847000,598,bronze
A0094,1767226502000,478,silver
A0095,1767245408000,401,silver
A0095,1769173255000,424,bronze
A0096,1767275713000,537,silver
A0096,1774227112000,523,silver
A0097,1767285877000,324,silver
A0097,1774353129000,322,silver
A0098,1767237720000,707,bronze
A0099,1767240791000,402,silver
A0099,1774427784000,437,silver
