account_id,event_time,amount,balance
A0000,1767268728000,16.89,3776.83
A0000,1768267896000,35.86,3762.63
A0000,1768730171000,7.61,4108.07
A0000,1772077946000,47.54,4313.64
A0000,1772217289000,10.77,3989.4
A0000,1772935408000,37.92,4106.17
A0000,1774010482000,6.94,3079.04
A0001,1767278692000,2.43,5067.59
A0001,1767895979000,65.83,4989.13
A0001,1771978951000,50.99,5178.33
A0001,1772185507000,35.15,5260.63
A0001,1773604157000,15.83,4806.37
A0002,1767282306000,23.45,6557.05
A0002,1769156408000,84.93,6438.64
A0002,1770173245000,21.39,6687.43
A0002,1771933575000,6.39,6929.12
A0002,1772218363000,70.22,7180.47
A0002,1772978724000,162.39,7245.87
A0002,1773545874000,23.11,7517.7
A0002,1773545874000,23.11,7517.7
A0003,1767232072000,48.28,5105.06
A0003,1767699082000,36.49,4926.02
A0003,1767921160000,158.89,4884.29
A0003,1770619435000,14.14,4119.89
A0003,1771457913000,13.79,4081.74
A0003,1772563752000,76.74,4570.91
A0004,1767307973000,25.41,4717.36
A0004,1768268547000,146.0,4828.2
A0004,1768529362000,31.25,4921.0
A0004,1769472984000,63.71,4964.79
A0004,1771015210000,27.64,5199.87
A0004,1771155452000,42.21,5599.55
A0004,1774565075000,32.16,5565.35
A0005,1767310602000,11.8,5702.37
A0005,1768785700000,48.32,5443.46
A0005,1769579666000,77.28,5003.03
A0005,1769608744000,6.3,5146.49
A0005,1770012866000,14.57,4927.11
A0005,1771853994000,232.63,4904.57
A0005,1773282445000,103.49,4616.29
A0005,1773882279000,30.0,5047.87
A0006,1767819785000,31.23,5441.65
A0006,1768329390000,4.13,5496.8
A0006,1771616858000,120.6,5375.8
A0006,1772424101000,56.93,5147.11
A0006,1772709171000,9.35,3786.01
A0006,1772709171000,9.35,3786.01
A0006,1772899637000,49.46,3757.51
A0006,1774209530000,54.78,4759.46
A0007,1767305002000,13.02,4982.79
A0007,1769205877000,7.67,5178.02
A0007,1770015452000,13.35,4906.64
A0007,1770714692000,28.67,4541.0
A0007,1773472498000,22.02,4432.51
A0007,1773844701000,85.62,4743.83
A0008,1767302078000,16.67,8158.75
A0008,1768332004000,32.6,8703.62
A0008,1770036756000,51.95,9027.88
A0008,1771008775000,19.87,9564.42
A0008,1772279434000,87.27,9047.03
A0008,1774801572000,9.34,8352.76
A0009,1767245291000,41.33,2100.56
A0009,1767855574000,26.42,1759.98
A0009,1769552797000,3.95,2217.23
A0009,1770318465000,76.18,2865.35
A0009,1772007828000,40.41,2395.35
A0009,1773806910000,111.25,2699.62
A0010,1767280507000,16.68,7369.65
A0010,1767488225000,143.41,7953.35
A0010,1767928134000,40.02,7513.75
A0010,1768491826000,7.12,7684.64
A0010,1772603978000,172.08,8165.6
A0010,1772648304000,81.62,7711.74
A0010,1773934426000,38.52,7951.8
A0011,1767300479000,64.56,4398.03
A0011,1767479007000,372.26,4552.12
A0011,1767607271000,17.27,4547.42
A0011,1767734417000,208.12,4723.62
A0011,1769173675000,67.57,4381.53
A0011,1771926213000,49.05,3953.78
A0011,1773753798000,22.13,3312.57
A0011,1774157847000,8.05,3369.99
