account_id,label_time,churned
A0000,1773198564000,0
A0001,1772433141000,0
A0002,1772682007000,0
A0003,1772102032000,1
A0004,1772993704000,1
A0005,1772700494000,0
A0006,1773296817000,1
A0007,1772464749000,0
A0008,1772531629000,1
A0009,1772121758000,1
A0010,1772715426000,1
A0011,1772620274000,1
A0012,1772836928000,1
A0013,1772099342000,1
A0014,1772869476000,0
A0015,1772653771000,1
A0016,1773340563000,0
A0017,1773217241000,1
A0018,1772943292000,1
A0019,1772714794000,0
A0020,1772935263000,1
A0021,1772281807000,0
A0022,1773106982000,0
A0023,1773278442000,1
A0024,1772179113000,1
A0025,1772323177000,1
A0026,1772989186000,0
A0027,1772158701000,0
A0028,1773566314000,0
A0029,1773262110000,1
A0030,1773548099000,1
A0031,1772212497000,1
A0032,1772149058000,1
A0033,1773135591000,1
A0034,1772840727000,0
A0035,1773224137000,0
A0036,1773383690000,1
A0037,1773169665000,1
A0038,1773530334000,0
A0039,1773284206000,1
A0040,1773094879000,0
A0041,1772345549000,1
A0042,1772330107000,1
A0043,1773682545000,1
A0044,1773673432000,0
A0045,1772018676000,0
A0046,1773447948000,0
A0047,1773665766000,1
A0048,1773614775000,0
A0049,1773678057000,1
A0050,1772083804000,0
A0051,1772978414000,0
A0052,1772451119000,1
A0053,1773467159000,1
A0054,1772515698000,1
A0055,1772959821000,1
A0056,1773448020000,1
A0057,1772691227000,1
A0058,1772226130000,1
A0059,1772284044000,0
A0060,1773489276000,1
A0061,1773189443000,1
A0062,1772369903000,1
A0063,1772769465000,0
A0064,1772268881000,0
A0065,1773255830000,1
A0066,1772419364000,1
A0067,1772975050000,0
A0068,1772016068000,1
A0069,1772428484000,1
A0070,1773125092000,1
A0071,1773268761000,1
A0072,1772871458000,0
A0073,1772920648000,0
A0074,1772440802000,0
A0075,1772338519000,1
A0076,1772523675000,1
A0077,1773260169000,0
A0078,1773198037000,1
A0079,1772693114000,1
A0080,1771983145000,1
A0081,1772363056000,0
A0082,1773665470000,0
A0083,1773298258000,1
A0084,1773318004000,1
A0085,1773346940000,1
A0086,1772773750000,0
A0087,1772085230000,0
A0088,1772616881000,0
A0089,1773405105000,0
A0090,1773241781000,1
A0091,1773215312000,0
A0092,1773104941000,1
A0093,1772947424000,1
A0094,1772597029000,0
A0095,1772543051000,1
A0096,1773446940000,0
A0097,1772261077000,1
A0098,1772682866000,1
A0099,1772115231000,1
