account_id,f1,f2,f3,f4
A0000,-2.7219,0.7969,-0.37,-0.8727
A0001,-2.5233,-4.3393,-1.0122,-0.5734
A0002,-2.9527,-2.6495,1.8436,-1.8468
A0003,-1.0957,1.4539,-0.6401,0.7503
A0004,-0.2487,3.5204,-1.4239,-3.5692
A0005,-5.1827,-2.2878,3.5685,0.0367
A0006,-2.3437,-1.8372,0.3777,-3.1662
A0007,-2.2377,-2.6229,2.6974,-1.1419
A0008,-2.9288,-1.0919,0.6718,-2.6486
A0009,-4.3729,1.5427,2.5561,0.7823
A0010,-6.0672,2.5796,2.3395,0.2876
A0011,-1.8364,-3.3053,1.4507,-0.7261
A0012,-2.1092,0.8172,0.5216,-2.2132
A0013,-2.4248,-1.5049,-0.2218,-2.1484
A0014,-1.3883,-0.3969,1.3633,0.6645
A0015,-1.4287,0.4393,-1.7132,0.2801
A0016,-3.6935,4.5171,-0.4995,-0.2232
A0017,0.3448,0.0449,1.5609,-0.2136
A0018,-3.5585,0.5365,-2.7561,-1.785
A0019,-0.2889,-2.0526,-0.7055,-4.6816
A0020,-1.4342,-3.1298,0.3044,-4.3771
A0021,-3.6323,-3.043,-0.5471,0.7968
A0022,-4.8984,-0.0773,0.9689,2.33
A0023,-2.7994,-4.3732,1.629,-2.2816
A0024,-2.0089,2.6688,-0.5717,1.596
A0025,-3.1154,0.4472,0.241,-0.0476
A0026,-2.0562,3.4277,1.1089,-3.6369
A0027,-2.6197,-0.281,-1.699,-2.5837
A0028,-4.2675,0.2969,0.4708,-2.1487
A0029,-1.4515,0.2622,-0.4423,-1.2952
A0030,-3.6468,0.9744,1.8803,-0.3559
A0031,-1.871,-2.1679,0.2737,-1.071
A0032,-3.5075,-2.3976,4.2001,-1.0995
A0033,-3.1412,0.9608,-1.3746,-1.1043
A0034,-3.6824,0.5567,0.5455,-2.2562
A0035,-2.3403,-3.4226,2.0625,-3.6714
A0036,-3.3411,3.1311,1.7083,-3.9018
A0037,-0.1449,-2.0174,-1.2811,-3.4331
A0038,-3.213,-0.7776,2.9799,-1.3894
A0039,-3.1314,-5.4777,0.2071,-2.0078
A0040,-1.7742,-0.3358,-1.1931,-0.8685
A0041,-2.3204,1.0449,2.2718,-3.9038
A0042,-3.3565,-3.384,2.2311,1.1184
A0043,-2.6969,-2.1693,0.9359,-4.8387
A0044,-4.287,-2.1085,-1.9373,0.1286
A0045,-1.5906,1.5066,1.5761,-1.3072
A0046,-4.8384,4.5466,-3.1175,-1.2289
A0047,-1.3003,1.2875,1.0738,-3.7363
A0048,-3.7838,0.0684,3.6171,-1.8153
A0049,-3.869,-1.0157,0.262,-1.1488
A0050,-1.8173,0.6358,2.8164,-0.1249
A0051,-0.4846,1.7963,-1.2484,-2.0298
A0052,-1.6714,-3.1927,1.4247,-0.3783
A0053,-2.4934,4.9822,1.7175,-1.9317
A0054,-3.7555,-0.7598,2.8739,-0.7736
A0055,-1.333,0.6238,4.1744,-1.6109
A0056,-0.6968,0.6448,0.3786,-1.2911
A0057,0.6445,1.5001,-2.5523,-2.5309
A0058,-2.4947,0.7364,3.1899,0.5836
A0059,-3.1208,-1.9023,2.3752,-0.9309
A0060,-2.2443,2.3227,2.7111,-2.5704
A0061,-1.4095,-2.0536,4.133,0.4285
A0062,-4.5195,3.5375,-1.5905,-2.1619
A0063,-0.1562,-0.177,-0.4148,1.1899
A0064,-4.7915,1.1136,-0.0343,-4.1417
A0065,-2.5877,0.1941,-1.8786,-4.2391
A0066,-4.8999,-3.8734,3.243,-5.4541
A0067,-5.0411,-3.4692,2.2455,-0.069
A0068,-6.8064,-2.6061,1.8914,1.7768
A0069,-3.7145,1.7781,-1.5358,-2.3807
A0070,-1.1285,0.3867,3.4551,-1.5173
A0071,-2.7757,-0.1778,0.605,0.1174
A0072,-1.9218,-1.4457,-0.951,-0.1048
A0073,-2.3106,0.7639,0.7099,-3.3562
A0074,-5.371,-1.9347,-0.9325,0.725
A0075,-4.381,0.4373,3.5329,-3.6343
A0076,-5.5305,0.0202,0.0002,-4.7884
A0077,-2.9973,-1.1108,2.561,-1.5644
A0078,-2.4231,0.4497,-0.3402,-1.3926
A0079,-1.7813,-0.3156,-2.5564,-0.9306
A0080,-2.2148,4.1224,5.5537,-3.5959
A0081,0.088,1.19,4.4533,-2.6824
A0082,-2.841,-2.0234,0.2144,-2.4592
A0083,-1.6461,-2.5971,0.3641,-3.9097
A0084,-2.0739,-2.7517,2.5813,-2.8192
A0085,-3.0704,1.6507,-3.8759,-3.2688
A0086,-2.4135,0.1259,2.2496,-1.1993
A0087,-1.6836,1.0945,1.5606,-0.8612
A0088,-2.2215,-0.0315,0.8747,-1.084
A0089,-3.168,-1.603,2.0229,-4.558
A0090,-3.0436,-0.3854,1.3703,-1.937
A0091,-3.6027,-0.7364,-0.1043,-2.7547
A0092,-4.5477,-0.0462,2.8797,1.0287
A0093,-2.5076,-1.7067,1.1459,-3.3901
A0094,-2.4211,1.8618,3.7156,-3.0758
A0095,-1.8645,0.9462,1.235,-2.118
A0096,-3.75,-2.5564,-1.6119,1.2868
A0097,-3.8983,5.3087,3.4581,-1.0243
A0098,-2.822,3.7048,1.1274,0.4443
A0099,-1.386,-0.9408,-1.5691,-0.5276
A0100,-3.4289,-1.3956,0.1429,1.0946
A0101,-1.0304,-0.1184,1.8105,-1.9067
A0102,-1.277,0.015,0.6185,-4.2532
A0103,-0.4287,2.4796,1.2358,-0.3776
A0104,-3.6482,4.3482,0.9582,0.6886
A0105,-1.3893,-1.6437,-0.7002,-1.334
A0106,-3.7417,2.0058,-2.2952,-1.4778
A0107,-5.4759,0.2375,3.7146,0.0871
A0108,-0.0399,-1.4667,-0.2501,-1.8746
A0109,-1.543,-0.3298,0.8642,-1.2554
A0110,-0.2183,1.8555,1.9655,-0.8633
A0111,-3.7478,0.3041,-1.1943,-3.5659
A0112,-3.2733,0.5827,3.9757,-0.9112
A0113,-4.6286,-0.5051,4.1691,1.3875
A0114,-1.4634,-4.1827,-2.9359,-1.1882
A0115,-4.0122,-2.4253,-0.9638,-5.0233
A0116,-5.0895,1.5965,2.448,-1.6401
A0117,-1.6451,-3.3943,1.1122,-0.5797
A0118,-2.0453,-0.5486,0.9803,-3.373
A0119,-1.1287,-0.9327,-2.8999,-1.0807
