row_id,account_id,event_time,amount,category
R00000,A0043,1767227700000,32.66,travel
R00001,A0037,1767238920000,62.32,grocery
R00002,A0004,1767239700000,2.87,travel
R00003,A0007,1767243300000,10.18,rent
R00004,A0030,1767262320000,25.49,grocery
R00005,A0091,1767277740000,46.17,other
R00006,A0030,1767290280000,8.9,other
R00007,A0104,1767297180000,28.27,other
R00008,A0090,1767301080000,14.65,grocery
R00009,A0035,1767309960000,8.19,salary
R00010,A0074,1767317280000,21.69,salary
R00011,A0025,1767319260000,266.35,grocery
R00012,A0054,1767330480000,9.93,other
R00013,A0074,1767331920000,1.46,travel
R00014,A0026,1767333480000,200.36,other
R00015,A0010,1767336240000,10.79,salary
R00016,A0011,1767345540000,7.11,travel
R00017,A0025,1767348180000,92.62,salary
R00018,A0105,1767364200000,73.23,salary
R00019,A0053,1767380100000,17.79,salary
R00020,A0000,1767398160000,3.45,salary
R00021,A0118,1767406560000,14.58,grocery
R00022,A0018,1767417360000,38.31,rent
R00023,A0110,1767423360000,13.64,grocery
R00024,A0110,1767427620000,17.24,travel
R00025,A0020,1767428760000,32.38,travel
R00026,A0068,1767434220000,2.58,travel
R00027,A0034,1767438480000,8.5,grocery
R00028,A0099,1767440460000,14.0,other
R00029,A0021,1767456300000,6.48,grocery
R00030,A0049,1767461280000,38.41,other
R00031,A0105,1767463860000,67.22,rent
R00032,A0049,1767480000000,34.91,grocery
R00033,A0059,1767497040000,79.09,grocery
R00034,A0008,1767504360000,69.99,salary
R00035,A0093,1767508020000,44.66,grocery
R00036,A0111,1767529680000,9.19,rent
R00037,A0012,1767530100000,334.32,rent
R00038,A0095,1767540060000,19.22,salary
R00039,A0043,1767543180000,13.63,grocery
R00040,A0087,1767544080000,5.41,grocery
R00041,A0115,1767545820000,56.92,other
R00042,A0060,1767547860000,6.1,rent
R00043,A0064,1767562080000,21.81,travel
R00044,A0071,1767565440000,25.74,grocery
R00045,A0070,1767567780000,22.7,rent
R00046,A0052,1767572520000,5.72,rent
R00047,A0033,1767577860000,76.34,travel
R00048,A0060,1767587100000,62.77,rent
R00049,A0115,1767589020000,35.42,grocery
R00050,A0024,1767591180000,2.01,grocery
R00051,A0107,1767628980000,5.82,rent
R00052,A0016,1767630300000,91.0,travel
R00053,A0017,1767631320000,3.92,other
R00054,A0010,1767634200000,13.04,other
R00055,A0100,1767654660000,3.5,rent
R00056,A0070,1767661740000,40.76,other
R00057,A0082,1767674100000,8.62,other
R00058,A0064,1767674280000,13.78,grocery
R00059,A0105,1767688320000,37.88,travel
R00060,A0006,1767699900000,11.13,travel
R00061,A0069,1767703620000,22.59,travel
R00062,A0078,1767723600000,12.64,rent
R00063,A0047,1767724080000,235.45,grocery
R00064,A0054,1767724380000,95.92,grocery
R00065,A0071,1767726300000,29.1,grocery
R00066,A0039,1767733800000,19.71,grocery
R00067,A0036,1767742560000,19.64,salary
R00068,A0112,1767754740000,21.11,travel
R00069,A0022,1767768240000,34.32,travel
R00070,A0009,1767768540000,8.65,salary
R00071,A0104,1767774060000,30.73,travel
R00072,A0109,1767774600000,32.69,other
R00073,A0007,1767776100000,3.45,travel
R00074,A0071,1767784380000,21.96,travel
R00075,A0110,1767785280000,45.01,salary
R00076,A0078,1767787200000,6.87,grocery
R00077,A0030,1767787320000,42.76,salary
R00078,A0037,1767802320000,25.1,grocery
R00079,A0106,1767820680000,10.6,salary
R00080,A0080,1767855540000,9.1,travel
R00081,A0016,1767867780000,38.17,other
R00082,A0002,1767868020000,106.91,grocery
R00083,A0076,1767873780000,29.24,travel
R00084,A0014,1767875700000,15.07,rent
R00085,A0039,1767883680000,10.35,grocery
R00086,A0078,1767885720000,30.87,travel
R00087,A0046,1767888360000,31.98,travel
R00088,A0081,1767907800000,37.01,salary
R00089,A0082,1767913440000,47.96,grocery
R00090,A0032,1767920040000,57.07,travel
R00091,A0034,1767927120000,8.72,grocery
R00092,A0002,1767936540000,11.46,salary
R00093,A0096,1767937980000,8.36,rent
R00094,A0111,1767971340000,14.26,grocery
R00095,A0039,1767983520000,11.72,salary
