row_id,account_id,event_time,amount,category
R00416,A0014,1770873180000,18.31,grocery
R00481,A0023,1771385100000,17.81,travel
R00541,A0043,1771944360000,67.1,salary
R00362,A0076,1770425100000,3.43,travel
R00597,A0037,1772382180000,28.9,other
R00458,A0032,1771198140000,10.86,other
R00587,A0001,1772298660000,24.34,grocery
R00505,A0039,1771591980000,51.2,rent
R00484,A0030,1771413240000,13.94,rent
R00338,A0075,1770224340000,19.74,rent
R00439,A0000,1771079820000,7.64,grocery
R00359,A0037,1770381480000,7.67,other
R00345,A0092,1770298200000,12.41,rent
R00430,A0017,1770988080000,16.21,grocery
R00425,A0039,1770945720000,3.55,other
R00472,A0054,1771296420000,12.01,salary
R00542,A0022,1771951740000,48.37,grocery
R00405,A0036,1770777480000,13.47,grocery
R00366,A0066,1770448440000,31.2,salary
R00527,A0060,1771782600000,26.28,rent
R00498,A0075,1771552200000,16.63,salary
R00486,A0078,1771427460000,19.93,grocery
R00598,A0039,1772387160000,26.72,travel
R00417,A0072,1770874920000,44.47,salary
R00432,A0073,1771015500000,6.93,rent
R00375,A0062,1770498660000,11.15,travel
R00581,A0083,1772233020000,11.47,salary
R00585,A0031,1772278740000,5.26,grocery
R00459,A0042,1771219740000,28.03,travel
R00564,A0087,1772078820000,6.26,grocery
R00493,A0040,1771502700000,36.48,other
R00340,A0088,1770228900000,12.5,other
R00538,A0012,1771918740000,3.85,rent
R00336,A0104,1770188940000,28.55,rent
R00524,A0012,1771741800000,12.6,travel
R00442,A0097,1771104060000,123.39,travel
R00586,A0045,1772297400000,30.22,salary
R00573,A0080,1772151780000,1.08,rent
R00560,A0054,1772048040000,23.89,salary
R00589,A0111,1772309700000,9.3,travel
R00412,A0071,1770828900000,20.26,other
R00424,A0056,1770937920000,44.07,salary
R00543,A0108,1771956900000,25.01,other
R00361,A0115,1770393780000,18.63,grocery
R00390,A0069,1770678120000,56.12,grocery
R00411,A0018,1770826980000,25.6,travel
R00595,A0070,1772366340000,131.99,salary
R00506,A0003,1771599480000,12.62,travel
R00378,A0094,1770525480000,40.53,grocery
R00533,A0007,1771850400000,21.64,grocery
R00431,A0062,1771008540000,57.82,salary
R00371,A0099,1770487560000,199.72,travel
R00387,A0031,1770642120000,36.28,salary
R00473,A0074,1771303020000,29.54,travel
R00368,A0111,1770465360000,11.58,other
R00565,A0107,1772082720000,42.18,other
R00523,A0035,1771734060000,4.74,travel
R00343,A0016,1770273720000,10.5,rent
R00388,A0025,1770659820000,6.65,other
R00434,A0058,1771034280000,8.86,other
R00528,A0046,1771800660000,454.92,grocery
R00478,A0016,1771330380000,82.21,travel
R00369,A0075,1770477660000,20.41,salary
R00529,A0089,1771809360000,14.27,other
R00558,A0006,1772035740000,105.14,rent
R00332,A0117,1770156660000,4.73,rent
R00334,A0092,1770157560000,6.06,grocery
R00341,A0026,1770240900000,4.78,salary
R00374,A0063,1770495600000,29.14,grocery
R00583,A0108,1772256000000,59.99,other
R00503,A0025,1771563780000,126.99,grocery
R00492,A0101,1771486020000,28.22,travel
