account_id,event_time,health_score
A0000,1767366025000,45.24
A0000,1772570864000,87.64
A0001,1767349549000,46.72
A0001,1773979898000,91.47
A0002,1767254778000,47.75
A0002,1772749770000,90.82
A0003,1767334530000,55.98
A0003,1773934381000,87.11
A0004,1767329065000,60.34
A0004,1773228093000,11.85
A0005,1767237962000,52.16
A0005,1773693580000,8.57
A0006,1767278206000,57.51
A0006,1773414295000,12.28
A0007,1767245719000,49.58
A0007,1772468944000,94.12
A0008,1767258778000,51.37
A0008,1773384934000,86.02
A0009,1767360116000,55.58
A0009,1773685270000,12.77
A0010,1767269000000,57.16
A0010,1774376154000,92.17
A0011,1767245582000,39.15
A0011,1774298045000,6.19
A0012,1767267208000,54.0
A0012,1773043913000,9.88
A0013,1767385525000,43.24
A0013,1773262176000,7.3
A0014,1767303158000,48.67
A0014,1773825974000,7.49
A0015,1767278283000,57.02
A0015,1774396967000,91.94
A0016,1767375604000,48.7
A0016,1772970708000,13.84
A0017,1767317404000,56.47
A0017,1773100509000,94.37
A0018,1767226635000,41.56
A0018,1773761711000,11.3
A0019,1767287085000,47.31
A0019,1773161757000,94.0
A0020,1767344413000,55.35
A0020,1773930991000,90.39
A0021,1767396022000,52.32
A0021,1773884027000,89.09
A0022,1767243441000,45.77
A0022,1772819304000,91.36
A0023,1767278527000,56.32
A0023,1773590630000,7.61
A0024,1767320836000,48.16
A0024,1774224681000,91.99
A0025,1767237410000,47.32
A0025,1773125760000,94.29
A0026,1767327178000,52.49
A0026,1773246804000,91.12
A0027,1767382950000,46.71
A0027,1772741065000,92.57
A0028,1767291519000,45.48
A0028,1773547627000,86.02
A0029,1767350875000,48.15
A0029,1774377656000,94.25
A0030,1767371918000,46.66
A0030,1774075267000,5.11
A0031,1767260649000,46.05
A0031,1773966167000,12.26
A0032,1767353666000,44.87
A0032,1773894079000,90.99
A0033,1767379568000,47.08
A0033,1773522859000,89.3
A0034,1767358761000,48.56
A0034,1773468929000,85.12
A0035,1767293002000,46.82
A0035,1773411632000,10.11
A0036,1767332905000,50.65
A0036,1773215755000,12.25
A0037,1767388708000,51.79
A0037,1774341811000,89.71
A0038,1767292471000,51.76
A0038,1773296004000,85.75
A0039,1767274579000,48.14
A0039,1772447725000,12.2
