account_id,label_time,churned
A0000,1772066292000,0
A0001,1773666141000,0
A0002,1772128989000,0
A0003,1773229420000,0
A0004,1772417799000,1
A0005,1773163736000,1
A0006,1772464591000,1
A0007,1772145721000,0
A0008,1772643050000,0
A0009,1772652800000,1
A0010,1773490648000,0
A0011,1773302419000,1
A0012,1772226277000,1
A0013,1772914795000,1
A0014,1773064738000,1
A0015,1773382458000,0
A0016,1772372281000,1
A0017,1772576452000,0
A0018,1773205158000,1
A0019,1772459034000,0
A0020,1773637601000,0
A0021,1773055570000,0
A0022,1772088943000,0
A0023,1772762548000,1
A0024,1773524215000,0
A0025,1772565587000,0
A0026,1772312011000,0
A0027,1772250658000,0
A0028,1772895579000,0
A0029,1773650669000,0
A0030,1773065386000,1
A0031,1773022849000,1
A0032,1773214475000,0
A0033,1772988234000,0
A0034,1772773510000,0
A0035,1772489351000,1
A0036,1772446180000,1
A0037,1773536369000,0
A0038,1772691958000,0
A0039,1772134695000,1
A0040,1772693635000,1
A0041,1773603575000,1
A0042,1773142037000,0
A0043,1773291923000,1
A0044,1773663661000,1
A0045,1772943480000,0
A0046,1773244233000,0
A0047,1773337065000,1
A0048,1773456580000,1
A0049,1773515599000,0
A0050,1773350587000,1
A0051,1772223764000,1
A0052,1772212330000,0
A0053,1773033718000,1
A0054,1772077118000,0
A0055,1773297529000,1
A0056,1772884483000,1
A0057,1773568170000,1
A0058,1773603894000,0
A0059,1773475408000,0
A0060,1772154582000,1
A0061,1773687581000,0
A0062,1772590480000,1
A0063,1772853044000,0
A0064,1773412387000,0
A0065,1772540879000,1
A0066,1772694376000,0
A0067,1772600678000,0
A0068,1773418115000,1
A0069,1773647983000,1
A0070,1773380982000,0
A0071,1772281179000,0
A0072,1772032190000,1
A0073,1772838274000,0
A0074,1772913198000,1
A0075,1772351024000,0
A0076,1772769178000,0
A0077,1772318717000,0
A0078,1772637070000,0
A0079,1772149237000,0
A0080,1773360421000,1
A0081,1772211469000,0
A0082,1772165184000,0
A0083,1773185291000,1
A0084,1772960157000,0
A0085,1772756338000,1
A0086,1772850916000,1
A0087,1772978251000,1
A0088,1772472287000,0
A0089,1773179583000,0
A0090,1773419267000,0
A0091,1772486555000,1
A0092,1772358233000,1
A0093,1773059629000,0
A0094,1772483258000,0
A0095,1772252207000,1
A0096,1772311280000,0
A0097,1773334940000,0
A0098,1772968545000,1
A0099,1772208311000,0
