date,pm25_lag1,temperature,humidity,wind_speed,pressure,precipitation
2025-04-07,3.6,5.8,63,16.5,1020.5,0.0
2025-04-09,3.7,4.0,56,28.9,1014.4,0.3
2025-04-12,2.1,7.7,69,16.2,1003.5,0.0
2025-04-17,8.5,10.4,90,10.7,1011.0,0.0
2025-04-19,15.3,8.6,87,17.8,1007.0,4.0
2025-05-11,3.3,8.2,64,14.9,1019.3,0.0
2025-05-14,5.1,7.7,59,23.9,1008.4,3.1
2025-05-19,2.9,14.5,48,16.7,1011.3,0.0
2025-05-21,3.3,7.9,79,19.6,1001.1,4.3
2025-05-25,2.6,11.1,69,21.1,1006.0,0.5
2025-06-01,1.9,14.7,60,20.4,1007.9,0.0
2025-06-08,3.0,14.0,63,9.2,1000.6,0.1
2025-06-14,2.8,17.6,49,13.2,1021.8,0.0
2025-06-21,2.7,16.7,52,23.1,1010.4,0.0
2025-06-25,2.2,15.6,78,11.5,996.1,1.0
2025-07-01,2.4,19.7,63,16.2,1012.7,0.0
2025-07-09,2.5,17.5,65,8.3,1010.6,0.0
2025-07-11,4.0,16.7,72,22.7,1012.4,0.3
2025-07-13,4.1,18.4,80,9.2,1015.9,1.9
2025-07-17,7.2,21.7,68,12.6,1009.5,0.0
2025-07-25,10.3,22.1,76,11.9,1006.6,0.6
2025-07-27,5.9,21.9,65,13.2,1004.7,0.0
2025-07-31,4.2,18.8,80,12.7,1005.2,2.8
2025-08-02,4.4,18.6,81,15.4,1003.8,3.0
2025-08-09,6.8,17.5,71,16.9,1012.2,0.0
2025-08-17,1.4,15.2,60,24.1,1011.8,0.0
2025-08-25,1.7,12.4,69,22.6,1005.7,0.5
2025-08-30,5.0,16.0,82,11.5,1003.7,0.0
2025-09-01,6.2,15.5,89,10.9,1011.7,0.2
2025-09-04,5.7,18.3,84,16.9,1009.1,0.0
2025-09-09,8.3,17.7,83,13.8,1019.1,0.0
2025-09-11,8.5,17.4,90,36.9,1005.0,15.0
2025-09-14,4.5,15.7,86,13.6,1010.8,4.4
2025-09-16,3.8,14.1,86,21.7,992.8,2.4
2025-09-28,5.3,11.5,84,14.5,1029.5,0.0
2025-10-05,4.4,10.7,87,20.0,989.9,3.4
2025-10-08,4.5,12.2,89,17.7,1008.2,3.1
2025-10-17,3.8,3.3,80,13.2,1013.3,0.0
2025-10-21,4.2,9.5,81,22.7,999.8,0.0
2025-10-30,6.1,8.0,96,17.4,992.9,14.8
2025-11-01,2.1,7.2,86,19.5,1011.4,0.0
2025-11-04,5.1,10.3,92,19.0,1006.1,0.7
2025-11-08,11.3,5.5,98,7.5,1010.7,0.0
2025-11-11,7.3,5.6,96,9.6,1008.3,0.1
2025-11-15,2.5,-0.0,77,18.5,1011.5,0.0
2025-11-18,2.8,-3.7,86,9.7,1001.1,0.0
2025-11-20,5.3,-1.8,89,18.8,1002.1,0.4
2025-11-22,2.1,0.0,87,20.0,1010.0,0.0
2025-11-30,4.7,5.4,96,17.5,1005.1,3.9
2025-12-04,8.7,4.3,94,10.4,1011.3,0.8
2025-12-06,13.0,5.7,98,13.5,1007.9,10.9
2025-12-13,2.2,3.4,93,17.3,1015.9,4.2
2025-12-15,3.4,7.8,86,19.8,1003.1,0.1
2025-12-18,6.2,3.9,95,18.5,1010.0,0.2
2025-12-20,7.1,6.0,86,18.9,1005.1,0.0
2025-12-23,3.2,-1.6,84,13.1,1031.9,0.2
2025-12-25,3.7,0.2,81,20.2,1026.9,0.0
2025-12-29,1.7,-1.2,57,25.5,1004.4,0.1
2026-01-04,2.5,-5.4,89,21.7,996.2,0.0
2026-01-15,4.5,1.3,93,19.5,1009.9,0.0
2026-01-25,4.9,-4.1,89,14.2,1013.1,1.3
2026-01-28,2.7,-7.1,91,14.7,1011.5,0.0
2026-02-04,3.6,-6.3,87,16.6,1022.5,0.0
2026-02-10,4.2,-8.6,89,8.6,1001.1,0.0
2026-02-12,5.7,-7.4,88,16.2,991.6,0.0
2026-02-15,5.8,-11.3,85,13.6,1013.2,0.0
2026-03-02,3.6,1.4,83,13.7,1016.9,0.0
2026-03-04,7.2,3.4,67,19.2,1013.6,0.0
2026-03-11,15.9,4.6,93,17.2,1004.2,0.1
2026-03-16,4.8,3.0,85,18.1,1008.3,0.0
2026-03-28,2.8,4.1,81,18.4,1009.2,0.2
2026-03-30,4.0,4.1,82,25.8,1004.2,0.7
2026-04-01,5.5,6.6,71,16.3,1015.8,0.0
2026-04-12,4.2,5.3,65,11.9,1020.8,0.0
2026-04-15,6.6,7.6,68,15.0,1021.2,0.9
2026-04-19,5.4,6.0,62,16.7,1022.0,0.0
2026-04-22,4.3,9.0,59,17.7,1014.5,0.0
2026-04-25,2.6,6.2,63,25.3,998.0,1.3
2026-04-28,2.3,5.4,48,19.9,1023.6,0.2
2026-05-01,3.3,15.3,51,21.1,1016.9,0.0
2026-05-03,5.1,7.8,78,12.7,1006.6,2.1
2026-05-06,2.2,7.4,45,17.0,1010.4,0.0
2026-05-08,2.6,9.6,39,13.3,1023.0,0.0
2026-05-13,3.9,7.1,95,12.8,990.8,4.5
2026-05-16,5.9,10.3,81,16.9,998.4,6.7
2026-05-18,2.7,12.0,67,11.2,1016.6,0.0
2026-05-24,3.9,18.0,57,20.2,1015.8,0.0
2026-05-27,2.3,12.2,54,26.0,1011.2,1.8
2026-05-29,2.0,14.5,55,10.3,1014.0,0.0
2026-06-01,3.9,15.2,66,15.7,1009.2,0.0
