row_id,f1,f2,f3,f4,f5,f6,label
R00000,-0.651817,0.108648,-0.029454,-0.62891,-0.456683,-0.524921,0
R00001,0.02551,-0.073396,-0.36364,0.894933,-1.32953,-1.696502,0
R00002,-1.074838,-0.235544,-0.451632,-1.856737,1.090027,-2.265574,0
R00003,-0.82732,0.076092,-0.828982,-0.414987,-0.731856,0.455782,0
R00004,-1.822183,0.090285,-0.172574,0.162527,-1.105908,1.434967,0
R00005,1.512955,0.331999,-0.090822,0.801949,0.674365,-0.573242,0
R00006,-1.096441,-0.077884,0.041496,-0.8794,0.13155,0.064418,0
R00007,-2.353975,-0.105817,-0.305493,0.132135,-1.866637,0.162055,0
R00008,-0.158726,0.197786,0.636547,1.603503,-0.111084,0.470425,0
R00009,-0.380657,0.127668,1.432585,0.701507,1.674964,-1.052805,0
R00010,-0.162371,0.052468,3.064022,-1.289431,-0.794889,-1.025638,0
R00011,-0.235873,0.115782,0.467857,-0.999402,0.128229,0.607035,0
R00012,-0.176759,2.280348,0.583089,-0.882216,0.404269,0.875544,1
R00013,0.639958,0.238314,-1.057403,0.066486,-0.445458,-0.662052,0
R00014,1.358215,-0.111347,-0.951316,1.923563,-0.754347,0.509142,0
R00015,0.202999,2.512417,0.54929,0.23356,0.839595,-2.240581,1
R00016,1.994857,-0.0428,1.266559,1.030811,0.473326,-0.671683,0
R00017,0.001046,0.151431,-0.014346,-0.138809,-0.67225,1.007307,0
R00018,1.372259,2.433402,0.273452,0.542182,1.1409,-0.037867,1
R00019,0.244256,0.011319,0.276637,0.875498,0.21448,-0.118066,0
R00020,-0.398285,2.486823,0.828212,-0.743197,-1.231528,0.502522,1
R00021,1.100639,0.26664,-1.805214,1.67441,-1.661335,-0.881847,0
R00022,-0.608307,0.129738,-1.331415,-1.915357,1.007649,-1.160908,0
R00023,0.790197,-0.137495,-2.208706,0.783506,0.335793,1.050678,0
R00024,0.651099,-0.137348,1.626833,-0.39321,-0.759375,-0.36416,0
R00025,-1.035438,2.592674,0.861042,0.049084,0.979001,-1.000737,1
R00026,-0.281808,-0.224576,0.260469,-0.398805,-1.413627,0.311956,0
R00027,0.241169,2.23042,1.060824,-0.748893,-0.643855,0.656596,1
R00028,-0.255079,-0.07905,-0.768377,0.519781,-0.622059,0.694387,0
R00029,-0.429819,0.062776,-1.113547,-0.531846,-1.470471,-1.576585,0
R00030,-0.483345,-0.069022,0.822853,-0.330907,2.130295,0.320721,0
R00031,1.557718,-0.043458,-1.158265,0.486584,0.177056,-0.174717,0
R00032,-1.033372,0.069881,-0.942732,2.583472,-0.952085,0.238872,0
R00033,-0.476709,0.031612,-0.430628,-1.906354,-1.12453,-0.617374,0
R00034,0.729071,2.555921,0.546652,-1.264084,0.754155,-0.12221,1
R00035,0.752474,-0.230042,-1.156262,-0.496153,-1.440132,-1.471747,0
R00036,1.734359,2.579412,-0.09943,1.522677,-0.07493,0.819204,1
R00037,-3.076218,-0.188871,-1.123424,-1.435278,1.488303,-1.135544,0
R00038,-0.00748,2.335814,-0.30413,-1.256447,0.893835,1.658245,1
R00039,-0.805074,0.232499,-0.176232,2.074605,-1.422736,1.290253,0
R00040,-0.068657,2.660869,-2.114135,3.132516,1.571906,1.38149,1
R00041,0.142442,-0.151799,0.808157,0.279427,0.04122,-0.664006,0
R00042,-0.982855,0.10849,-0.561333,-0.267607,0.975107,-0.29973,0
R00043,-1.119613,-0.099016,-0.582169,-0.514988,-0.997675,-0.264549,0
R00044,-0.97966,-0.157526,-2.167922,-1.535961,0.612718,-0.103837,0
R00045,-2.240298,-0.008406,-0.255962,0.314018,-1.133525,0.630723,0
R00046,-1.830723,-0.235293,-0.240095,0.933267,0.110319,1.250625,0
R00047,0.422521,-0.057466,-0.033698,0.132879,0.143551,-0.807335,0
R00048,-0.769735,0.060158,0.136306,1.341362,0.240184,-0.034036,0
R00049,-0.319404,-0.001931,-0.543756,0.975632,-0.989388,0.533223,0
R00050,-1.230944,-0.070084,0.056913,-0.380868,0.280224,-0.540571,0
R00051,-2.040599,-0.023905,-0.561809,1.815349,-0.902588,0.677864,0
R00052,-1.527473,0.019249,-1.642475,2.005305,-1.374273,0.826368,0
R00053,0.948563,-0.3192,0.886017,-0.486131,1.266504,-1.531532,0
R00054,0.389323,2.59708,1.574046,-0.228331,-2.140512,1.21876,1
R00055,3.497045,2.659292,0.073526,0.651287,0.257882,-1.975076,1
R00056,-1.627923,-0.263009,0.542179,1.676787,-1.325996,-0.886836,0
R00057,-0.531719,0.084549,-2.21026,-1.180826,1.352395,1.993491,0
R00058,0.780691,0.00197,0.142852,-0.239396,1.38291,0.314164,0
R00059,-0.982542,0.225822,1.054574,0.478259,0.544191,2.561528,0
R00060,0.97676,0.003956,-1.227872,1.324436,-0.554262,0.614041,0
R00061,1.173097,0.065841,0.991949,-0.660312,1.26708,-1.152315,0
R00062,-0.479493,0.276363,0.562262,-1.529954,-1.163377,0.045015,0
R00063,1.7287,-0.110343,-0.641768,-0.199086,-1.040539,-1.232677,0
R00064,-1.375881,0.050688,-0.109506,-0.112907,0.904976,-0.466234,0
R00065,1.526284,2.749262,1.178264,0.54385,-0.379047,0.369143,1
R00066,-0.643666,2.586412,-0.47519,1.839673,0.911361,1.278234,1
R00067,1.828375,0.097524,-1.055883,1.663933,1.382567,-0.225445,0
R00068,0.068127,2.353882,-0.207022,-0.445201,-1.7481,1.600135,1
R00069,0.207433,2.576693,1.792856,0.959763,1.019835,-0.161597,1
R00070,1.239249,2.522514,0.696337,0.292704,-0.80724,-0.783331,1
R00071,0.102655,0.128412,0.392518,0.134076,-1.338883,-0.165111,0
R00072,2.516425,-0.195621,0.573098,1.840542,-0.291233,-0.34252,0
R00073,-0.08071,-0.047373,-1.005618,1.302027,1.307371,-1.574949,0
R00074,0.989283,0.004844,-0.113041,-0.254588,1.203568,0.150048,0
R00075,1.429876,-0.086673,0.4031,0.289734,0.467429,1.524066,0
R00076,0.868782,-0.088967,-0.287386,0.509766,0.076851,-0.410979,0
R00077,-1.551071,-0.072213,-0.315211,-1.545657,0.658351,0.967648,0
R00078,0.729371,0.175053,0.233597,0.859889,-0.996723,-0.309857,0
R00079,-0.879237,0.165471,1.276026,0.660428,-2.143545,1.390961,0
R00080,0.278806,0.127344,-0.736538,-0.607434,-0.286282,1.198686,0
R00081,-0.385912,-0.076545,-1.384586,-0.916374,0.403878,-0.331738,0
R00082,-1.195968,2.442941,0.14165,1.640803,-0.664281,0.963828,1
R00083,2.59149,2.884143,-0.695452,1.176175,-0.386486,-1.662483,1
R00084,0.800652,2.545015,0.397983,-0.177647,-0.020101,-0.519718,1
R00085,-0.393455,-0.203717,0.821688,0.754718,0.748918,-0.094383,0
R00086,-0.010194,-0.385986,0.384017,0.972014,0.136567,-0.853305,0
R00087,0.430417,0.077972,1.629991,-0.643394,1.361529,-3.091054,0
R00088,0.758537,-0.084068,-0.127131,1.66165,0.448247,0.158087,0
R00089,0.887242,0.010608,0.85058,-1.305516,-0.827821,0.09804,0
R00090,0.325097,0.227086,-0.861855,-0.300585,-0.741574,1.303436,0
R00091,-0.265538,2.576663,0.713632,0.115474,-0.397079,0.308096,1
R00092,0.056688,2.617339,-1.002342,0.54161,-1.56146,-0.68337,1
R00093,1.295798,0.045779,0.467817,0.543809,0.315777,-1.347127,0
R00094,-0.101027,2.584004,-1.16795,-0.683572,-1.392488,0.429694,1
R00095,0.524452,0.099706,-0.529585,-0.581042,0.927476,1.179054,0
R00096,0.540565,2.583085,-0.084851,-1.142222,1.251089,1.083596,1
R00097,-1.007607,2.740956,1.332129,1.625107,0.481041,-0.213177,1
R00098,-0.249363,0.321628,-0.812603,1.404404,1.392845,-0.855632,0
R00099,-2.280653,0.078063,-0.453439,0.84813,1.442209,1.76353,0
R00100,-0.180966,0.304416,0.413296,-0.566839,0.895939,-1.962315,0
R00101,-0.124754,2.376545,-0.037107,0.324482,1.577659,0.301799,1
R00102,-1.132678,2.455836,-0.082186,-0.963892,-0.001114,0.067618,1
R00103,-0.379855,2.382442,0.153944,0.885707,0.100314,-0.422913,1
R00104,0.634405,2.629096,1.000943,0.370029,1.007871,-1.485037,1
R00105,-0.235097,2.261903,-0.793651,-0.229749,-1.443871,0.085261,1
R00106,-0.441526,2.245375,2.647131,0.411092,-1.480421,-0.774917,1
R00107,0.407721,-0.047071,0.050742,-0.805424,-0.914483,0.278735,0
R00108,0.882356,-0.134134,-0.434326,-1.550486,-2.031715,0.132007,0
R00109,-1.430793,-0.075465,-0.187935,1.724177,0.003626,0.329936,0
R00110,-0.372329,0.286437,-1.040048,-0.108044,-1.031573,-0.21577,0
R00111,0.008694,0.140069,2.214713,1.396904,-0.29854,-0.604172,0
R00112,-0.474032,0.057233,1.266452,0.929887,-1.590802,-0.620352,0
R00113,-1.879735,0.24172,-0.627227,0.473287,-1.689598,0.709101,0
R00114,-0.989037,-0.152962,-0.99956,-0.901147,2.435096,0.820176,0
R00115,2.598703,-0.193628,0.462909,0.926898,-0.103374,0.858642,0
R00116,0.661602,-0.060411,0.296055,-1.061654,-0.030487,-2.584091,0
R00117,0.013984,2.436097,1.646934,0.655347,-1.326616,2.311027,1
R00118,-0.597435,2.265029,1.500868,-0.012852,-0.842019,0.245962,1
R00119,-0.750182,2.493324,0.281583,0.512589,-0.396824,-0.485763,1
R00120,-0.305074,-0.407641,0.799852,0.042033,-0.098152,0.37594,0
R00121,-0.609387,2.473063,1.305818,-1.284098,0.37611,1.131787,1
R00122,-0.010527,2.486728,0.519298,0.315352,0.523989,0.894836,1
R00123,0.652277,2.452999,0.918958,1.22175,0.539819,0.938778,1
R00124,-1.114306,-0.073596,-0.473233,-0.336526,-1.64249,0.449395,0
R00125,1.787412,0.012767,-0.339605,0.236918,-2.063369,0.399273,0
R00126,0.909915,2.323636,-1.436358,-0.056013,1.902187,0.726982,1
R00127,1.477371,2.297926,0.811189,-1.461155,0.519008,-2.246016,1
R00128,0.058066,2.420529,-1.946092,-0.021519,-0.667146,-0.566525,1
R00129,-0.340031,-0.197412,-1.120072,-0.079878,-0.86601,-1.337478,0
R00130,-1.033899,2.125652,1.486803,-0.669545,-0.835435,1.894213,1
R00131,1.277864,0.008762,-1.723114,1.565019,-1.757888,0.953894,0
R00132,1.508156,2.358246,0.091931,1.283509,0.361075,1.143747,1
R00133,0.606229,2.515206,-0.84215,0.01697,-1.26851,-0.41799,1
R00134,0.308355,0.006354,0.62738,-1.533413,-0.40847,-1.564464,0
R00135,1.064724,2.588242,-0.664705,1.86321,-0.341197,0.202269,1
R00136,-0.347573,0.308657,0.258574,0.300477,0.540364,0.112437,0
R00137,-0.203515,2.436764,-0.730918,0.852223,-0.315117,-1.969996,1
R00138,-2.67328,-0.218407,0.493894,-0.148194,-0.039911,-0.587968,0
R00139,1.129669,2.177613,0.322478,0.692692,1.008409,0.39746,1
R00140,0.523996,0.079875,-0.392761,0.58836,1.587629,-0.305582,0
R00141,-1.30564,0.092657,0.138176,0.690717,0.862071,-1.278325,0
R00142,0.089015,2.304668,0.362453,0.930661,-0.505997,0.116434,1
R00143,-2.304811,-0.114456,0.566289,-0.841022,0.321026,-0.25753,0
R00144,0.517095,2.414311,1.222228,0.472379,0.257493,-1.184363,1
R00145,-0.855571,-0.169432,0.056938,-0.829797,-0.062177,0.70022,0
R00146,1.225346,2.284664,0.550572,1.978311,-0.135454,0.612268,1
R00147,-0.432292,2.485033,1.278867,1.085008,0.847023,0.829897,1
R00148,0.131061,-0.180422,-0.231108,0.436028,0.412791,-0.628338,0
R00149,2.595861,2.296254,0.497425,1.232956,2.80519,1.663898,1
R00150,0.847297,0.106932,2.001347,0.966671,-0.247437,2.440607,0
R00151,1.134391,2.464644,0.307748,-0.037854,-0.052318,1.520268,1
R00152,-0.475753,2.639342,0.747224,-0.18937,1.308862,0.493902,1
R00153,-0.706119,-0.218269,0.322764,0.422666,-0.187116,-1.513667,0
R00154,0.434284,2.542498,0.971748,1.433799,0.458999,-0.002223,1
R00155,0.568186,-0.036311,0.32122,-1.038717,0.161507,-0.101191,0
R00156,-1.349324,0.007625,-1.170489,-0.934937,1.234483,0.7129,0
R00157,0.802364,2.523327,-0.615123,0.609126,0.674778,-0.871528,1
R00158,0.284823,0.10581,-0.193569,-0.035351,0.599922,-0.543132,0
R00159,1.637316,0.096265,0.282784,-0.322882,0.813639,-0.03667,0
R00160,0.157755,-0.176761,-0.124711,0.954691,0.096965,0.055048,0
R00161,-0.837238,-0.105243,1.099606,2.914931,0.699417,-1.527309,0
R00162,0.006543,2.322243,0.762712,2.792439,1.685886,-0.35646,1
R00163,-1.131278,-0.237625,1.522296,-0.26545,-0.698953,-1.308027,0
R00164,0.239472,2.353433,0.484372,0.594283,-0.139065,0.64574,1
R00165,-0.432724,0.012794,0.01318,0.021112,0.490219,1.431593,0
R00166,0.530942,0.258171,-1.290071,-2.747873,-1.677437,0.500631,0
R00167,0.904083,-0.01482,-1.456162,0.860526,0.380752,-1.604126,0
R00168,-0.379299,-0.191018,0.750622,-0.274199,0.058145,-0.70626,0
