row_id,f1,f2,f3,f4,f5,label
T00000,-0.388004,2.613362,-1.624436,-1.460684,0.693685,1
T00001,-0.609416,1.16131,0.059572,1.937172,0.553076,1
T00002,0.200223,-2.5253,-0.889757,0.618535,-0.050491,0
T00003,0.168404,-1.244556,-0.652221,-0.76885,0.244701,0
T00004,-1.231821,-0.351104,1.763116,-0.864949,-0.122296,1
T00005,0.216853,0.960668,0.083542,-1.709694,-0.002583,0
T00006,-0.416545,-0.14829,-0.837599,0.883231,-1.190119,1
T00007,0.288736,0.493742,-0.954751,1.081556,0.48425,1
T00008,0.256861,0.383568,-1.392596,0.996006,0.694806,0
T00009,2.11364,0.152058,0.000543,-0.013852,-0.335213,0
T00010,0.545407,-0.052478,-1.834558,0.659208,0.180483,1
T00011,-0.75103,-0.728079,-0.836364,1.007853,-1.748069,1
T00012,1.015005,0.549717,-0.393942,0.493656,-0.124318,0
T00013,-1.100032,0.410964,2.367497,1.786458,-0.860792,1
T00014,0.898557,-0.761151,0.052291,-0.522542,-0.509991,0
T00015,-0.239779,-0.519106,1.35024,-1.692701,0.009404,0
T00016,1.192553,-0.901806,-0.167599,-1.547303,-1.084654,0
T00017,-0.584024,0.442581,-0.728462,0.123318,-0.44711,1
T00018,-2.293169,0.915394,0.124043,-0.184563,-1.017765,1
T00019,1.243205,0.205602,1.187315,-0.027253,1.244253,0
T00020,-0.683323,1.260151,2.383017,-0.142759,-1.091445,1
T00021,0.012111,-0.213918,0.549287,-0.895758,-0.044641,0
T00022,-0.495209,0.837618,-0.956657,0.919628,0.037526,1
T00023,-1.356393,0.462745,2.537927,0.475671,0.888537,1
T00024,1.256781,-0.268775,2.791555,-1.653297,0.52804,0
T00025,0.330124,-0.617935,-0.281876,2.389179,0.808447,1
T00026,-1.118762,1.440767,-0.912461,0.403466,-0.524046,1
T00027,0.363512,-1.130789,0.567525,0.8229,1.428061,0
T00028,1.096866,1.886421,0.72653,-0.85793,-1.010339,1
T00029,0.035421,-1.225578,0.246369,0.769011,-0.562947,0
T00030,-0.526751,-0.305565,-2.73804,-1.247083,-1.146395,0
T00031,1.399894,-0.983919,-0.531419,0.322305,-0.966783,0
T00032,-0.515145,-0.353704,0.874215,1.452915,0.157446,1
T00033,1.118482,-0.638564,0.26753,1.427848,-1.478898,0
T00034,-0.63186,0.592575,0.34134,-0.783427,0.250385,1
T00035,0.526137,0.993625,0.96286,1.468194,-0.595555,1
T00036,0.660857,0.075018,-0.078785,-0.170933,-0.121187,0
T00037,-0.602562,0.444866,0.287882,-0.920207,0.402391,1
T00038,-0.388901,1.239368,-0.604948,-1.051745,1.13956,1
