user_id,item_id
U0000,I0016
U0000,I0027
U0000,I0038
U0000,I0043
U0000,I0048
U0000,I0059
U0001,I0000
U0001,I0015
U0001,I0038
U0001,I0040
U0001,I0052
U0001,I0053
U0001,I0059
U0002,I0006
U0002,I0011
U0002,I0017
U0002,I0021
U0002,I0045
U0003,I0008
U0003,I0015
U0003,I0029
U0003,I0038
U0003,I0040
U0003,I0045
U0003,I0058
U0003,I0059
U0004,I0011
U0004,I0033
U0004,I0036
U0004,I0039
U0004,I0043
U0004,I0045
U0005,I0003
U0005,I0015
U0005,I0017
U0005,I0036
U0005,I0039
U0005,I0043
U0005,I0055
U0006,I0000
U0006,I0007
U0006,I0009
U0006,I0023
U0006,I0029
U0006,I0038
U0007,I0003
U0007,I0028
U0007,I0029
U0007,I0037
U0007,I0039
U0007,I0042
U0007,I0059
U0008,I0015
U0008,I0019
U0008,I0020
U0008,I0040
U0008,I0043
U0008,I0049
U0009,I0010
U0009,I0013
U0009,I0019
U0009,I0030
U0009,I0037
U0009,I0042
U0009,I0047
U0009,I0051
U0009,I0058
U0009,I0059
U0010,I0003
U0010,I0011
U0010,I0013
U0010,I0021
U0010,I0024
U0010,I0027
U0010,I0028
U0010,I0044
U0010,I0051
U0011,I0000
U0011,I0028
U0011,I0036
U0011,I0038
U0011,I0039
U0012,I0004
U0012,I0012
U0012,I0021
U0012,I0023
U0012,I0025
U0012,I0031
U0012,I0044
U0012,I0047
U0012,I0049
U0012,I0059
U0013,I0012
U0013,I0033
U0013,I0034
U0013,I0041
U0013,I0047
U0014,I0002
U0014,I0021
U0014,I0023
U0014,I0027
U0014,I0031
U0014,I0032
U0014,I0038
U0014,I0048
U0014,I0051
U0014,I0054
U0015,I0021
U0015,I0034
U0015,I0038
U0015,I0043
U0015,I0045
U0016,I0007
U0016,I0023
U0016,I0026
U0016,I0040
U0016,I0046
U0016,I0048
U0016,I0055
U0016,I0057
U0017,I0011
U0017,I0016
U0017,I0018
U0017,I0030
U0017,I0038
U0017,I0039
U0017,I0042
U0017,I0045
U0018,I0012
U0018,I0031
U0018,I0044
U0018,I0046
U0018,I0048
U0018,I0053
U0019,I0003
U0019,I0005
U0019,I0008
U0019,I0015
U0019,I0016
U0019,I0025
U0019,I0046
U0020,I0004
U0020,I0011
U0020,I0013
U0020,I0014
U0020,I0018
U0020,I0033
U0020,I0040
U0020,I0048
U0020,I0058
U0021,I0000
U0021,I0017
U0021,I0032
U0021,I0039
U0021,I0045
U0021,I0054
U0021,I0059
U0022,I0009
U0022,I0012
U0022,I0014
U0022,I0015
U0022,I0031
U0022,I0032
U0022,I0045
U0022,I0053
U0023,I0010
U0023,I0014
U0023,I0020
U0023,I0029
U0023,I0041
U0023,I0044
U0023,I0046
U0023,I0055
U0024,I0004
U0024,I0034
U0024,I0037
U0024,I0038
U0024,I0044
U0024,I0048
U0025,I0016
U0025,I0018
U0025,I0020
U0025,I0021
U0025,I0023
U0025,I0031
U0025,I0034
U0025,I0055
U0025,I0059
U0026,I0006
U0026,I0007
U0026,I0018
U0026,I0031
U0026,I0040
U0027,I0007
U0027,I0010
U0027,I0027
U0027,I0041
U0027,I0044
U0027,I0046
U0028,I0004
U0028,I0005
U0028,I0021
U0028,I0038
U0028,I0043
U0028,I0057
U0029,I0001
U0029,I0018
U0029,I0020
U0029,I0024
U0029,I0035
U0029,I0049
U0029,I0056
U0029,I0059
U0030,I0001
U0030,I0002
U0030,I0004
U0030,I0015
U0030,I0020
U0030,I0042
U0030,I0048
U0030,I0058
U0031,I0014
U0031,I0019
U0031,I0020
U0031,I0021
U0031,I0035
U0031,I0047
U0031,I0052
U0032,I0012
U0032,I0015
U0032,I0016
U0032,I0026
U0032,I0027
U0032,I0038
U0032,I0047
U0032,I0055
U0033,I0001
U0033,I0020
U0033,I0023
U0033,I0029
U0033,I0031
U0033,I0044
U0034,I0001
U0034,I0004
U0034,I0005
U0034,I0007
U0034,I0012
U0034,I0020
U0034,I0021
U0034,I0026
U0035,I0005
U0035,I0015
U0035,I0024
U0035,I0035
U0035,I0037
U0035,I0042
U0035,I0051
U0036,I0000
U0036,I0001
U0036,I0002
U0036,I0009
U0036,I0027
U0036,I0035
U0036,I0036
U0036,I0046
U0037,I0007
U0037,I0008
U0037,I0011
U0037,I0015
U0037,I0036
U0037,I0044
U0037,I0046
U0038,I0004
U0038,I0016
U0038,I0037
U0038,I0039
U0038,I0050
U0039,I0000
U0039,I0021
U0039,I0029
U0039,I0031
U0039,I0035
U0039,I0048
U0039,I0054
U0039,I0055
