user_id,e1,e2,e3,e4,e5,e6,e7,e8
U0000,0.5826,0.3029,-0.9455,-0.09,0.7302,0.8408,-0.5467,1.1054
U0001,0.3968,-1.2922,-0.1717,-0.2655,0.1492,0.1578,0.361,-0.7609
U0002,0.3267,0.224,-0.5184,0.2641,-0.0892,-0.5055,-1.1693,0.3756
U0003,0.538,-0.3495,-1.4664,1.8415,1.0754,0.2208,1.2418,-1.344
U0004,-2.9212,0.8183,-0.155,-0.1229,0.493,1.0564,0.4058,0.6563
U0005,-0.9054,-1.9532,1.2355,0.5867,0.6086,0.7128,-0.453,0.3895
U0006,0.9954,1.7445,-0.3218,1.3187,-0.4648,-0.3633,0.8446,-2.7878
U0007,-0.1603,0.0214,-1.8983,-2.8903,-0.1072,1.198,-0.097,0.1496
U0008,-0.2929,-1.1439,0.8632,-0.008,-1.037,-0.2054,0.0874,0.8059
U0009,1.5978,-0.8755,-1.5258,0.1605,-0.2373,-2.5166,1.6515,0.933
U0010,-1.2578,-1.2318,2.861,-2.3796,-1.833,-1.6984,-0.5367,2.3418
U0011,0.5596,0.7588,2.1758,0.5325,1.1521,1.0884,-0.1692,1.4214
U0012,-0.7713,-0.8087,0.0567,0.8394,-2.0648,1.3534,0.8648,1.0363
U0013,0.9281,0.4033,-0.2126,1.0368,-0.3751,-0.9155,-0.8763,1.1698
U0014,1.4721,-1.2358,-0.1358,0.4008,-0.1274,-0.9008,0.229,0.1126
U0015,-1.198,1.3017,2.7308,-0.9567,-0.7674,-0.1156,-0.6079,-0.3048
U0016,-2.7289,1.6227,1.8641,-0.6663,-0.9162,-0.2976,-0.7803,0.0709
U0017,1.5907,0.6086,0.9033,-2.232,-0.7183,-0.1988,-1.0215,1.1731
U0018,0.0937,0.9087,-1.1557,-1.6128,-0.3851,0.214,0.3194,-1.3921
U0019,1.0359,1.4261,0.9378,-0.5802,-0.5613,0.1078,-0.3211,-1.1177
U0020,0.0857,-0.0092,0.0743,-0.2676,-0.4873,1.1478,-1.2573,-1.9824
U0021,0.093,-0.7344,1.32,0.9668,1.4924,-1.3399,0.2181,-0.415
U0022,1.077,-1.3389,-0.503,0.6245,-0.1671,-0.8541,0.2075,1.1888
U0023,0.2493,-0.8271,-0.9425,1.0991,-0.9191,0.1602,0.6995,-0.6031
U0024,-0.9085,0.2425,-1.3132,0.0709,1.8694,0.7191,-0.2513,-0.8701
U0025,-2.0983,0.1635,-0.6812,0.0177,1.0039,-0.399,-1.2183,-0.2468
U0026,1.0242,-0.1787,-1.1219,0.4684,-0.4169,-0.647,1.5871,0.445
U0027,1.8197,0.7497,0.114,-0.5319,0.8353,-1.3453,-0.2994,1.1262
U0028,0.8485,-0.2098,-1.8962,1.1996,0.4912,-0.0928,1.0868,0.969
U0029,-2.742,1.0513,-0.8747,-0.123,-0.718,-1.4694,1.2155,-0.6915
U0030,1.9815,1.2828,-1.2963,-0.1514,0.1764,0.0271,1.5563,-0.2224
U0031,-2.1403,0.7393,-0.0588,-1.051,0.3401,-2.1622,1.444,0.9659
U0032,2.9568,-0.0338,-0.2498,-1.1201,1.7153,0.1557,0.3045,0.2179
U0033,-1.2001,-1.5481,2.0115,-1.824,0.565,-0.049,-1.2563,0.6259
U0034,-2.2526,0.6842,-0.0743,2.0134,0.0529,-0.0432,0.0151,-0.1665
U0035,-1.0402,-1.3435,0.7722,3.1357,1.1348,-0.1389,-1.8065,-1.1729
U0036,0.7413,-0.0165,-0.948,0.142,-0.4109,0.9341,-1.3608,0.0663
U0037,0.2715,-1.2202,-1.6134,0.0131,-0.2616,0.4491,-2.4467,1.4589
U0038,0.5095,0.3634,-0.7193,1.7815,0.0728,2.1312,-0.088,-0.0916
U0039,-0.8675,-0.3677,-1.5502,2.2699,1.0088,-0.6971,1.2442,0.1214
