row_id,f1,f2,f3,f4,f5
S00000,-0.409212,-0.983899,-1.387183,-0.516577,-0.517954
S00001,1.164751,-0.330792,-0.990752,0.839924,0.32402
S00002,0.324428,-0.946375,0.710071,-1.124528,-0.332173
S00003,-1.523611,-0.170416,1.677581,1.651235,-0.158976
S00004,-0.662569,-0.944474,-0.059273,-0.881959,-0.542373
S00005,-0.864292,-0.633263,1.477923,-1.922498,-2.093519
S00006,-1.49983,-1.262515,2.093673,-2.47409,-1.966571
S00007,-0.093558,0.331721,-1.212587,0.690371,-2.226799
S00008,-0.493419,-1.37549,1.508413,-0.125166,-0.562793
S00009,0.945014,-0.775186,1.788741,-1.025994,-0.966817
S00010,-0.628338,1.626974,0.542477,-0.406877,-0.645428
S00011,0.331316,-1.712127,0.132928,-0.481377,-0.031005
S00012,-0.83092,-0.717542,-1.041333,1.368063,0.397847
S00013,-1.02378,-0.622222,-0.941851,0.925878,-0.145942
S00014,0.218171,0.303006,-0.810863,1.049815,2.045628
S00015,1.56717,-0.381201,-1.091515,0.200029,0.951571
S00016,-0.558908,-0.754972,1.080515,0.339094,1.689497
S00017,-0.522914,1.216913,-0.707638,1.20018,1.042183
S00018,-0.13098,-1.844093,1.019347,0.209595,0.184169
S00019,0.075134,-0.030361,-0.394758,-0.134521,0.893555
S00020,-0.503775,-1.084262,-0.230356,-0.317953,-0.385808
S00021,1.720939,-0.11735,-0.515694,0.45003,-1.325147
S00022,0.817596,1.060838,0.066391,-0.330558,-0.581404
S00023,1.348298,1.151176,0.341128,0.201274,-1.081147
S00024,0.660399,1.311375,0.441025,-0.569215,0.075706
S00025,-0.174695,-1.951602,0.446758,0.311965,-1.36626
S00026,0.246643,-0.428858,0.623816,1.672799,-1.025748
S00027,-0.286786,-0.234987,-0.739369,0.420396,0.532745
S00028,0.01802,0.386545,-2.276832,1.021377,1.783211
S00029,0.794952,-0.612782,1.274852,0.588194,0.892019
S00030,-1.260184,-0.305793,-1.640317,0.201462,-0.568123
S00031,0.218064,0.365171,0.245636,0.719437,1.504433
S00032,-0.562179,-0.586401,1.76427,1.07781,-0.692505
S00033,1.604847,-0.332898,-0.045357,-0.358312,-0.881979
S00034,0.131343,-1.398921,-1.259952,-0.067166,0.850559
S00035,0.642414,0.372178,0.359653,0.003775,-1.51946
